x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value
2.5392869176534205,5.218043160569824,-2.33252421040617,8.129735461942168,-8.768173740951378,-7.5806558561127435,1.1040685597436273,-0.5090520761314625,-3.73909734489927,6.202880581323658,-0.25384200499309273,1.1034606876838176,6.001446501613689,1.2966370345974525,-6.753527635360912,9.589696669451563,-3.932365617444135,5.185279448508107,-4.388108572375274,9.678016994728992,204.24112960528865
0.7881452263580773,6.21028495759575,-6.157136611837208,-3.020248902198553,-0.2671106980638722,-2.028514303333444,-3.6799676203684015,-2.3927604944926255,5.720091435394965,3.234014271010233,-2.9788051097589854,-2.2431069642402646,-5.467876249594096,-6.33782152550074,3.064869313401239,-4.302301138678246,-7.912645398850184,-2.2649089848606785,-6.419204047577898,-8.817437110432369,228.2803525456638
-2.3743249902241113,-3.441988080588482,9.692422736027169,-0.9486936667507457,9.181067135441346,6.34506800634621,5.282825819845909,5.693694835445671,7.977596623738954,-7.331497970643655,4.1151267664148286,-8.874450133940199,0.7203272764961994,6.855485949020164,-5.227355256971429,2.7181584848375433,7.306094506729469,9.65225579595684,-1.7204781259447604,-2.880510927988463,282.78460857355356
-8.456002033445378,-9.94648849322711,-0.8704236178108697,5.080290006168607,-5.729085658642713,5.450260309055132,-7.5363584807824715,-8.163256514245331,0.6732124268468649,0.4344269166200796,-9.404041388805297,3.8306533540691863,3.707577470787175,-3.444621990788862,6.182951039216107,-1.032391138525096,1.3853865893369068,-8.075753211757258,8.561821798517972,-0.0510168978793768,253.21111502957905
8.302798500686158,-0.3241130884383452,4.31349400045729,-6.089209673989906,5.107571087068665,1.5969938607648295,9.719672263146219,7.175853895668411,-9.478358992081759,-5.077641150587871,8.079620943152833,7.0690334086075985,-6.683710616936476,3.69775981839166,0.33383390538566715,-8.231196299585516,4.892152919417436,-0.6553969031114946,4.404984625283955,5.099250421178368,243.90731923403018
2.4351636992873704,4.954142829760254,-1.2288301334000433,7.720211557241413,-6.578412949819584,-6.726502690620526,9.409773643955603,-8.438493320740312,1.3506521529264823,-1.0730885955797547,-9.740888928154344,2.5113871275758104,7.5267340312864945,-7.969413149135315,2.672632807606824,-1.374608106427626,-0.8450424225632993,6.5203613889654655,2.9827476308496053,1.8832126313999389,241.06349675869558
2.011445124490038,4.831756065697787,-1.3253364511009007,-0.0757991348917173,-9.638782483897517,-3.8216168326361197,-1.0358017683029175,-0.37935162053601346,-9.132271928464984,2.787402016720378,-5.191539257484166,-5.620323429646796,3.669694839685988,-6.755179464817047,-3.587982616529743,3.0707571661288817,-3.7130301390366753,7.588497371843619,2.113617801700922,3.056058495567031,195.05094388188894
1.9155163952068381,4.544286113240165,-0.37343502135797735,6.459894180297852,-7.244019843142755,-4.877288874206443,7.578126871255627,-1.4798965075416106,-1.4137627200354714,-7.626722787489916,-9.775489192841954,-0.3044118596154952,6.977668699185035,-8.91396498758375,6.484842042307264,-8.934473662669154,-2.0540080481207266,6.760652589260761,8.405142753610143,-3.6167997297203165,244.751205643297
-0.057639398971559785,4.275404737813604,-3.3010298007059333,8.538689613342285,-9.312539754875532,7.278333707322279,-0.6511396979770918,4.302937984466553,-9.892612326883913,0.11151923215862425,6.262757295387097,2.7058170226234513,7.23889634572458,0.19449393895441247,4.59085078604047,8.588820280085713,-5.954515060469523,4.6593382753524,7.6721002931164115,2.6454122845760857,234.0932239199814
1.7217879817850257,4.623987846268937,-0.9713033167122624,-2.44972825050354,0.01634291588989001,0.21239250988887193,0.6575500256506075,-6.861605644226074,-5.73999019001256,-4.8780715643087476,-9.950518413415331,-2.5926797621251048,-6.279190470201234,-3.7791735334401,-6.998341931847108,-6.1386194329295956,1.9238693829780118,1.1676177371018692,7.724220887878872,9.118427978555317,282.82056785776524
2.2478506354608605,-4.542494026932188,6.897658109664917,-7.219998240470886,-6.401294165036301,4.282625894492355,3.4930145740509033,-9.490681551396847,-9.55402118467115,-0.40773489082777026,0.671526365818842,1.3483778115456566,7.928316140522988,-6.9747235380941826,-2.676668741759107,-4.952873502865584,-4.372449495691325,0.9477440978713148,6.859625615049833,-0.7619379873077285,256.80154196713715
