x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
-9.59460298076604,-9.277778158574176,-9.29197899874761,-9.229520958666308,-9.256799618240958,-8.81525839002699,-8.824450944278581,-8.9574876093258,-8.105226052542667,-9.340714345049436,-8.721384901637428,-8.902330144598611,-8.921995212547897,-9.45968997064298,10695830.629235476,24
-9.48119014479358,-9.100266054098723,-8.808639618426476,-9.062411047117697,-9.072130541858217,-9.36173483876044,-8.873736821117316,-8.446286591912603,-9.064554344197235,-9.139585699128228,-9.028975364460392,-9.506353404016563,-7.9190499612240215,-9.088557652470472,10582517.244597735,41
-8.2146231979681,-8.81707366355228,-9.2784879713736,-9.34570762959496,-8.93688690471,-9.115160841385077,-8.655821806038215,-9.235796774218722,-8.800895096374576,-8.241689494920154,-9.201759795627543,-8.46910065518367,-9.169580498905265,-9.028118997308354,10123770.94024472,42
-8.765162598494639,-9.548919651567877,-9.192648224867465,-9.306351982457947,-9.262707903260198,-8.562372913886545,-9.379148054390015,-8.84260675578132,-9.184544222504027,-8.615327924659683,-8.694068884375989,-8.680047308652018,-9.145847114776206,-8.661460279774612,10656894.438700188,43
-9.234579646683178,-9.954841203859582,-8.863318725763726,-9.108244984255158,-8.806811826819594,-9.236314373958649,-9.164576581129541,-8.780981973135313,-9.07488294765438,-8.673287224761133,-8.825285525336927,-8.553756170186565,-8.531295416640843,-8.634892215106394,10546269.395705044,45
-8.827756664446161,-9.093797768748395,-8.952662395498542,-8.798761575685035,-8.848286138051458,-8.877822190800044,-8.909752064998326,-8.765340864702775,-8.930696397568447,-8.887111146839912,-9.255672701704686,-8.86653194032408,-8.84372161322621,-8.713082369867896,10154416.672290644,11853
-8.815176619773457,-9.04489580968795,-8.99152073981038,-8.882150045501104,-8.923051986260392,-8.948656217035788,-8.920154386762,-8.970347405601007,-9.029373830760038,-8.873943392994931,-8.885752861692609,-8.97074454143878,-8.820783554123496,-8.98500653263332,10225068.989776533,21430
-8.930007908848825,-9.032159318497932,-9.112652247319076,-8.900648055982401,-8.924968021861158,-8.869994013714924,-9.032331831599818,-8.96080192078231,-8.954203992990283,-8.98497057093288,-9.184734136330233,-8.998881384461834,-9.063577285009883,-8.925345338833342,10518845.331202159,31659
-8.815176619773457,-9.04489580968795,-8.99152073981038,-8.833612735725874,-8.923051986260392,-8.948656217035788,-8.920154386762,-8.970347405601007,-9.029373830760038,-8.873943392994931,-8.885752861692609,-8.97074454143878,-8.820783554123496,-8.98500653263332,10209169.057245556,45461
-8.772911871643695,-9.032159318497932,-9.052463720846212,-8.779420582121414,-8.924968021861158,-8.869994013714924,-9.032331831599818,-8.96080192078231,-8.954203992990283,-8.773462413514446,-8.90730487886038,-8.998881384461834,-8.833891963501003,-8.925345338833342,10166424.979667258,59568
-8.772911871643695,-9.032159318497932,-9.052463720846212,-8.779420582121414,-8.924968021861158,-8.869994013714924,-9.032331831599818,-8.863017577894777,-8.954203992990283,-8.773462413514446,-8.90730487886038,-8.998881384461834,-8.833891963501003,-8.925345338833342,10133846.35447174,74583
-8.629005835848488,-9.04008879228133,-8.949656777894152,-8.930054505860488,-9.091005710558175,-8.829857774092439,-8.948142633905542,-9.003334440110189,-8.898042058382828,-8.805510905961578,-8.995593582752988,-9.05423116785098,-8.95455060562816,-8.884517481402513,10249883.632540518,87566
-8.785888670593039,-9.032159318497932,-9.112652247319076,-8.900648055982401,-8.924968021861158,-8.869994013714924,-9.011149586922917,-8.96080192078231,-8.954203992990283,-8.735371576075309,-9.117177741498304,-8.998881384461834,-8.972622512325737,-8.925345338833342,10329511.531255018,99763
-8.827756664446161,-9.093797768748395,-8.952662395498542,-8.798761575685035,-8.848286138051458,-8.877822190800044,-8.909752064998326,-8.765340864702775,-8.930696397568447,-8.887111146839912,-8.885991067250728,-8.86653194032408,-8.84372161322621,-8.625678914750287,10024077.070021149,113986
-8.827756664446161,-9.093797768748395,-8.952662395498542,-8.798761575685035,-8.848286138051458,-8.877822190800044,-8.909752064998326,-8.765340864702775,-8.930696397568447,-8.887111146839912,-8.815283751425314,-8.86653194032408,-8.84372161322621,-8.625678914750287,10001005.149215704,128302
