,x0,x1,Target,Hypothesis
0,3.6158699052499417,6.038782958610602,-18.305429916138777,Weak
1,-0.380975710625437,7.7908721895795106,-20.272706913413607,Global
2,6.524464923069601,11.838311042562896,-134.30906259401897,Global
3,8.058430937137352,2.8188208743310335,-9.626000676728147,Global
4,-0.9574213157462266,7.442882114817919,-15.56699706717387,Global
5,5.0,5.0,-26.622742555461393,Weak
6,4.153955692955003,6.750777476901374,-31.25869591989019,Weak
7,3.4350523406770375,5.231763661091241,-10.885811890748887,Weak
8,3.3545100671958257,6.445710576883005,-19.371409310946945,Weak
9,3.493187410912822,5.725655438895209,-14.741092078490684,Weak
10,3.9162493368224416,5.178059291980867,-14.900308384832778,Weak
11,3.5160782338803185,5.30559533418695,-11.983235822847028,Weak
12,3.314863437118407,5.228717431137337,-10.05868189815286,Weak
13,3.248633856911401,5.127179993270802,-9.062238510575643,Weak
14,3.1593908825814654,5.0,-7.9006482920393095,Weak
15,3.0,5.0,-7.316460332239643,Weak
16,3.0199955443625397,5.082644179699291,-7.817796019149257,Weak
17,3.263601367494762,5.0008892367114655,-8.416681770163422,Weak
18,3.0427953468262885,5.119688420738354,-8.097567302637039,Weak
19,3.0535279712187977,5.016733458772672,-7.574967413409726,Weak
20,3.132757117245779,5.0423639024043245,-8.018420025443593,Weak
21,3.077118288114086,5.1642051653109515,-8.474280200477828,Weak
22,3.036350115910218,5.14597697001272,-8.221013566896765,Weak
23,3.1936970293701785,5.013026892321479,-8.129926487789632,Weak
24,3.1872390503139254,5.019118750490108,-8.13321661934813,Weak
25,2.9442844016457714,4.803701816083856,-6.2001412428955955,Global
26,2.924022956465109,4.656268471177676,-5.488398025333452,Global
27,2.968616315265931,4.510542907534032,-4.937669130668621,Global
28,2.9120006475929405,4.402552341663928,-4.42002597387691,Global
29,2.7936376552663593,4.305808705171807,-4.014203564597736,Global
30,2.811158125631582,4.186792926698509,-3.6069321536121985,Global
31,2.8335497097059843,4.040429060950082,-3.1388598004511246,Global
32,2.7704850897061073,3.883204097982948,-2.7441427809371857,Global
33,2.83111889305424,3.7781472467387203,-2.415898645697558,Global
34,2.8745463659885835,3.6366214305582614,-2.0473185594186756,Global
35,2.816506605673079,3.476228985110072,-1.7732741293973566,Global
36,2.898416475355952,3.391295662105122,-1.5249850989423197,Global
37,2.9391524394718225,3.2520202612239757,-1.2563270920309098,Global
38,2.8902591022469966,3.0944290742607077,-1.0781196952557315,Global
39,2.984549392826899,3.01833723649165,-0.8975787304927603,Global
40,3.0078358816512782,2.885060438060596,-0.7371040469502103,Global
