,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target,Hypothesis
0,-9.922876638237181,-8.43979907895065,-9.814592489331734,-8.734214627031045,-9.972218303359563,-8.127682927830154,-9.146851236528933,-9.49382709848374,-9.62006938741266,-9.170350734126457,-9.973158780521196,-8.70305443035362,-8.261262508101932,-8.78192859310456,-11623096.248347102,Poor
1,-3.122876638237181,-1.6397990789506502,-3.0145924893317337,-1.9342146270310456,-3.172218303359563,-1.3276829278301536,-2.3468512365289333,-2.69382709848374,-2.8200693874126603,-2.3703507341264576,-3.173158780521195,-1.9030544303536192,-1.4612625081019317,-1.9819285931045605,-101855.26109966937,Weak
2,-9.228766382371807,5.602009210493499,-8.145924893317334,2.6578537296895455,-9.722183033595627,8.723170721698466,-1.4685123652893317,-4.938270984837397,-6.200693874126602,-1.7035073412645723,-9.73158780521195,2.9694556964638092,7.387374918980683,2.180714068954398,-3953637.2372798896,Global
3,6.159856377632909,6.530226608386659,-4.5663333252339715,6.729528817888859,-4.349172801423171,-7.2338279474003,4.294405477969045,-0.5492678491072098,1.1317696174472118,-2.2884885348071693,8.82293320113557,-8.376186490344075,8.345349684920368,-6.861311493636986,-2636943.071995234,Global
4,-1.1170502688662722,-5.757879137250059,-6.506136825625777,0.2959610338655043,7.8579507605701835,8.473621347847498,6.71957104546464,-0.0068541445830341274,6.419278207991127,8.687763211827459,5.8962374740853,-0.7682979563340275,-2.9462038856167228,-7.828151491017444,-2005406.0528010607,Global
5,-1.4338448053617296,-1.2668497861516723,-1.650504771615003,-1.211533833558476,-1.9704602277114025,-3.1257407922171048,-3.171496969699408,-2.5157922495924225,-1.553056561864926,-1.4677305873505382,-1.2783749423546444,-3.0697570629023634,-3.110857778024672,-1.3734328072659328,-81528.81785639557,Weak
6,-8.00151240073591,-9.78661747186814,-8.215640782515745,-9.255312953412652,-8.182590561877786,-9.304163275335672,-9.89645402869639,-8.59214535353738,-9.18555535140409,-9.845085428672247,-8.159559437168427,-9.738203212805812,-8.471525045838547,-9.775998231897942,-10739907.513391808,Poor
7,-1.356830784396843,-2.73003061839004,-2.3293515717630453,-2.4304543715803217,-1.4233281385289738,-2.0235791735899404,-3.0589380328847744,-2.03528336520211,-1.2818009283771266,-2.310633494281398,-1.8886711573660249,-1.457034781276127,-1.9734630807380713,-1.4396166695796646,-59840.116558984264,Weak
8,-2.1685742969282185,-1.6394925729813268,-2.227676930287262,-1.6061785027562465,-1.2039981495212162,-3.0057350425642584,-1.8678066707535925,-1.705857899656313,-2.8873697698010434,-1.8843627089351886,-1.8332347679191718,-1.6968662753633892,-1.8771773131727802,-2.0654568743066593,-53523.6652112378,Weak
9,-2.168096371837121,-1.6400436353983059,-2.2276461402852004,-1.606550579343709,-1.2037052935888455,-3.0055376494895207,-1.8681745633471794,-1.7057766342600404,-2.8867393934962897,-1.8845215842659218,-1.8330879167156187,-1.6965943564344343,-1.87718103346629,-2.065236205049311,-53513.61730979734,Weak
10,-1.9685190845378686,-2.924510293023448,-2.6990145653272952,-1.7454877226335201,-1.4039367576705497,-1.9666537801550592,-1.9829294915629285,-1.3065769767584412,-1.2227064433697605,-2.390445345096443,-2.814895450571544,-1.7889353429195678,-2.7970294734406425,-2.8458311405241883,-69320.21670558637,Weak
11,-1.6961451248147432,-1.2261613332822168,-2.407538735542655,-1.8351781156937126,-2.690857313510143,-1.4870980401114244,-1.483517946940516,-2.7192864031157495,-1.9479681394968997,-2.713891893903387,-1.9414163995386073,-3.1069717878168364,-1.4729628855703754,-3.116200540768479,-65764.00301498554,Weak
12,-1.8111557244290613,-2.594168154197329,-2.2716600650591525,-2.8961154352796945,-1.5163099678965204,-2.415700751693394,-1.2287837794404828,-1.2304956348691822,-3.13399480860332,-2.90238571117146,-1.5977316012762155,-2.8881397299547764,-1.5471533453231487,-2.312432111637521,-79300.42191184472,Weak
13,-2.002507258498425,-1.92280236348078,-2.163382763044935,-1.8601886853411955,-2.2229163460116315,-1.7859938007330556,-2.0767619011993568,-1.8430526491009418,-1.9839116549851916,-2.0681193843419794,-2.0779170146345525,-2.5946439570824356,-2.1777761526996633,-1.7195073049264546,-53104.88986663601,Global
14,-1.7246252944665634,-1.9466886844556823,-2.619829149398852,-2.0306149254499117,-1.782638192601934,-2.6726539689380635,-2.5581263802201413,-2.6275947055684594,-2.0735613833460773,-2.628196047267407,-2.0349955407616647,-2.0900996827325082,-1.93005948511534,-2.7309052356195487,-72184.1990931466,Global
