,x0,x1,Target,Hypothesis
0,2.6590829245209457,2.6665732671802584,-1.4943487483776419,Good
1,-4.737645936032711,13.373599007703877,-19.643968428483745,Global
2,-0.7270824878912254,4.484645661884368,-24.68607815252435,Global
3,6.880513909831441,4.867058962173433,-31.64387087307333,Global
4,7.9706558003538746,6.712689483208113,-35.829900866645616,Global
5,3.641592653589793,1.775,-1.5936216129169074,Good
6,3.0467704654538568,2.1306848914111316,-0.48916966172150717,Global
7,3.2066719323749138,2.339917169313248,-0.43146739394115663,Global
8,3.0886707376771203,2.3021356226124032,-0.41154086539313167,Global
9,3.171064561547221,2.2323470353982477,-0.40244851875272775,Global
10,3.1438754823660013,2.264333586853074,-0.39799135273561737,Global
11,3.1521849187365163,2.268194855947431,-0.3984280884100476,Global
12,3.149678656819214,2.247195475625685,-0.3986638178352037,Global
13,3.1475619334663927,2.265790724040877,-0.39807921148547815,Global
14,3.145393755137634,2.2708231122993765,-0.3979581999391306,Global
15,3.149791192704529,2.2662740117385782,-0.3982155440513175,Global
16,3.140049127009734,2.277457246123493,-0.39790036664332323,Global
17,3.226184391009239,2.2608048378686467,-0.43480782240146326,Global
18,3.1458856481454247,2.2672909424964196,-0.397994880305429,Global
19,3.1474752748642834,2.2813444173685835,-0.39817291056440224,Global
20,3.138178531891608,2.3464506163331205,-0.40267491294847324,Global
21,3.154984372421345,2.2233666103631564,-0.40044686062574514,Global
22,3.1054052910241356,2.2662664753516197,-0.4055519482752325,Global
23,3.1879139205511255,2.16562983875911,-0.41359262204185987,Global
24,3.149318722962762,2.30399163795889,-0.39939958386970476,Global
25,3.1497782681221262,2.2643540882926336,-0.39822728821489445,Global
26,3.0689663340575613,2.5534148994813535,-0.47208288292833317,Global
27,3.641592653589793,2.775,-2.3088885794952057,Good
28,3.0455765802131234,2.3000214677558675,-0.4447206677985543,Global
29,3.143550211879138,2.263395253502121,-0.398007334151566,Global
30,3.1648681255947455,2.531284440321922,-0.47576492844911905,Global
31,3.1992017127004764,2.016851519750788,-0.45946314949005673,Global
32,3.163859213120228,2.2196577491266805,-0.4017147786862872,Global
33,3.1260917515415905,2.23972429797727,-0.4012872336836655,Global
34,3.139608011928191,2.245867493121124,-0.398847576974825,Global
35,3.14010209728829,2.548038479881577,-0.47181445816780165,Global
36,3.0352070160959457,2.444633329398727,-0.4594339837868209,Global
37,3.2623343682967274,2.252101687178391,-0.47260843307054123,Global
38,2.641592653589793,1.775,-2.4238536994100497,Good
39,3.299980245388605,1.9844538013925934,-0.5470689410430899,Global
40,3.1302724007513705,2.4336419230849655,-0.42094178809519905,Global
41,3.107239096056052,2.0593014266734926,-0.46242797454323703,Global
42,2.991139753505709,2.360914463215909,-0.5075389446992844,Global
43,3.1027869723518187,2.551843117298354,-0.46582213953199253,Global
44,10.0,15.0,-145.87219087939556,Global
45,3.1481352953595985,2.31479435527403,-0.400108088473773,Global
46,3.109478538643311,2.3905462098053603,-0.41100480439681986,Global
47,3.1432718776695023,2.2697838273946926,-0.3979161601949796,Global
48,3.1533726116254805,2.2648371188696763,-0.39855456841530534,Global
49,3.1364325484045343,2.281035340270044,-0.398019224702524,Good
50,3.113345005006279,2.4317239239898862,-0.41983292168838976,Global
51,3.100034365433243,2.0892888849280165,-0.4538520607375275,Global
52,3.0203976954786125,2.246797239707881,-0.4838490068142588,Global
53,3.0790742356266887,2.3727271414149915,-0.41899544393888594,Global
54,3.1728377971057258,2.099524838429629,-0.4254459144891118,Global
55,3.16702340518642,2.237048490613534,-0.4013234810140336,Global
56,3.1582924361307,2.232702898694158,-0.4000853138778235,Global
57,3.1425699039897794,2.454988618349047,-0.43056272682173163,Global
58,3.155090671478152,2.2285978408449227,-0.400050828469011,Global
59,3.089635354087338,2.3241994704292854,-0.4109145979560209,Global
60,3.141846401236368,2.2756730790986475,-0.3978884254277435,Good
61,3.1236185303665627,2.301762620537813,-0.3995997703779273,Good
62,3.1261604293467125,2.361537071202001,-0.40457670456042877,Global
63,3.123946916772952,2.44185717320774,-0.4228082986994403,Global
64,3.095855143589363,2.1285286872715123,-0.4412025769087462,Global
65,3.1586476859008408,2.280018674964065,-0.3996180446765136,Global
66,3.133878912915119,2.3659422462215156,-0.40538425206772677,Global
67,3.105725450067233,2.4996875950092634,-0.4426949611287737,Global
68,3.086989005370805,2.369884386245182,-0.4148937081460379,Global
69,3.102494763982429,2.2491304792043816,-0.40842432361982056,Global
70,3.0957381931414876,2.486448960704366,-0.43875167396271003,Global
71,3.1250650454192725,2.325415641887556,-0.40060437924244974,Global
72,3.135613551368063,2.295285464295919,-0.3983029149146486,Good
73,3.1743053001198964,2.297628432370726,-0.4053287318299777,Global
74,3.1558062059199425,2.2449469208831925,-0.3992180702637726,Global
75,3.1175355132540656,2.2569343507683306,-0.40202754373044636,Global
76,3.1351243339705595,2.269958450925145,-0.39819006418330943,Global
77,3.1513004822254924,2.3184561938293684,-0.40094232064947377,Global
78,3.1238827621189738,2.2504328087972434,-0.40086913715305156,Global
79,3.143655969488092,2.2501309878857243,-0.39844884641342493,Global
80,3.179818228755666,2.1844787965637495,-0.408610518006783,Global
81,3.1488757910459455,2.2605157483898712,-0.398219662967073,Global
82,3.0118453821969524,2.5283590166148135,-0.5010966237958133,Global
83,3.144523865224487,2.2809548281100156,-0.3979965002256859,Good
84,3.109826156163675,2.2976030131782745,-0.4027370394226164,Global
85,3.1273435365453124,2.2709398333678363,-0.3990931354437305,Global
86,3.196801361994904,2.164765654993105,-0.41708338899342345,Global
87,3.164166864777702,2.3484378156707204,-0.40861060642204483,Global
88,3.2291320381419943,2.109373905953578,-0.4443273159514989,Global
89,3.2464366094385912,2.191173449076366,-0.45062560032722826,Global
90,2.9661881126813423,2.3402832041463295,-0.5509195065963657,Global
91,3.14779587663713,2.4026852332255073,-0.41563309625998385,Global
92,3.2075267226385304,2.2009994358721854,-0.4192870294384617,Global
93,3.1369248687423266,2.222808929458453,-0.4011094107449793,Global
94,3.1386360183227264,2.284424568195928,-0.39797998841857946,Good
95,3.0673288055895984,2.572959999465981,-0.48163348288995367,Global
96,3.133570578241961,2.2628932702272784,-0.3985338202937296,Global
97,3.099982956664047,2.3734771918590334,-0.41052869113604085,Global
98,3.1874252046258147,2.441088209138172,-0.4485971448962902,Global
99,3.1092692417538474,2.118369474711848,-0.4360173274081945,Global
100,3.211703385022976,2.21573240714092,-0.42150466714250406,Global
101,3.1542499374209303,2.316268714777453,-0.4012696532762835,Global
102,3.1484366686167564,2.128197850466422,-0.41812623734427673,Global
103,2.930975542643048,2.456346511938289,-0.6102031669076613,Global
104,3.175547262064545,2.281982539351606,-0.40453182151526446,Global
