,x0,x1,x2,x3,x4,Value
0,-5.622516177988654,-31.625978842951966,-19.395793421070167,17.46691483956593,29.860256166049886,21.910016079087914
1,-21.36457677049929,6.273346335313285,17.028331132901442,-13.612097703078373,3.676952019421826,20.69556450710916
2,-18.110553445250723,-11.27322718925588,21.539760208727856,5.828364429552302,13.393570322842535,20.855601767373166
3,11.988656979843782,23.128383318977768,-22.619964185847834,25.639653634428747,-12.210222545388849,21.230378398984
4,19.907081672279396,14.649071987272933,1.4692610568673174,-24.681722716163186,-20.39810518529312,21.50673833306477
5,-5.622516177988654,-31.62597884295197,-19.395793421070167,17.46691483956593,29.860256166049886,21.910016079087917
6,-21.36457677049929,6.273346335313285,17.028331132901442,-13.612097703078373,3.676952019421826,20.69556450710916
7,-18.110553445250723,-11.27322718925588,21.539760208727856,5.828364429552302,13.393570322842535,20.85560176737317
8,11.988656979843782,23.128383318977768,-22.619964185847834,25.639653634428747,-12.210222545388849,21.230378398984
9,19.9070816722794,14.649071987272931,1.4692610568673174,-24.681722716163183,-20.39810518529312,21.50673833306477
10,-25.093722736945423,29.530394531250003,21.378190323833287,-31.124643798828124,30.2007109375,21.611109725536423
11,-28.422501466517875,29.530394531250003,23.7232919885522,-31.124643798828124,12.657125257277322,21.919936107137467
12,-26.301450899091005,-18.125491836989717,7.943806829688299,-21.580107421875,-13.023048828125,20.89425618536116
13,-20.77322420073469,0.0422697820576871,2.736457847580027,-28.3091650390625,32.07405859375,21.07102143267453
14,-15.34652976205216,20.1569616978119,14.748810453526822,19.841515625,-6.542041015624999,21.00450244545836
15,-24.1482270953726,-5.851836314263728,11.878097772822358,-32.03155057785271,8.331953124999998,20.676283703937287
16,-26.209685877507702,-2.0836883109040976,9.922692201794952,-12.365318338785867,30.924472972782112,20.751530177981483
17,-20.093497197949223,0.6991266480792291,11.246187148392956,0.821866301636625,-6.542041015624999,19.37018314392646
18,-15.700204864143068,3.4956132138349574,9.90222603035918,-8.721428502959338,0.4651078047240347,18.889178107383067
19,-17.059248457250796,9.71560416347164,10.29614241777881,-26.145532916575377,31.10601953125,20.95858850109188
20,-11.25818337656244,7.582535539892795,8.748585028433169,-18.924655362767854,4.81456079904742,19.570939619946547
21,-22.545901724578894,10.721844778973924,8.961448226994918,-20.517981468480368,3.276975696390174,20.96907869033596
22,-12.403039700370089,1.6939037453393837,10.034302706069164,-11.704810004811767,0.1526874999999989,18.31179641297314
23,-9.058274802834037,3.6601498181830863,8.791733090308682,-17.2959630929201,6.662574218750002,19.126983056089497
24,-16.55458382573063,-4.871363130161303,3.4726646318972243,-21.94521065216214,-8.72723306027698,20.367028097913693
25,-13.870776636013144,5.0345067796587415,11.943632714922728,-14.957470856738198,4.888613281250002,18.1359748812858
26,-14.818041404809088,13.97321160295025,13.781734726668276,-16.226464455596375,4.888613281250002,19.68269467273823
27,-10.051181048746797,-2.575486294242534,13.829397737069757,-19.75535168136517,-8.649316406250001,20.034377269630625
28,-14.282048629076044,7.458561671738245,11.844077452205305,-18.082966621699285,29.890433593750004,20.943151590234265
29,-14.820425415248415,2.0996259162621413,12.538093466925956,-12.29132759180558,2.990929705467977,18.9984468588734
30,-9.525601008134888,9.917547620268614,10.054427142817351,-19.06268483381228,10.536775978635896,19.86462944784889
31,-11.667421492561822,7.719766608614158,11.048957531997049,-16.826479652634866,7.824385615669641,19.449788875635324
32,-14.535872335748955,5.608706861711845,10.170482251617171,-18.72806585927465,8.11860929444481,20.15327120942767
33,-8.031908486901237,7.592206406176167,9.339257184858354,-14.708165653943858,-1.667679499673806,18.78247430002316
34,-12.135501602633031,-2.336857812048322,6.858522605392466,-15.455439430240563,4.583998924350475,18.969333183633527
35,-10.56917384582382,-2.278717936793424,13.703160988431264,-16.947008143913354,3.1296942678736883,19.436541614230773
36,-11.087990692262771,3.5711562115803237,9.50827061947873,-15.135578903330831,3.3484432538085542,18.99650125544185
