x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
-2.3345936693379943,-2.3186163244913107,-2.139757639328638,-1.9570374863228273,-2.61795547490381,-2.5111479437439757,-1.8363399520242718,-2.2673854538448417,-2.566541980669155,-2.4485712646256816,-2.341228320141646,-2.119151398268115,-2.703253357403856,-2.2709595573588865,80019.62187189783,50
-2.648037431117322,-2.5259852880313405,-2.6412571458128884,-1.3755640124048765,-2.6517291453900733,-2.261737579625042,-1.6817294201428161,-1.92835429122799,-2.8696389502375292,-1.5772822447126362,-2.2406875143781404,-2.637507566640282,-2.269430991938305,-2.794095129464527,78828.58894246205,62
-1.9158729881288092,-1.985960665465561,-1.6618038351250353,-2.5164433168182736,-2.3125531844212763,-1.833546102787625,-1.2084132985007967,-2.4254621833143246,-2.738380214659447,-2.051056149793922,-2.4045789749312143,-1.6230218862630612,-2.5611276683763315,-2.1131780708881136,62111.90685309186,64
-2.2579125517715037,-1.727914304689747,-2.4390606471240273,-2.2927612356358864,-2.8455762719919386,-2.5482125445567756,-2.0570737896422173,-2.153312679550742,-2.0751380080431443,-1.9261262827727428,-2.3368121481318838,-1.664732141098332,-2.78442687004471,-2.139920081880275,73814.50747245793,65
-2.353451627139532,-2.038379768988274,-1.9501238056617627,-2.023219930167008,-2.2623430551957737,-1.7207809380616788,-2.2843274010747403,-2.2010038402176475,-2.6999472414866292,-2.4366880709195913,-2.5536330571459716,-2.1770144685525237,-2.338472911264327,-2.7989004562327717,71744.33308838504,67
-2.2765192184989402,-2.251343972284422,-2.2164525446802976,-2.295090684008162,-2.200507038585913,-2.1666571253583506,-2.1526585006012287,-2.3402770463070777,-2.138232689203452,-2.0248503856401645,-2.0801492113556197,-2.2100950896600953,-2.21675032830659,-2.1522265803315546,64482.92971219574,17628
-2.2765192184989402,-2.251343972284422,-2.2164525446802976,-2.295090684008162,-2.200507038585913,-2.16665712535835,-2.1526585006012287,-2.3402770463070777,-2.138232689203452,-2.0248503856401645,-2.0801492113556197,-2.2100950896600953,-2.21675032830659,-2.1522265803315546,64482.929712195735,31981
-2.2765192184989402,-2.251343972284422,-2.2164525446802976,-2.295090684008162,-2.200507038585913,-2.1666571253583506,-2.1526585006012287,-2.1940383865064836,-2.138232689203452,-2.0248503856401645,-2.0801492113556197,-2.2100950896600953,-2.21675032830659,-2.1522265803315546,63314.19526283031,46601
-2.267238554210998,-2.269994758298137,-2.233127447112148,-2.3178200704017513,-2.319031276439611,-2.3341464910647374,-2.1883267107209194,-1.9837016313195939,-2.1904683428708838,-1.9417574539124096,-2.159644857555156,-2.1970819835442104,-2.206621646647198,-2.2112058774880468,65176.985993398914,63057
-2.3120952511100707,-2.269383733715369,-2.1486592377910307,-2.380638491491034,-2.2383681273696965,-2.2259829681219347,-2.136893931918756,-2.101860717838367,-2.200962984958882,-2.1359241021352213,-2.358487451136063,-2.102055892374138,-2.2336023087094503,-2.206438411353217,66639.65896667028,77389
-2.262072067114097,-2.418396765249967,-2.1417515902959092,-2.420791493796464,-2.2928330722578636,-2.106007096612039,-1.9436794197655018,-2.2488191154837742,-2.1656635805330637,-1.9248086361832577,-2.175137230818589,-1.9919097637662482,-2.2309240866945306,-2.129056198179001,63337.611847620545,92606
-2.1323615230097115,-2.173851193414109,-2.22106008622982,-2.19084125056432,-2.16742013412685,-2.1310277221102756,-2.1788488408688806,-1.9908173368650999,-2.256261558994882,-2.1937913046431037,-2.3144283387092113,-2.1417021806366705,-2.3075210891660483,-2.2837864950957565,63542.22178863112,110750
-2.1985128557981564,-2.4264274272807165,-2.115121098466569,-2.311294465747332,-2.433879406937714,-2.181607878900892,-2.0661541952443465,-2.0759059587791446,-2.189521036417363,-1.812971025472691,-2.1253603863268204,-2.1589921267878154,-2.3506160252066075,-2.3477042217622737,64802.18755067278,123148
-2.2288395616061774,-2.1799995843647135,-2.1308578002425635,-1.9882822972719048,-2.240449405211162,-2.0867684427472737,-2.029487521650541,-2.179981967979037,-2.1690544649051313,-2.145007968391041,-2.164139771717045,-2.1912122928232227,-2.1582215762743484,-2.253704520045404,59573.80446521689,143780
-2.1323615230097115,-2.173851193414109,-2.22106008622982,-1.9525551019294038,-2.16742013412685,-2.0458788133317283,-2.1788488408688806,-1.9908173368650999,-2.256261558994882,-2.1937913046431037,-2.3144283387092113,-2.1417021806366705,-2.095602734127721,-2.2837864950957565,59725.285350597864,161860
-2.2528060034274806,-2.2018585676531535,-2.0491769955371506,-2.0023156632665025,-2.2360989076185964,-2.054999790630465,-2.1068699807654516,-1.9231700309700575,-2.426161800633368,-2.1553493834336264,-2.2777929792857634,-2.1157269042951006,-2.052799925188907,-2.3223305590706564,59840.97093824853,179946
-2.182888180878323,-2.278868986002726,-2.0772293819100422,-2.0520080055231746,-2.1450083657304635,-1.8377262438165722,-2.2936017329868505,-2.1525721295575213,-2.2521871331206675,-2.082642600784272,-2.2680726588057087,-2.1176242661731486,-2.0526398937612376,-2.2525515875347777,59277.50716793443,195562
-2.299834346524376,-1.972480762917396,-2.1359469440336962,-2.072311326676669,-2.2565625574930506,-2.18057660089187,-2.0259135907198225,-2.0478107951799096,-2.208029992281281,-2.2869812909355964,-2.115461021090569,-2.0991392359147696,-2.0673193083877814,-2.1933892700345625,58718.08968592381,212497
-2.3999785307453507,-2.3112326021477125,-2.1385413755323404,-2.0504816513404607,-2.1852086835062714,-2.1115302823332165,-2.0265357713515586,-2.006586308675228,-2.2533157782425146,-2.1831497837459493,-2.06351072691791,-2.131330339452049,-2.082819369431066,-2.104783268162775,59897.62158054218,227683
-2.1908301898666824,-2.0482206582958344,-2.2300243480103554,-2.066661415096397,-2.0469547363928484,-2.2772872982659917,-2.2227529108769293,-2.252866107160363,-2.2203504535838094,-2.147445137693532,-2.1531105183664394,-2.1496705707721055,-2.0681308658565154,-2.2342758964251836,60968.0120559935,244692
-2.130123725735519,-2.1601882236326255,-2.0702225291635354,-2.0678951498172897,-2.1875909128370106,-2.138555171597848,-2.065199400379373,-2.0377827377611375,-2.4834159791334107,-2.155905915283051,-2.1135801352179104,-1.921745803265562,-2.0060538395271053,-2.474274957181227,57995.79294014604,263393
