,Poor,Weak,Good,Poor_Good,Poor_Weak
0,11772174.876616646,99218.05804255426,669.1520790910669,11772174.876616646,11772174.876616646
1,1324948.6904091826,99218.05804255426,669.1520790910669,669.1520790910669,99218.05804255426
2,1324948.6904091826,99218.05804255426,669.1520790910669,669.1520790910669,99218.05804255426
3,1285816.4264392285,99218.05804255426,669.1520790910669,669.1520790910669,99218.05804255426
4,1285816.4264392285,99218.05804255426,669.1520790910669,669.1520790910669,99218.05804255426
5,1285816.4264392285,68080.20000000003,669.1520790910669,669.1520790910669,68080.20000000003
6,1285816.4264392285,68080.20000000003,669.1520790910669,669.1520790910669,68080.20000000003
7,1284247.6078949147,55035.229795028405,518.4449170611632,669.1520790910669,68080.20000000003
8,1123880.0044991854,54834.17432742477,518.4449170611632,669.1520790910669,43193.08991288177
9,901668.5406434668,54655.54403032928,518.4449170611632,546.0050888213786,43193.08991288177
10,685975.1212468717,54655.54403032928,453.1901555451634,546.0050888213786,43193.08991288177
11,533264.0165168555,54394.43001033693,453.1901555451634,546.0050888213786,40371.86894869912
12,417395.3609601739,54313.00047025966,453.1901555451634,546.0050888213786,40371.86894869912
13,329648.7445602701,54053.55235860364,388.94013388509416,546.0050888213786,40371.86894869912
14,269266.65076613514,51505.54899912908,388.94013388509416,546.0050888213786,34997.56205763108
15,252894.43345747,50710.64563019457,388.94013388509416,450.4081278797986,34997.56205763108
16,246958.06366084708,50289.39389526208,388.94013388509416,450.4081278797986,33137.533964770315
17,203554.5126393683,50289.39389526208,388.94013388509416,373.4812311883163,33137.533964770315
18,163421.03114432935,50239.469051288936,322.7616909993564,342.33701946706407,33137.533964770315
19,140424.31898325757,50239.469051288936,275.2661802816773,339.3027172403833,31011.071968431683
20,131004.34886126258,50220.71809123109,275.2661802816773,337.51945759038006,30865.859314384168
21,128965.73472435054,50220.71809123109,275.2505463513586,334.7328143244168,30019.87377950226
22,119099.8414533473,50066.562848726855,275.2505463513586,333.874265656311,26921.97890192735
23,106541.95508532572,49929.88200695253,271.48614616108773,307.6565495974279,20668.9607379213
24,106049.68940825146,49922.27583950482,271.48614616108773,289.9471522790253,20168.30601307222
25,105604.84547534864,49922.27583950482,271.48614616108773,270.33689225621737,18471.270421387293
26,100816.52517185984,49627.6398873968,271.107358104183,258.1844961144976,18010.771807249042
27,94441.56551169755,48888.908997717925,258.2416326194251,249.42066398251143,17852.07764685456
28,94441.56551169755,48888.908997717925,258.2416326194251,243.78583073858735,17366.78448882442
29,87296.59077217191,48726.94227930217,258.2416326194251,241.70964764645703,17329.723546523248
30,82761.77259595222,48591.33224108465,246.159401868762,241.08646464347743,16952.609545745865
31,80897.32320425667,48569.66967730526,246.159401868762,236.94136595088517,16948.75532974007
32,80450.72552209321,48555.19906268626,246.159401868762,232.813564225624,16548.052462635744
33,80450.72552209321,47219.94072776263,241.87130905012785,183.80685848479823,15781.07763108644
34,74257.7034314702,42531.39689666549,241.87130905012785,159.01744087390733,15466.857873746823
35,64380.02327701788,41023.98344674592,189.6586025895574,147.87753700781755,15171.195436757
36,62865.3315889578,40188.97940013959,189.6586025895574,145.74999566554095,15146.12202841345
37,62865.3315889578,39919.95852493368,189.6586025895574,145.38767120392512,15108.50738751554
38,53788.68472671464,39902.606614376535,189.6586025895574,140.97987062905463,14967.535155582163
39,51357.39782154619,39859.597174088514,189.6586025895574,136.34381910023217,14093.836702392013
40,47180.3937953769,39126.73698765161,189.6586025895574,136.34381910023217,12590.008400235363
41,45292.5590811192,30043.079901108,78.77841969110618,136.1571452767027,11997.766932940209
42,42677.99525618828,26370.99675359127,58.99375341966088,133.54665377619762,11437.833819594214
43,42677.99525618828,22999.79512496973,48.82699612421408,120.66388273536778,10261.946730942342
44,40530.16059967349,20547.75459419001,48.82699612421408,115.65278313458629,10178.706544727587
45,39142.14044756073,18372.3312202011,43.84433911222846,114.00858363177356,10104.067841108728
46,38890.99123432702,16695.498440794858,40.03902802601117,106.64331805061168,10087.374193235171
47,35748.73461174545,15368.447026758551,40.03902802601117,105.63431307701654,10069.380983105411
48,33468.36453584689,14659.373114804308,38.18596006259,105.63431307701654,10026.279640741785
49,33468.36453584689,14659.373114804308,32.431025811631535,98.26464185842264,9976.445567170873
50,33302.030817994804,14519.435031874356,32.06998767509831,85.65448944974979,9776.496772952947
51,33224.80349337362,14201.41919061874,30.712040737321445,74.40564203391575,8241.098387266371
52,32849.48509136559,13782.183318092875,26.97729383859184,72.28939075385618,7064.495731019972
53,31109.802923515843,13711.332426485737,26.97729383859184,72.28939075385618,5883.10047149904
54,31109.802923515843,13314.45277575056,24.25038183364097,72.28939075385618,5844.3304405346
55,29631.882742971226,12876.86913337014,24.11086171684933,72.28939075385618,5844.3304405346
56,27569.27349891729,12876.86913337014,24.11086171684933,72.28939075385618,5824.793607627113
57,27353.278377216,12630.175821815115,20.24508032094159,72.28939075385618,5773.317080798737
58,27353.278377216,12424.210474521513,16.91298845979569,72.28939075385618,5597.120883966719
59,25989.903780500103,12421.07138903295,16.83177773328259,72.28939075385618,5488.944986420657
60,23562.20114523208,12419.9579498662,16.83177773328259,58.96462522186527,5488.944986420657
61,19066.815178234967,12390.568635954129,14.92912793585642,46.62669362254588,5415.685319720002
62,17392.12726788537,11264.836904889677,10.290187886779554,43.51018552169416,5258.881698187124
63,17392.12726788537,10576.50653000396,8.812177404039037,43.51018552169416,5258.881698187124
64,17086.58813763833,10068.19563932134,7.819955742338127,31.494642201159493,5216.583256915632
65,16930.021207410835,9981.348630985,6.338177234375321,30.685476393875767,5146.142944095747
66,16737.98483525826,9958.79212734346,6.1485085282941165,29.928250931702028,5126.693863232856
67,15543.916830158683,9925.429176678395,5.930137385230252,29.28760452833621,5116.750565325638
68,14346.52852371908,9875.392288763118,5.930137385230252,29.07140157298158,5099.252591178216
69,14292.011610166006,9798.841089104291,5.030301892838367,28.77493740482679,5051.634826877655
70,14146.450594638132,9730.825357141515,4.118040551318133,27.703085977433965,4946.360164273949
71,13582.915079591568,9665.085563866436,4.095408740886309,27.121073509513227,4799.76895710205
72,13088.150608077089,9600.978486340233,3.9823723719178425,24.257711697206968,4484.979234712769
73,13050.10703435616,9538.918875961695,3.5920154737361814,23.01630243172471,4333.744678659299
74,12929.6487946466,9478.874300776575,3.5392802867790194,22.11540949656132,4312.503257731039
75,12113.75661357431,9420.740667273958,3.4506261246577146,21.984079640726986,4299.630599664464
76,11905.731201959085,9364.511083426243,3.3046846668217635,21.537875897096416,4281.911520314471
77,11905.731201959085,9310.175539753456,3.270855685996373,21.29178906284981,4239.751449902646
78,11400.92743629768,9257.723186922482,3.2606538008919967,20.61515065263429,4107.320631875261
79,11176.65427071267,9207.14747204482,3.180227837556232,20.48542226983393,4045.541288411432
80,11157.043571565737,9158.445714878122,2.810515878563925,20.48542226983393,4005.7913371781615
81,11045.623282481902,9123.400000000003,2.765266968044495,19.51260710619248,3983.0722061084994
82,10549.136532515857,9123.400000000003,2.5245446338537207,19.345705244471667,3941.8145175206655
83,10054.776841751664,9123.400000000003,2.0755422819576688,18.659274379340843,3783.799396375278
84,10033.613811134186,9123.400000000003,1.7421336098178608,18.659274379340843,3401.663951163259
85,9998.74881527173,9123.400000000003,1.5836292663606388,17.790797362601445,3345.4905767626155
86,9938.14051155483,9123.400000000003,1.545962532664754,17.751549863705993,3345.4905767626155
87,9921.217498091795,8974.130695032218,1.545962532664754,17.751549863705993,3336.2331490524857
88,9898.483088590036,8974.130695032218,1.545962532664754,17.481956053759713,3309.251845322036
89,9863.40331913138,8743.320950395117,1.545962532664754,17.481956053759713,3212.044137190588
90,9770.791606996914,8743.320950395117,1.545962532664754,15.962861854137216,3074.386853165404
91,9645.355071192133,8743.320950395117,1.545962532664754,14.119224119401544,2997.057483692489
92,9412.964469893392,8743.320950395117,1.545962532664754,14.061090330892435,2875.8144110182598
93,8770.458418819306,8720.632609794611,1.545962532664754,13.9861460518867,2730.3381989678537
94,7891.292674161148,8714.355167220821,0.8212638214148368,13.9861460518867,2632.2959578196483
95,7136.452940974168,8714.355167220821,0.8066894820508816,13.41000979673162,2531.4974900424745
96,6850.2888995151525,8257.554730432877,0.7738405024973295,12.380952885573205,2445.972940471788
97,6582.231530182996,8210.886365381313,0.6923664962634785,12.380952885573205,2321.2845983825887
98,6424.687672972938,8210.886365381313,0.5703281070282132,12.187204909658298,2184.066459314104
99,6325.287281172635,7933.616233258314,0.5034670424705646,11.995138373833758,2151.557970793689
100,6300.8511361865685,7933.616233258314,0.4678082964480338,11.99140234110471,2151.557970793689
101,6237.350639527346,7608.760416284705,0.4678082964480338,11.99140234110471,2151.557970793689
102,5818.954388422122,7608.760416284705,0.4374637552117901,11.99140234110471,2149.8888682773986
103,5502.781844013305,7608.760416284705,0.3888787847890442,11.99140234110471,2145.088489741902
104,5502.781844013305,7608.760416284705,0.3677864843447351,11.99140234110471,2135.888657877631
