x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
1.2221810368471795,0.9872030253101043,1.2810869148418673,0.9624669798930711,0.7003607700020006,1.2264784250953187,0.9090259833268779,1.1954200795068304,1.0023717753227206,0.19373394659605603,1.4673283109588624,0.9969275577229864,0.9853367529311239,0.5375747119447434,631.483640106216,72
1.0525914418327413,0.9892380106489517,1.1155134095380943,0.97602951180134,1.3292732619103331,1.2852416886436413,0.48637168955305043,0.8242901419602802,1.0923176820663412,0.5389441155504852,0.5398620875270901,0.7319639364244717,1.0682471803090425,1.1763612521451763,333.210496285141,87
1.7806809626722422,1.099679698657738,0.929104768011974,1.3715099600503364,1.508063580978349,1.034575321062769,1.1705454882876238,0.5557995729302483,1.4994970371019813,1.391018266850228,0.9906096461330098,0.9841297861476505,0.928591495850462,0.7321167755143251,1005.5258956520875,95
1.0256041661186692,0.38766692200263797,0.8161976108808856,0.34688478878488094,1.8742889403529246,1.0092237104068715,0.9782300158335493,0.6448329383468587,0.8817140666359622,1.6671413958697003,1.1468467340512487,0.622890423692404,0.6708195314015698,0.8691866488974382,1486.4078804633973,103
1.253937247579446,0.9803479194502444,0.7580628464030276,1.1679965423958023,0.5422756681293093,0.4638461541550888,0.9535436079105909,0.44154771718811225,1.080579774867536,1.2028620072961704,0.855287756812791,0.7558967358301216,1.3696931355889954,0.9936983288114414,477.6382333913875,111
1.097976756945915,1.1906048781507543,1.0721377991757297,1.0614724342785422,1.063518010645197,1.122201198609229,1.0942128683762267,1.0113970324803105,1.2016466639882584,1.0485826506506943,1.0227146894270938,1.0530164943061031,0.9832514849947477,0.9682141425177555,40.44524405209443,22480
1.055698527448342,1.0754311697526049,0.9515199049257088,1.054525439716043,1.0127099723509225,1.11843942722464,1.0259581283149934,0.9833841148321891,1.2119343550926303,1.173381587122428,0.8884795907897427,1.1237922768949495,0.9019524389233986,1.0400949772044594,82.02616336737269,44432
1.0753741128588157,1.0774355653184813,1.0612828604606843,1.0432647212026567,1.045337999001827,1.069630260863935,0.8928698914011353,1.0387881799558905,1.0978158964703049,1.089120377862269,1.0466786874435208,1.1801506176604537,0.9322158157578038,0.8962556286346169,40.114549229456465,66619
0.999382161643092,1.0576371189489677,1.2092405554813759,1.0706772164779605,1.0029130291390997,1.0268194887974236,0.9675767778912567,1.0776294580616668,1.166933307730769,1.1141803094342906,0.9404541637731979,1.0342623363860515,0.8262516066450907,1.0456268206232744,58.02374222759597,89954
1.1779981649542355,0.9880045375591155,1.048830743282653,1.0469332543515915,1.0577411778610664,1.021716799880906,0.9434809905150363,1.120112764378792,1.2005131734330035,1.1526079098467683,0.8755717328527692,1.044744706356822,0.9434839380471054,0.9807667962040298,64.19747018112317,113078
1.132231406556403,0.9396653728248179,1.0119995249204221,1.1163260029028184,0.9081918377287579,1.106888423196369,1.0245287667720842,1.1242014793906046,1.0074699350319136,1.175511012000248,0.9225410210871576,1.1634331110600904,0.9444538288205138,0.8534255737465397,95.21686006814582,135876
1.0753741128588157,1.0774355653184813,1.0612828604606843,1.0432647212026567,1.045337999001827,1.069630260863935,0.8928698914011353,1.0387881799558905,1.0978158964703049,1.2563131340967022,1.0466786874435208,1.1801506176604537,0.9322158157578038,0.8962556286346169,65.4045030091915,156868
-4.821534618397142,6.074779722358169,9.317562131662626,-5.623180165938397,3.6067829292692526,9.540126254226298,3.8548752839748524,8.004032825618332,-5.79874381734183,8.149833287204977,5.393999118248843,2.545968081466672,-0.6502354614842005,9.633318877990913,2814043.634037668,156932
1.132231406556403,0.9396653728248179,1.0119995249204221,1.1163260029028184,0.9081918377287579,1.106888423196369,1.0245287667720842,1.1242014793906046,1.0074699350319136,1.175511012000248,0.9225410210871576,1.2453542549197074,0.9444538288205138,0.8534255737465397,121.07951598144592,179101
1.0556985274483424,1.0754311697526049,0.9515199049257088,1.054525439716043,1.0127099723509225,1.11843942722464,1.0259581283149934,0.9949706261654754,1.2119343550926303,1.173381587122428,0.9043180758462341,1.3827774488516358,0.9019524389233986,1.0400949772044594,189.15923427564,202301
