Unnamed: 0,x0,x1,Target,Hypothesis
0,4.413438310678853,14.837221815875845,-185.2640935462973,Poor
1,-1.670102433653908,13.060984592660644,-25.390690545664548,Global
2,-1.899212669908604,13.779163619068823,-25.31130919098961,Global
3,2.326167831922437,9.176157943539684,-41.60147975414021,Global
4,6.488617847204733,7.776269818094149,-63.81281921768236,Global
5,6.0,13.0,-160.79763635986768,Poor
6,5.019796756286218,13.68757620687369,-167.20147027681253,Poor
7,-1.843340707839368,13.409700531696537,-23.712451871813027,Global
8,-1.89876199209574,13.393649292963108,-22.16325587467361,Global
9,-2.5167157873189043,13.203858387902336,-7.877436540857208,Global
10,-2.889079757149779,13.087779777657424,-2.6944190949725515,Global
11,-3.21560782242113,12.98319720153136,-0.7046669740963729,Global
12,-3.282944298970838,12.89220623156703,-0.5692370021455164,Global
13,-3.319884394249146,12.91181986984369,-0.5918113933568653,Global
14,-3.2766852103720456,12.873654125691733,-0.5591599651866819,Global
15,-3.2742413272845248,12.858324729668688,-0.5510243435659979,Global
16,-3.272776114952926,12.836035567560812,-0.5397060007708938,Global
17,-3.2708527825542086,12.796776128540188,-0.5216630414184178,Global
18,-3.264164177852557,12.720726834648794,-0.4921928920048292,Global
19,-3.248831289002577,12.624836288827826,-0.461261102243709,Global
20,-3.238884855953128,12.531077456763164,-0.4437398320584022,Global
21,-3.2538147703923395,12.491748302466297,-0.4612659479148848,Global
22,-3.199040666319209,12.5005205007075,-0.4213025135515721,Global
23,-3.176758929439708,12.461614194931627,-0.4142161125326195,Global
24,-3.176018708908879,12.437841731768778,-0.4099695163280391,Global
25,-3.1665364696496288,12.394427566315503,-0.4044028961418403,Global
26,-3.1581178385112705,12.341599136215663,-0.3999193246843573,Global
27,-3.1517697985299504,12.296350890248226,-0.3983943575801676,Global
28,-3.1580549050187186,12.298665827740578,-0.3994422680670666,Global
29,-3.147025700627696,12.320724367473934,-0.3990959883529288,Global
30,-3.150255695060022,12.296088673250724,-0.3982477339306856,Global
31,-3.1532276872638025,12.299613405066417,-0.3985486176327887,Global
32,-3.148167780982705,12.259766130548016,-0.3990584651699924,Global
33,-3.149374584738272,12.29397239476761,-0.3981781698282034,Global
34,-3.150652787619892,12.30343439061884,-0.3983256786851694,Global
35,-3.1425779762085533,12.26442478155047,-0.3980595481662075,Global
36,-3.1506233105079504,12.274606924943637,-0.3987675893101373,Global
37,-3.142394689301275,12.273665207490756,-0.3979010890535331,Global
38,-3.170432797474819,12.332948472508448,-0.4020119105903811,Global
39,-3.14790995696368,12.297697260180176,-0.3981353609572574,Global
40,-3.147484544110752,12.31568635434768,-0.3987574523880109,Global
41,-3.1449370739098965,12.282395963380964,-0.3979414715543503,Global
42,-3.1350843461498936,12.209685918847436,-0.4005586768861444,Global
43,5.935825325207769,13.044731606338864,-161.597027030773,Poor
44,6.0,13.042855108784256,-161.81930916529916,Poor
45,-3.1446846156762964,12.29383702315015,-0.398063332338875,Global
46,-3.144267671737736,12.236960387589903,-0.3998992266157515,Global
47,-3.13875451441035,12.25835065977007,-0.3980226524387271,Global
48,-3.1479637639645204,12.290450362459048,-0.3980822548813862,Global
49,-3.148672435805007,12.213315194195768,-0.4043225878925273,Global
50,5.958128268354695,13.0,-160.6306732315935,Poor
51,5.975370619725196,13.0,-160.7026758952187,Poor
52,-3.140398596653792,12.273003895640215,-0.3978949656219965,Global
53,-3.1353349020781414,12.27469348310258,-0.3982922572492058,Global
54,-3.143267779888098,12.276598291429462,-0.3979067239392836,Global
