x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
-2.3093915770711155,-2.1427384120799164,-2.4352280156108748,-1.9862067035396853,-2.4997888823746113,-2.6726736536471716,-1.812582793049987,-2.2864915159029335,-3.0733266589279435,-1.7130612542034933,-2.1166947352362513,-1.8665794376122051,-2.546970445589782,-2.428232037803211,-2.3290680652292375,-2.0789396962584585,-1.829015910023678,-2.2368338081794947,-2.7944010772241987,-1.7898458204669727,132.7979102094191,27
-2.0524545988806593,-2.223383322926925,-2.0664774247203606,-2.502904417685904,-2.6623634434118193,-2.073509185069211,-2.4530999630683916,-1.6145550772831698,-2.3945663447336756,-1.6107142912964785,-2.2847258298784574,-2.3378019133453765,-2.393963665346146,-2.7525864524271255,-2.292236152214874,-1.9068540513719523,-2.307591691620639,-2.8386185228561085,-2.2388476969984277,-2.316673507224891,134.94392845449985,44
-2.2021367256723017,-2.5815110472915745,-1.7501327603355648,-2.2414385342670866,-2.7738736247221754,-2.1491107472777053,-2.118795749039784,-1.81713577815968,-1.8198713903460653,-2.012494663531996,-2.1063442585580443,-2.1490050530927154,-2.0181747322754933,-2.11061531334245,-2.092546904798709,-2.0843872148963896,-1.9092211172710591,-1.9469794527324393,-2.3240430985762908,-2.050594292200488,123.46438121690603,50
-1.8347660986789283,-3.270212649226635,-1.7495756878980897,-2.4031566604860544,-2.6340866887920353,-1.6557653217500026,-2.5949573996926807,-1.947875980263645,-2.2630057508528134,-2.3043401194313216,-2.6187828044647743,-2.5312701930976287,-2.171960026358148,-2.1694423101291314,-2.161039902670443,-2.6516236548542533,-1.5832766654326302,-2.5141841585955835,-2.2322784887882228,-1.778048725357451,131.39831342038468,55
-2.1848730923510655,-1.8382138331389715,-2.587348001905105,-2.706411443343777,-1.9007827235056918,-2.103525962536377,-1.9322717161073002,-2.278181911655377,-2.126555504312043,-2.3164445181224256,-2.2589937114493455,-2.652676270757714,-1.9185520632111523,-1.4880483103281086,-2.9060355173451446,-2.0446924878714774,-2.6202615031259517,-2.579783411703867,-1.9492253352646658,-1.6613067341070975,129.9680466527324,58
-2.2366773115808787,-2.056013454810732,-2.1900648361925934,-2.202389126667451,-2.2040030860358604,-2.1398437291703853,-2.1564684664247196,-2.1666680242094793,-2.0607373626919356,-2.2035999829095676,-2.04627790417198,-2.045229072097911,-2.192288141049861,-2.321491472456108,-1.8772385592019172,-2.183040386267843,-2.1998148295944007,-2.165036995136589,-2.3133025749130196,-2.1281809720967466,130.164440693768,45770
-2.2698712200056113,-2.174546564279991,-1.9714383253905587,-2.2289635677544357,-2.274509322708722,-2.1801593628763305,-2.0414979754889986,-1.9557025298338877,-2.137531737720991,-2.179915893152283,-2.2179891355829042,-2.115698028086913,-2.0772012241695847,-2.1414728829239698,-2.1499668961159846,-2.145208215485929,-2.1663369160092394,-2.1167878706962604,-2.1327308974277632,-2.135109806339611,128.80390903601796,87830
-2.19663617865886,-2.3331880228421915,-2.219196874494429,-2.162808743154978,-2.2845502823394046,-2.204928739539433,-1.9901975621373396,-2.2059310293255088,-2.3454309969215883,-2.1018914725109736,-2.1518978406787213,-1.922287836258711,-2.1676275163529515,-2.3302279041557092,-2.216489254200898,-2.016113746111582,-2.1144405228238847,-2.040947609968722,-2.2648037302498425,-1.9379351810160763,131.46282016146108,123196
-2.2243015875434686,-2.19613809184962,-2.1838482784373245,-2.09329820243409,-2.200636699824848,-2.160877275076717,-2.0009905546601012,-2.1952236694883993,-1.918341536282862,-2.087928741910528,-1.9826063208793718,-2.1246193823711974,-2.2563110539702245,-2.4829316759245508,-2.1950782886993947,-2.173110221775316,-2.20036952026458,-2.0481426528717144,-2.0902443556604577,-2.1371533886266825,129.15763788984788,172679
-2.315152900556935,-2.2798190957650686,-2.157351919494311,-2.1318415198004264,-2.153279079756726,-2.101636288700019,-2.1636321151786557,-2.058229493946575,-2.2668432020423204,-1.9899379942921307,-2.3718847668498446,-1.9117516527958842,-2.0492501374556067,-2.3017712360458145,-2.1562322678099397,-2.1223474093367334,-2.090914301721088,-1.884807775140212,-2.104598953176499,-2.0166514618625513,127.93700114637207,219628
-2.2130436264384326,-2.088913267591143,-2.200134927845588,-2.171273516131525,-2.768507819323638,-2.1749365891697137,-2.1769860425376293,-2.1394874125955194,-2.25095294565748,-1.991805824570136,-1.9869385186163169,-2.1146402422353208,-2.3056726013023754,-2.2640553870928315,-2.197931453917106,-2.18191486593952,-2.203302666865304,-2.1595108073014195,-2.2608747976510655,-1.9997889513694744,133.3728077384289,265215
-2.19663617865886,-2.2738988064722427,-2.219196874494429,-2.162808743154978,-2.2845502823394046,-2.204928739539433,-1.9901975621373396,-2.1046226174046243,-2.3454309969215883,-2.1018914725109736,-2.1518978406787213,-1.922287836258711,-2.1676275163529515,-2.304519742679446,-2.216489254200898,-2.016113746111582,-2.1144405228238847,-1.9079432210099938,-2.2648037302498425,-1.9379351810160763,129.79780422176694,308793
-2.1209433799825117,-2.2298649880261188,-2.308022570648295,-2.1993562793252095,-2.259394782795574,-2.0342225293929155,-2.083133290777484,-2.176368216007009,-1.833097001376542,-2.139846529270245,-2.016639185020937,-2.0352788170942517,-2.326910071827638,-2.098773216797097,-2.321304548538821,-2.229854229600073,-2.012400118892935,-2.21035388841519,-2.2718764449273774,-1.8736155740852052,129.5367567540152,353380
-2.2791898233240744,-2.116691856131914,-2.1209324130708342,-2.1497192342436158,-2.8086648286816693,-2.1287299680624616,-2.1203544489940658,-2.192721046645808,-2.1229827683553824,-2.1805244160639683,-2.2875113614364873,-2.139960261959252,-2.056007717810977,-2.3008619748031025,-2.2942314244390687,-1.938851302332404,-2.1290696641378126,-2.2831387132408176,-2.1608049539277143,-1.9721466210645158,132.7834509634509,392724
