,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.0,0.0,0.0,1.25,4.3,0.0,0.0,0.0,0.0,8.770684101274549,Perfect Hindsight
1,0.25,0.0,0.25,0.25,1.25,3.4000000000000004,0.25,0.0,0.5,0.0,0.16357799520480476,Global
2,0.25,0.0,0.25,0.5,0.25,3.6,0.0,0.0,0.0,1.75,0.4431328884263295,Global
3,1.0,0.0,1.25,0.0,0.0,3.8000000000000003,0.25,0.0,0.75,0.0,0.012033649507715074,Global
4,0.0,0.25,0.5,0.5,0.0,3.8000000000000003,0.0,0.5,0.5,0.5,0.01087641179727931,Global
5,0.0,1.0,0.0,0.0,1.0,4.3,0.0,0.0,0.0,0.0,10.26511881533054,Perfect Hindsight
6,0.0,1.0,0.0,0.0,1.0,4.1,0.0,0.0,0.0,0.0,10.456323969015228,Perfect Hindsight
7,0.0,1.0,0.0,0.25,0.75,3.5,0.0,0.0,0.0,0.25,15.899107182767,Perfect Hindsight
8,0.0,1.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,0.5,13.881664660680745,Perfect Hindsight
9,0.0,1.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,1.0,15.275339684790778,Perfect Hindsight
10,0.0,1.0,0.0,0.5,1.25,3.2,0.0,0.0,0.0,0.25,12.273854181994546,Global
11,0.0,1.0,0.0,0.5,0.25,3.4000000000000004,0.0,0.0,0.0,0.0,9.633682936127823,Global
12,0.0,1.0,0.0,0.0,0.75,3.2,0.0,0.0,0.0,1.75,13.528770029281368,Global
13,0.0,1.0,0.0,0.0,0.75,3.4000000000000004,0.0,0.0,0.0,0.0,11.165969138539204,Global
14,0.25,1.0,0.0,0.0,0.5,3.4000000000000004,0.0,0.0,0.5,1.0,2.1986965798384603,Global
15,0.0,1.0,0.0,0.25,0.5,3.5,0.0,0.0,0.0,0.5,16.11732576455643,Perfect Hindsight
16,0.0,1.0,0.0,0.25,0.5,3.5,0.0,0.0,0.0,1.0,17.318136269842935,Perfect Hindsight
17,0.0,2.0,0.0,0.5,0.5,3.5,0.0,0.0,0.0,0.0,12.869933469350528,Perfect Hindsight
18,0.0,1.0,0.0,0.25,0.5,3.5,0.0,0.0,0.0,0.75,17.154471214451732,Perfect Hindsight
19,0.0,1.25,0.0,0.25,0.5,4.4,0.25,0.25,0.25,0.75,2.4424415405538213,Global
20,0.0,0.0,0.0,0.25,0.5,2.0,1.0,0.0,1.25,0.75,0.12971337966088375,Global
21,0.0,1.0,0.0,0.25,0.5,1.6,0.0,0.0,0.5,0.75,2.6184637737910714,Global
22,0.0,1.25,0.0,0.25,0.5,3.4000000000000004,0.75,0.0,0.0,0.75,12.463328917601885,Global
23,0.0,2.25,0.0,0.25,0.75,1.2,0.0,0.0,0.0,0.75,7.8735064160478965,Global
24,0.0,1.0,0.0,0.25,0.75,3.5,0.0,0.0,0.0,1.0,18.19647533228646,Perfect Hindsight
25,0.0,2.25,0.0,0.25,0.75,3.5,0.0,0.0,0.0,1.0,13.849912725308313,Perfect Hindsight
26,0.0,1.0,0.0,0.5,0.75,3.5,0.0,0.0,0.0,0.5,21.082776166818803,Perfect Hindsight
27,0.0,1.0,0.0,0.5,0.75,3.5,0.0,0.0,0.0,0.75,21.928311521562904,Perfect Hindsight
28,0.0,1.25,0.0,0.5,1.0,3.9,0.0,0.0,0.0,0.25,17.615817647259398,Perfect Hindsight
29,0.0,1.25,0.0,0.5,0.75,4.3,0.0,0.0,0.0,0.5,20.391546243448857,Perfect Hindsight
30,0.0,1.0,0.0,0.5,0.75,3.6,0.0,0.0,0.0,0.75,22.217376909336803,Global
31,0.0,0.75,0.0,0.5,0.75,3.8000000000000003,0.0,0.0,0.0,0.75,20.6880474979619,Global
32,0.5,1.0,0.0,0.5,0.75,3.6,0.0,0.0,0.0,0.75,1.0425024320000724,Global
33,0.0,0.75,0.0,1.0,0.75,1.6,0.5,0.0,0.0,0.5,4.494502950432301,Global
34,0.0,0.5,0.0,0.75,1.0,2.4000000000000004,0.25,0.0,0.25,1.0,5.0421747603847775,Global
35,0.0,0.5,0.0,0.0,0.75,4.4,0.25,0.0,0.0,1.25,9.713279260503734,Global
36,0.0,1.0,0.0,0.75,0.5,3.5,0.0,0.0,0.0,1.25,18.58556904611968,Perfect Hindsight
37,0.0,1.0,0.0,0.5,0.5,3.9,0.0,0.0,0.0,0.75,19.31714929372036,Perfect Hindsight
38,0.0,0.75,0.0,0.25,0.0,3.2,0.75,0.0,0.25,0.0,3.420388272080758,Global
39,0.25,0.25,0.0,0.5,0.75,3.0,0.5,0.0,0.25,0.75,2.5620622826851327,Global
40,0.0,3.75,0.0,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.75,7.709925057185558,Global
41,0.0,3.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.75,8.226318076045402,Global
42,0.25,0.0,0.0,0.25,0.25,3.6,0.0,0.0,0.0,1.0,2.1674389848331668,Global
43,0.0,1.0,0.0,1.0,1.0,4.7,0.0,0.0,0.0,0.5,20.912471510264126,Perfect Hindsight
44,0.0,1.0,0.0,0.75,0.75,3.9,0.0,0.0,0.0,0.75,26.100569451305375,Perfect Hindsight
45,0.0,1.0,0.0,0.75,0.75,4.1,0.0,0.0,0.0,0.75,25.725246396393334,Perfect Hindsight
46,0.0,1.0,0.0,0.75,0.75,3.7,0.0,0.0,0.0,0.5,24.93154338760525,Perfect Hindsight
47,0.0,1.25,0.0,0.25,0.75,3.8000000000000003,0.0,0.0,0.25,0.75,11.965019071446562,Global
48,0.0,2.0,0.0,0.25,0.5,2.0,1.25,0.0,0.0,0.25,2.516483985993648,Global
49,0.0,3.75,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.75,8.34668423144737,Global
50,0.0,3.75,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.75,5.697017660304864,Global
51,0.0,3.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.75,7.369760670545812,Global
52,0.0,1.75,0.0,1.0,0.75,4.3,0.0,0.0,0.0,0.25,21.917568062915482,Perfect Hindsight
53,0.0,1.0,0.0,1.25,0.75,4.7,0.0,0.0,0.0,0.75,24.46938488789023,Perfect Hindsight
54,0.0,1.0,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.75,28.29601635127605,Global
55,0.0,3.75,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.75,7.86829958939515,Global
56,0.0,3.75,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.75,8.311976087255339,Global
57,0.0,3.75,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.75,7.1626667873117995,Global
58,0.0,3.75,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.75,8.188592473219316,Global
59,0.0,1.5,0.0,0.5,0.25,3.2,0.0,0.0,0.25,0.5,8.227100409677394,Global
60,0.0,1.0,0.0,1.0,0.75,3.7,0.0,0.0,0.0,0.5,27.006186914812705,Perfect Hindsight
61,0.0,1.0,0.0,1.0,0.5,3.9,0.0,0.0,0.0,0.5,20.804402489912867,Perfect Hindsight
62,0.0,0.5,0.0,0.0,1.5,4.2,0.0,0.0,0.25,1.0,2.6492683300485913,Global
63,0.0,1.0,0.0,0.5,0.5,4.0,0.75,0.0,0.0,0.25,15.288095100909654,Global
64,0.0,3.75,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,0.75,8.031617337209248,Global
65,0.0,0.5,0.0,1.75,0.75,2.6,0.0,0.0,0.0,0.75,10.295388499831803,Global
66,0.0,1.5,0.0,0.75,0.5,4.4,0.5,0.25,0.0,0.25,3.0356613235749137,Global
67,0.0,1.75,0.0,1.5,0.5,3.5,0.0,0.0,0.0,0.75,14.607291294087057,Perfect Hindsight
68,0.0,1.25,0.0,1.0,0.75,4.5,0.0,0.0,0.0,0.0,20.40506644307574,Perfect Hindsight
69,0.0,1.75,0.0,0.5,0.5,3.8000000000000003,0.25,0.0,0.0,0.5,13.591903300036488,Global
70,0.0,1.25,0.0,0.0,0.25,3.6,0.0,0.25,0.0,0.5,2.233573907642326,Global
71,0.0,1.75,0.0,0.25,0.5,4.2,0.0,0.0,0.0,0.0,12.990130322134846,Global
72,0.0,1.0,0.0,0.0,1.0,2.6,0.75,0.0,0.25,0.5,4.068508625471562,Global
73,0.0,1.25,0.0,0.25,0.75,2.4000000000000004,0.25,0.0,0.25,0.0,5.882499319220096,Global
74,0.0,1.25,0.0,1.0,1.0,3.7,0.0,0.0,0.0,0.0,19.385512600397085,Perfect Hindsight
75,0.0,1.0,0.0,1.0,0.75,3.7,0.0,0.0,0.0,0.25,23.88882580584159,Perfect Hindsight
76,0.25,0.75,0.0,0.75,0.5,4.6,0.25,0.0,0.25,0.5,5.482192647141305,Global
77,0.25,1.0,0.0,0.25,0.5,3.4000000000000004,1.25,0.0,0.0,0.0,2.9193043431027017,Global
78,0.25,0.25,0.0,0.25,1.25,3.2,1.25,0.0,0.0,0.0,0.7896107412435979,Global
79,0.0,1.0,0.0,1.25,0.0,3.6,0.25,0.0,0.0,1.0,6.381900250855422,Global
80,0.0,3.75,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.75,7.548786670177588,Global
81,0.0,1.0,0.0,1.25,0.75,3.9,0.0,0.0,0.0,0.25,24.68374099561744,Perfect Hindsight
82,0.0,1.25,0.0,1.0,0.5,4.5,0.0,0.0,0.0,0.5,18.276239408833572,Perfect Hindsight
83,0.0,1.75,0.0,0.5,0.5,2.8,0.5,0.0,0.0,0.0,10.04463774743802,Global
