,No Hypothesis
0,4.813587005218131
1,4.59675431006429
2,4.59675431006429
3,4.59675431006429
4,4.59675431006429
5,4.59675431006429
6,0.7281402733021826
7,0.7281402733021826
8,0.7281402733021826
9,0.6102618139878766
10,0.6102618139878766
11,0.6102618139878766
12,0.6102618139878766
13,0.2172249072097355
14,0.0402183273080851
15,0.0402183273080851
16,0.0279698172577204
17,0.0279698172577204
18,0.0020006183651895
19,0.0002454540080764
20,3.61330054887378e-05
21,2.7887137503997987e-05
22,2.7887137503997987e-05
23,2.7887137503997987e-05
24,2.7887137503997987e-05
25,2.7887137503997987e-05
26,2.7887137503997987e-05
27,2.7887137503997987e-05
28,2.7887137503997987e-05
29,2.7887137503997987e-05
30,2.7887137503997987e-05
31,2.7887137503997987e-05
32,2.7887137503997987e-05
33,2.7887137503997987e-05
34,2.7887137503997987e-05
35,2.7887137503997987e-05
36,2.7887137503997987e-05
37,2.7887137503997987e-05
38,2.7887137503997987e-05
39,2.7887137503997987e-05
40,2.7887137503997987e-05
41,2.7887137503997987e-05
42,2.7887137503997987e-05
43,2.7887137503997987e-05
44,2.7887137503997987e-05
45,2.7887137503997987e-05
46,2.7887137503997987e-05
47,2.7887137503997987e-05
48,2.7887137503997987e-05
49,2.7887137503997987e-05
50,2.7887137503997987e-05
51,2.7887137503997987e-05
52,2.7887137503997987e-05
53,2.7887137503997987e-05
54,2.7887137503997987e-05
55,2.7887137503997987e-05
56,2.7887137503997987e-05
57,2.7887137503997987e-05
58,2.7887137503997987e-05
59,2.7887137503997987e-05
60,2.7887137503997987e-05
61,2.7887137503997987e-05
62,2.7887137503997987e-05
63,2.7887137503997987e-05
64,2.7887137503997987e-05
65,2.7887137503997987e-05
66,2.7887137503997987e-05
67,2.7887137503997987e-05
68,2.7887137503997987e-05
69,2.7887137503997987e-05
70,2.7887137503997987e-05
71,2.7887137503997987e-05
72,2.7887137503997987e-05
73,2.7887137503997987e-05
74,2.7887137503997987e-05
75,2.7887137503997987e-05
76,2.7887137503997987e-05
77,2.7887137503997987e-05
78,2.7887137503997987e-05
79,2.7887137503997987e-05
80,2.7887137503997987e-05
81,2.7887137503997987e-05
82,2.7887137503997987e-05
83,2.7887137503997987e-05
84,2.7887137503997987e-05
85,2.7887137503997987e-05
86,2.7887137503997987e-05
87,2.7887137503997987e-05
88,2.7887137503997987e-05
89,2.7887137503997987e-05
90,2.7887137503997987e-05
91,2.7887137503997987e-05
92,2.7887137503997987e-05
93,2.7887137503997987e-05
94,2.7887137503997987e-05
95,2.7887137503997987e-05
96,2.7887137503997987e-05
97,2.7887137503997987e-05
98,2.7887137503997987e-05
99,2.7887137503997987e-05
100,2.7887137503997987e-05
101,2.7887137503997987e-05
102,2.7887137503997987e-05
103,2.7887137503997987e-05
104,2.7887137503997987e-05
