,Good,Poor,Poor_Good,Weak,Weak_Good
0,3.28764790663343,627.2956234716074,627.2956234716074,116.14962146907368,116.14962146907368
1,3.28764790663343,293.0757951189374,3.28764790663343,116.14962146907368,3.28764790663343
2,3.28764790663343,276.7344661179679,3.28764790663343,116.14962146907368,3.28764790663343
3,3.28764790663343,171.39740212144162,3.28764790663343,116.14962146907368,3.28764790663343
4,3.28764790663343,171.39740212144162,3.28764790663343,116.14962146907368,3.28764790663343
5,3.28764790663343,171.39740212144162,3.28764790663343,116.14962146907368,3.28764790663343
6,3.28764790663343,171.39740212144162,3.28764790663343,99.6547590032106,3.28764790663343
7,2.068891928457315,171.39740212144162,3.28764790663343,99.6547590032106,3.28764790663343
8,2.068891928457315,171.39740212144162,1.867490792008088,99.6547590032106,1.867490792008088
9,1.1301260793503078,171.39740212144162,1.5745673401363398,99.6547590032106,1.5745673401363398
10,1.1301260793503078,171.39740212144162,1.5745673401363398,99.6547590032106,1.5745673401363398
11,0.6986653577556741,171.39740212144162,1.06701014763548,98.68199390645432,1.06701014763548
12,0.6986653577556741,171.39740212144162,1.06701014763548,98.68199390645432,1.06701014763548
13,0.6986653577556741,171.39740212144162,1.06701014763548,98.68199390645432,1.06701014763548
14,0.6986653577556741,171.39740212144162,1.06701014763548,98.68199390645432,1.06701014763548
15,0.6986653577556741,170.56698750166206,1.06701014763548,98.68199390645432,1.06701014763548
16,0.6986653577556741,170.56698750166206,1.06701014763548,98.14528672377848,1.06701014763548
17,0.6986653577556741,170.56698750166206,1.06701014763548,97.87479242609584,1.06701014763548
18,0.6986653577556741,114.67725933020124,1.06701014763548,97.5271021016435,1.06701014763548
19,0.6986653577556741,114.32539815331106,1.06701014763548,96.93808449751428,1.06701014763548
20,0.6007773612997838,109.21570589768416,1.06701014763548,96.68963198004666,1.06701014763548
21,0.594833325697592,106.00710704590568,0.5111239663013907,95.49298604656346,0.7510207409751628
22,0.594833325697592,104.87384174874256,0.3758653726650854,94.63800646050808,0.5048471300779487
23,0.594833325697592,104.50192606152687,0.3758653726650854,93.64668225923783,0.5048471300779487
24,0.594833325697592,103.12794552439966,0.2732983913708198,92.99637473349895,0.5048471300779487
25,0.5262484981348599,103.12794552439966,0.2732983913708198,82.76753339904745,0.5048471300779487
26,0.5262484981348599,102.34912588634816,0.2732983913708198,75.86976155544507,0.38337654276165
27,0.5262484981348599,102.34912588634816,0.2627819750635575,69.48728731473975,0.313901759667746
28,0.5262484981348599,95.14164710593262,0.2627819750635575,64.49593545838289,0.2983923908782659
29,0.5262484981348599,94.14742546730804,0.2627819750635575,61.56202747936264,0.2858050418983507
30,0.5262484981348599,85.49371443254823,0.2627819750635575,56.83885501260845,0.2858050418983507
31,0.5262484981348599,84.73520263716578,0.2627819750635575,51.515593654233335,0.2858050418983507
32,0.5262484981348599,84.73520263716578,0.2627819750635575,47.09382621399875,0.2354337865310983
33,0.5262484981348599,83.61485164449748,0.2367429224569472,44.9108964320921,0.2334898876242369
34,0.5262484981348599,83.14859549261448,0.2367429224569472,44.58231772382599,0.2334898876242369
35,0.5262484981348599,81.72224671211978,0.2367429224569472,44.58231772382599,0.2237907734870818
36,0.5262484981348599,76.95916171922282,0.2367429224569472,44.58231772382599,0.2237907734870818
