,No Hypothesis
0,23.1051368481516
1,23.1051368481516
2,12.551650027390728
3,12.551650027390728
4,6.844040613967918
5,3.309169983744217
6,3.309169983744217
7,0.6976355797267445
8,0.6976355797267445
9,0.6976355797267445
10,0.6976355797267445
11,0.5298361289965472
12,0.5298361289965472
13,0.0715917941494393
14,0.0715917941494393
15,0.0715917941494393
16,0.0437557001895069
17,0.0437557001895069
18,0.002370135538814
19,0.0001202623806805
20,3.140641545169694e-05
21,3.140641545169694e-05
22,3.140641545169694e-05
23,3.140641545169694e-05
24,3.140641545169694e-05
25,3.140641545169694e-05
26,3.140641545169694e-05
27,3.140641545169694e-05
28,3.140641545169694e-05
29,3.140641545169694e-05
30,3.140641545169694e-05
31,3.140641545169694e-05
32,3.140641545169694e-05
33,3.140641545169694e-05
34,3.140641545169694e-05
35,3.140641545169694e-05
36,3.140641545169694e-05
37,3.140641545169694e-05
38,3.140641545169694e-05
39,3.140641545169694e-05
40,3.140641545169694e-05
41,3.140641545169694e-05
42,3.140641545169694e-05
43,3.140641545169694e-05
44,3.140641545169694e-05
45,3.140641545169694e-05
46,3.140641545169694e-05
47,3.140641545169694e-05
48,3.140641545169694e-05
49,3.140641545169694e-05
50,3.140641545169694e-05
51,3.140641545169694e-05
52,3.140641545169694e-05
53,3.140641545169694e-05
54,3.140641545169694e-05
55,3.140641545169694e-05
56,3.140641545169694e-05
57,3.140641545169694e-05
58,3.140641545169694e-05
59,3.140641545169694e-05
60,3.140641545169694e-05
61,3.140641545169694e-05
62,3.140641545169694e-05
63,3.140641545169694e-05
64,3.140641545169694e-05
65,3.140641545169694e-05
66,3.140641545169694e-05
67,3.140641545169694e-05
68,3.140641545169694e-05
69,3.140641545169694e-05
70,3.140641545169694e-05
71,3.140641545169694e-05
72,3.140641545169694e-05
73,3.140641545169694e-05
74,3.140641545169694e-05
75,3.140641545169694e-05
76,3.140641545169694e-05
77,3.140641545169694e-05
78,3.140641545169694e-05
79,3.140641545169694e-05
80,3.140641545169694e-05
81,3.140641545169694e-05
82,3.140641545169694e-05
83,3.140641545169694e-05
84,3.140641545169694e-05
85,3.140641545169694e-05
86,3.140641545169694e-05
87,3.140641545169694e-05
88,3.140641545169694e-05
89,3.140641545169694e-05
90,3.140641545169694e-05
91,3.140641545169694e-05
92,3.140641545169694e-05
93,3.140641545169694e-05
94,3.140641545169694e-05
95,3.140641545169694e-05
96,3.140641545169694e-05
97,3.140641545169694e-05
98,3.140641545169694e-05
99,3.140641545169694e-05
100,3.140641545169694e-05
101,3.140641545169694e-05
102,3.140641545169694e-05
103,3.140641545169694e-05
104,3.140641545169694e-05
