,0,0.1,0.1778279410038923,0.31622776601683794,0.5623413251903491,1.0
0,17.440441661079962,17.440441661079962,17.440441661079962,17.440441661079962,17.440441661079962,17.440441661079962
1,17.40833496215287,17.40833496215287,17.40833496215287,17.40833496215287,17.40833496215287,17.40833496215287
2,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417
3,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417
4,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417,17.351573404416417
5,17.243500951260682,17.243500951260682,17.243500951260682,17.243500951260682,17.243500951260682,17.243500951260682
6,17.227645899448564,17.227645899448564,17.227645899448564,17.227645899448564,17.227645899448564,17.227645899448564
7,16.990337597707125,16.588831869840977,16.588831869840977,16.588831869840977,16.588831869840977,16.588831869840977
8,16.472974668104747,15.816755395025016,15.816755395025016,15.816755395025016,15.816755395025016,15.816755395025016
9,16.011180702751815,15.489795537028058,15.489795537028058,15.489795537028058,15.489795537028058,15.489795537028058
10,15.39250771493045,14.72998970659022,14.72998970659022,14.72998970659022,14.72998970659022,14.72998970659022
11,14.676582949934948,13.90378143366472,13.90378143366472,13.90378143366472,13.90378143366472,13.90378143366472
12,13.923202532203828,13.60237767191158,13.90378143366472,13.90378143366472,13.90378143366472,13.90378143366472
13,13.46480282306282,13.375860004398993,13.90378143366472,13.90378143366472,13.90378143366472,13.90378143366472
14,12.775263128054949,12.811477890842676,13.276782782145972,13.276782782145972,13.276782782145972,13.276782782145972
15,12.320745112150744,12.359982426619528,13.005454464160426,13.005454464160426,13.005454464160426,13.005454464160426
16,11.894450532821516,11.818614869691276,12.39909575004008,12.39909575004008,12.39909575004008,12.39909575004008
17,11.652392800154292,11.293497630328533,11.86614016858544,11.86614016858544,11.86614016858544,11.86614016858544
18,11.094675350633189,10.760930849755487,11.226768776559098,11.226768776559098,11.226768776559098,11.226768776559098
19,10.866425986747826,10.39784954877986,11.226768776559098,11.226768776559098,11.226768776559098,11.226768776559098
20,10.302973547143669,9.855789792723051,11.226768776559098,11.226768776559098,11.226768776559098,11.226768776559098
21,9.92305673413472,9.59144776620442,10.892390625219212,10.897133956714145,10.897133956714145,10.897133956714145
22,9.651855104192157,9.057707091817452,10.387127996812184,10.391871328307117,10.391871328307117,10.391871328307117
23,9.37827546039575,8.813814178817712,10.234595371732295,10.260818368819134,10.260818368819134,10.260818368819134
24,9.160346592294855,8.63573848674135,9.767838845353335,9.783422868434062,9.783422868434062,9.783422868434062
25,8.712021821385715,8.425569771369117,9.386587326863102,9.36501618830644,9.36501618830644,9.36501618830644
26,8.389671245815524,8.296378208773039,9.386587326863102,9.36501618830644,9.36501618830644,9.36501618830644
27,8.10794101336775,8.078821179822588,9.386587326863102,9.36501618830644,9.36501618830644,9.36501618830644
28,7.801238422686927,7.565827352756176,9.141991976156609,9.089613020495957,9.089613020495957,9.089613020495957
29,7.717679236778915,7.270753503165395,8.822009603878938,8.769630648218287,8.832131080012784,8.832131080012784
30,7.483060567361711,7.058154991229474,8.578754778498196,8.47171974340455,8.534220175199048,8.534220175199048
31,7.403248272277179,6.84315316770802,8.331221900911856,8.224186865818211,8.277993312046082,8.277993312046082
32,7.074944475687103,6.721040296128969,8.096321627773197,7.989286592679551,8.04309303890742,8.04309303890742
33,6.905138694668925,6.666265288031696,8.096321627773197,7.989286592679551,8.04309303890742,8.04309303890742
34,6.703040625940188,6.471285098470669,8.024245526541506,7.960574028166642,8.04309303890742,8.04309303890742
35,6.485408553342005,6.307735443625802,7.808765769969081,7.819163221291413,7.884798752477326,7.884798752477326
36,6.343578193154544,6.271946632419591,7.640138991168257,7.670637346677552,7.682191493869311,7.682191493869311
37,6.150850912652085,6.25207400004009,7.53886471760355,7.569363073112845,7.580917220304606,7.580917220304606
38,6.092901189580997,6.148243381936239,7.481158041645121,7.489481828133128,7.453379057841646,7.453379057841646
39,5.894904554565511,6.031937949983336,7.321785868321139,7.327108265029079,7.297673736515411,7.297673736515411
40,5.82490933764238,5.9251091514645085,7.298415708868409,7.327108265029079,7.297673736515411,7.297673736515411
41,5.793059225706253,5.9251091514645085,7.292493438479608,7.327108265029079,7.297673736515411,7.297673736515411
42,5.63164314560334,5.7943984985154415,7.184093746099856,7.218708572649328,7.18927404413566,7.18927404413566
43,5.56820787858372,5.697846599433518,7.1286493450547255,7.181907842482721,7.152473313969052,7.152473313969052
44,5.407352770135615,5.566603818656416,7.02409469443578,7.086969596088283,7.1242482274875885,7.1242482274875885
45,5.362173299072777,5.443532157497808,6.915835073041063,6.9494923373523205,6.986770968751626,6.986770968751626
46,5.33961394581641,5.40890294639375,6.9153094922183005,6.916646720226974,6.954450932449044,6.954450932449044
47,5.2368627913381935,5.342370554810886,6.750482003947887,6.869373869257492,6.954450932449044,6.954450932449044
48,5.061813373915157,5.206479567699908,6.619504678575668,6.851297724833368,6.954450932449044,6.954450932449044
49,5.013962928831347,5.076135308159381,6.425230150971595,6.592344693401533,6.689216162679155,6.689216162679155
50,4.975253222614374,5.020275898912193,6.354312905280484,6.550207859073429,6.647079328351052,6.647079328351052
51,4.818846684490204,4.977351178485721,6.245303078385666,6.442701595404029,6.53957306468165,6.53957306468165
52,4.659027753398816,4.907667743876323,6.142337541614881,6.274688533817498,6.366128159321083,6.366128159321083
53,4.659027753398816,4.907667743876323,6.142337541614881,6.274688533817498,6.366128159321083,6.366128159321083
54,4.5557548510872,4.867114321630823,6.142337541614881,6.274688533817498,6.366128159321083,6.366128159321083
