x1,x2,x3,x4,x5,target,iteration
-4.8858795,21.662518,-10.68133,12.070351,4.377846,-20.05278,1
10.812668,-29.985367,25.35167,30.102478,17.067028,-20.903118,2
-6.9950943,-7.9854755,-15.031151,-31.699211,10.517952,-20.661678,3
31.547031,-14.031664,-30.621128,-21.072788,-8.504633,-21.665783,4
0.80805206,9.320614,30.790424,-28.535284,8.891769,-21.328568,5
-11.420617,21.94465,-18.571764,18.930956,6.6783733,-21.049934,6
-2.7537408,16.608034,-15.259575,5.7937784,3.5852597,-19.566368,7
1.8484688,18.217175,-10.023172,3.7018745,1.6007262,-18.588299,8
0.7188915,21.04842,-14.587369,5.7788367,0.056570813,-19.58165,9
1.7670863,13.069646,-7.0113015,0.80989045,4.284983,-16.205093,10
4.1993203,11.1083765,-4.1814666,-2.2599149,4.2396574,-15.373704,11
10.918394,9.277457,-2.4803188,7.0118937,4.2938204,-17.138828,12
-3.8543491,11.091367,-1.8019598,-6.755751,7.5684032,-16.576283,13
6.5056844,9.843158,-2.62391,-2.2469482,-3.7369938,-15.597807,14
3.963509,9.509915,-6.412457,-17.277231,5.962222,-18.922424,15
10.974551,11.882113,0.47443295,-2.6264973,14.4681,-19.06062,16
-2.844986,10.362898,-2.7399685,-2.7103734,0.85236627,-14.493918,17
-23.055979,9.892848,0.6340132,-1.9707888,0.4403768,-19.366596,18
-1.1378039,8.317364,0.34648392,-0.35982758,0.5586229,-12.623593,19
-0.89626557,5.5914416,4.026305,3.4265144,0.2919165,-11.762901,20
-1.106804,7.2599516,10.357578,4.5946736,-0.61433613,-16.005278,21
-0.9401518,2.4720411,0.0866805,6.423893,-0.9879318,-10.841856,22
-1.2605925,3.717444,0.6131414,10.553372,3.1939144,-14.985118,23
-0.00028317978,5.2340937,29.048235,0.4221133,18.45325,-20.785751,24
-1.6428233,-0.2634772,-0.23242062,2.4226296,-1.2527931,-6.959813,25
-2.1135638,-2.9235883,-1.6824752,-0.4004348,2.7563927,-8.670496,26
-3.5554726,-0.004160181,-2.9857826,0.9965993,-24.354298,-19.209255,27
-2.8477874,-0.9685824,-0.78946567,-0.6157387,-3.3083055,-8.293407,28
4.163262,-2.2309425,-0.8716171,2.3700058,-0.71781206,-9.290897,29
-5.76235,-0.22066857,-5.8048444,2.0829647,1.3582698,-12.228463,30
-4.2010646,-5.6594586,3.5646708,1.4514498,-2.2008119,-12.524348,31
0.32405674,0.03537848,-2.2847965,-0.6716608,-0.818386,-5.7295694,32
0.64466095,0.39922833,-10.305663,-1.1389884,-1.3744862,-14.195604,33
1.1022896,0.75306004,0.6642273,-3.0371735,3.3854501,-8.572162,34
1.951389,-1.07526,-0.39393824,-3.571765,-5.412561,-11.0278015,35
0.711703,1.31928,-1.9510117,0.7455782,4.407802,-9.155156,36
-0.56291205,0.395493,-0.8156836,-2.395793,-0.17814676,-6.1928186,37
-2.2051024,24.031925,-10.563624,-7.400814,15.901365,-20.468666,38
-0.15291435,0.2791852,-1.3653644,-2.3110142,-0.0862543,-5.9724855,39
-12.856569,1.0590297,11.969314,1.0529777,5.5297017,-17.239445,40
15.479586,15.381579,-15.005968,11.504025,14.457618,-21.021214,41
-9.729056,15.696472,7.6725955,8.99656,16.80483,-19.943096,42
-0.67574954,0.41763854,-0.35143572,-1.2263573,-0.09077916,-4.4068327,43
-7.4960217,0.6312576,2.4355109,-5.524151,-0.923295,-13.728527,44
1.0846653,-0.49208692,4.7814927,-1.3888055,-0.6830455,-9.317215,45
-10.231013,5.6108327,22.39,16.545967,3.9435716,-20.654785,46
-28.272219,7.6884413,14.650275,-2.3176315,11.857097,-21.001,47
-32.768,25.54789,-32.768,27.774912,3.2043772,-21.680084,48
12.533163,14.782642,16.91239,14.224691,7.0117664,-20.098217,49
-26.589872,-0.9594415,7.6543026,10.851063,-1.4667358,-20.476051,50
-19.720613,19.275671,-8.618523,-16.940994,7.043606,-20.604519,51
25.442554,23.804419,-1.4289014,4.7386384,-2.416974,-21.251778,52
3.466958,15.01709,27.343416,3.8023782,-7.843594,-20.562416,53
-14.24159,-8.213912,13.383241,11.034561,17.23026,-20.148777,54
-6.4025664,11.638439,6.0809665,-16.911186,21.992897,-20.221542,55
-11.175383,17.966078,21.580933,-4.6229806,5.0791197,-20.313103,56
-32.768,25.058073,1.0663298,5.146638,-4.9802966,-20.208584,57
-16.74667,-9.015371,28.04492,-4.3144293,6.36143,-20.627907,58
