x1,x2,x3,x4,x5,target,iteration
-24.08905,32.605846,26.574543,10.61549,-28.099075,-21.738678,1
-26.541409,-24.898697,-30.161337,-32.540882,8.942589,-21.53806,2
16.713894,-30.024902,25.575317,-13.042849,13.566219,-21.429253,3
26.540241,-12.648117,8.987301,18.804192,-23.683102,-21.416325,4
-12.477016,17.801025,-1.844162,6.999386,4.1283836,-18.855068,5
-12.713508,25.996058,-5.624792,12.735298,8.853096,-20.579857,6
-11.557918,14.326064,-2.9174442,5.116107,5.2105536,-18.282738,7
-14.351082,9.458479,-3.5243378,-1.4602463,7.680868,-18.675022,8
-0.8429444,11.2397,-6.262002,13.056314,3.9337373,-17.371521,9
-4.5067444,9.266193,-13.709433,25.425272,-5.619744,-20.936733,10
6.8736877,8.031917,-0.4706234,8.352738,4.7686887,-16.10846,11
11.309089,8.542879,-11.333302,4.898041,7.0247207,-18.40237,12
5.6406617,6.2315288,1.4541814,20.81871,6.757777,-19.45485,13
1.962086,4.2645884,0.71023756,6.7834954,-1.3732513,-12.2485695,14
0.16086446,1.2420368,9.5816345,4.6613774,-1.6321154,-14.399692,15
13.403615,1.7478724,-1.8958393,3.422894,-2.2803938,-16.330189,16
0.687108,0.9828083,-0.43974173,2.3972855,-3.9623065,-8.732876,17
-0.025223056,-3.3752894,-2.4933634,-2.4542222,-7.8850107,-13.153952,18
0.09576827,-11.040768,-2.4306755,3.088511,-5.1107583,-14.695481,19
-0.17906928,3.153241,-1.6420249,2.3572166,-10.369813,-14.553214,20
-1.9260522,2.6305225,-2.4488904,-0.8327998,-3.4012733,-9.541746,21
-2.241771,1.4102169,0.83207965,-21.135872,19.807915,-20.083637,22
-3.144783,1.1002035,0.060093906,3.6463742,-4.914456,-10.310443,23
1.6489503,2.8177054,1.0967176,-2.3103256,-4.1155734,-9.632695,24
0.9684457,-0.881278,-2.9670417,-1.4045748,-2.1712961,-7.3198175,25
0.64017683,-2.3658402,-1.6193218,-4.448678,-0.19814387,-9.72013,26
1.7808485,-1.4426224,-9.15796,-0.66117424,-2.5887127,-13.672355,27
-1.9664484,2.7648988,-0.13296854,-13.420638,-1.4850671,-15.987211,28
-0.19061962,-1.3379263,-0.60501266,1.2100517,0.75561893,-5.2028112,29
0.19656901,-1.3315678,-0.7689887,1.7812924,5.0983925,-9.40487,30
-2.2960198,-3.267054,-0.040659763,2.342873,0.30956173,-8.577897,31
6.4512033,-6.5941796,5.6167393,-1.9224178,2.6110756,-14.806096,32
-4.279823,1.968005,4.223407,-2.640937,2.9458663,-11.168485,33
0.23865484,-0.17053628,-0.88482827,0.4867556,0.42452163,-3.758195,34
-7.2745204,-6.2960424,4.8962154,3.44631,-13.421555,-17.816483,35
2.5794764,2.187939,-0.61276364,-0.07589439,1.4725063,-7.6422443,36
8.616414,13.860162,-14.32727,26.457966,18.291588,-21.398548,37
0.12949082,-0.13535847,-0.95555526,0.54281497,0.48690766,-3.7083445,38
2.4929588,4.7582316,1.7519789,-0.18494625,-26.923107,-19.938488,39
-5.116036,10.686931,2.9657629,-31.21913,-0.5476496,-20.599716,40
-4.7841334,4.895745,14.854214,-12.856847,-14.5259075,-19.366867,41
1.3739729,-8.611003,-8.950457,13.191431,-21.54814,-20.310226,42
-18.517828,11.235989,-3.7765865,7.454789,-21.480045,-20.953087,43
14.114863,28.122948,2.325619,22.795803,4.4379086,-21.040379,44
11.946232,-7.1257563,12.758098,-1.1827474,-15.298404,-19.011837,45
-1.9214387,3.23695,25.827785,7.213682,-20.696156,-20.465824,46
4.257258,-27.97316,4.59506,0.6723848,-18.64161,-20.958385,47
14.920575,4.8616033,4.9074636,-23.795162,-16.555336,-20.298637,48
-4.0472937,0.25076798,-1.8195256,2.5268364,1.0253644,-8.8563,49
-17.719013,-4.411295,2.8482773,-19.554205,-4.024178,-20.043339,50
-4.1626525,21.584778,-5.4199524,-16.491367,5.7888193,-20.495525,51
2.6356091,-7.6248775,-9.656597,-25.68055,-1.6647167,-20.610378,52
9.455832,-8.061679,22.909239,-12.696053,-28.963064,-20.870838,53
27.071423,1.4047301,29.602194,0.34256765,-14.89197,-21.378437,54
2.1473768,-3.646771,16.55637,-22.70572,0.282179,-20.390629,55
6.041857,29.130178,-22.40795,12.44943,0.16208182,-21.041409,56
-7.251404,12.534988,-4.8739257,-20.420837,-16.822947,-20.551376,57
-20.346733,-8.823692,15.754479,-6.879384,-27.552877,-21.185875,58
0.8174073,-0.4829748,-0.44985345,0.520149,0.17903984,-4.07335,59
2.5168817,-1.6940325,-1.5300995,4.091518,0.8453917,-9.530955,60
-6.661055,10.517034,-1.5646831,10.185932,-8.283631,-18.141102,61
13.060501,8.627995,1.0033556,-18.091381,1.2860832,-18.928654,62
-2.5215154,-9.213582,-4.1499906,-1.8905101,3.324855,-14.275279,63
-0.57084507,2.4041688,1.2349958,0.48925242,0.7055464,-6.7185698,64
10.298578,5.720473,3.9585717,14.38521,-7.2606916,-18.543308,65
0.14104868,-1.2256602,1.7693273,-0.50704986,-0.64350355,-5.58072,66
-0.088819675,17.014402,13.941713,13.267389,1.0763097,-18.67595,67
22.808699,10.339737,-14.216029,16.35314,0.84240746,-20.688377,68
-9.502372,12.1137085,12.40506,-16.743553,2.6383655,-20.06746,69
-12.121555,3.099571,-13.951145,-17.094946,5.7093773,-18.919193,70
11.530837,21.748375,-7.4061856,9.154911,21.398964,-21.157173,71
10.072302,23.889265,0.7861142,8.557716,-6.787543,-19.835995,72
-9.789537,2.4623752,15.100976,20.990961,-6.527855,-20.138802,73
-1.1614795,0.2015714,-32.768,0.8570298,14.824011,-20.423393,74
0.26327872,-29.254805,-14.635168,9.813589,-7.8975987,-20.762024,75
7.309717,9.009634,-18.967058,-18.018608,-4.351223,-19.72192,76
-15.632474,10.497768,11.091826,17.411737,15.304951,-20.893734,77
18.772417,7.156213,22.429579,16.62419,5.762727,-20.98891,78
8.649892,4.651203,-21.350325,-17.72968,17.830685,-21.042023,79
-32.71493,18.216768,-17.188038,2.5487309,9.544612,-21.532185,80
10.38413,20.721594,7.9109306,-12.440862,-12.949766,-20.407349,81
-29.36365,5.507666,-3.013277,-15.261285,17.864876,-21.070984,82
12.1653805,13.818924,-9.729361,11.178484,-25.194582,-20.438358,83
-5.777388,32.768,21.573656,4.336741,3.2704983,-21.38314,84
5.011923,20.761938,17.139853,18.950174,-17.884672,-20.06004,85
-16.625223,7.5652432,-32.59423,-19.763266,-5.5380807,-21.764,86
26.53023,10.2742815,-28.465874,2.707775,14.3976,-21.75431,87
-6.8814282,23.191381,28.486206,24.083015,-0.7215401,-21.17278,88
31.914183,16.746311,-11.861825,-19.434034,-9.226566,-21.160786,89
-32.768,-1.2784051,32.768,1.3221061,-0.10183641,-21.316364,90
-32.768,-2.511388,-1.199582,3.912869,20.560516,-21.227692,91
2.8570848,-2.532485,-0.40254465,-0.055081237,-0.6421355,-7.7570057,92
-2.4739861,-0.09584765,32.768,0.07222696,0.31637383,-20.567425,93
25.882284,6.8092256,1.7086062,4.580951,-11.071044,-20.081627,94
20.16657,23.017218,18.514067,-26.231783,2.060166,-20.980083,95
25.470646,-7.8794727,2.606181,-2.5638037,-31.575722,-21.663765,96
-1.4333831,-1.2248996,-1.970478,3.3221781,22.826105,-19.162537,97
-32.768,-1.3253251,-4.9496803,2.9860032,0.5277397,-20.569515,98
0.03879637,-0.2464124,-0.06694297,0.06943904,0.16010362,-1.31495,99
-2.2876985,-0.95439327,-1.5194438,1.0891715,2.5097942,-7.80437,100
