x1,x2,x3,x4,x5,target,iteration
25.576023,-30.968891,26.420021,2.5316849,15.153328,-21.711502,1
26.521042,-10.685297,-30.491158,8.7426605,-31.44838,-22.035397,2
28.229527,3.9790344,-21.682777,6.498783,9.8381,-20.984146,3
-12.944082,17.314533,2.9197502,-25.470253,12.612221,-20.969532,4
12.614227,15.916508,-4.5683403,-26.24715,-2.8036785,-20.815014,5
32.768,16.849642,-13.831993,-12.8091755,11.960636,-20.637352,6
32.768,20.035374,-9.5926695,18.070543,2.484242,-21.28009,7
26.192526,18.582268,-27.065702,-25.679031,12.451723,-21.68409,8
22.082947,8.015933,-8.263306,-10.734861,12.665129,-20.07798,9
32.768,4.618195,-3.9906452,-9.071885,19.69345,-20.944004,10
13.764217,7.585669,-7.7297277,-11.950972,9.649487,-19.329971,11
7.341393,9.091118,-7.173399,-12.899341,5.6724944,-18.02667,12
3.8471012,9.69396,-7.1416273,-12.025334,3.9485354,-16.931839,13
-0.2989681,10.005168,-8.6240835,-7.433649,0.5958105,-16.8654,14
0.6005667,7.38416,9.853643,-8.751639,30.157494,-20.814331,15
-0.78246003,4.5502787,-11.46561,-12.327608,-0.98894984,-17.744633,16
0.9885317,17.753029,-2.52345,-6.2536244,4.1994452,-18.148972,17
0.3645238,10.272565,-18.66052,-1.6368086,5.6143284,-19.367622,18
0.47641453,7.9449787,-6.912578,0.07982439,15.550174,-17.834728,19
-1.0818322,11.839677,-7.879314,-12.698176,11.266024,-18.557636,20
1.9724588,7.0698805,-5.155438,-0.37805235,-1.2197583,-12.35656,21
-1.0351374,5.349475,-4.286757,1.7403597,-3.609298,-12.072108,22
2.8155794,6.497307,-4.359861,7.7815495,-3.861405,-14.972363,23
-4.425598,4.6587143,-4.409941,-3.0630286,-5.1432695,-13.55081,24
13.064264,5.7028813,0.030607017,1.3474015,-3.435915,-16.336424,25
5.6865478,-0.6215157,-5.755022,1.6505221,-5.1644077,-13.569078,26
0.29248002,3.3722522,-0.74777657,0.15265372,-3.387664,-8.963631,27
1.0617645,1.8136885,2.2654696,-1.6688371,-2.448692,-8.123943,28
0.9324036,3.0246017,4.284732,-1.3614348,-6.4777575,-12.354855,29
-0.62629336,-0.13572568,0.358844,-0.89650255,0.7980882,-3.9962778,30
-3.8206656,-3.3399887,-0.30457148,1.3186419,3.0448778,-10.077996,31
-3.0791137,2.0021152,-1.1364788,-0.26951936,1.9348314,-7.1732893,32
3.2646847,0.37462422,3.9920435,-3.9590263,3.5547972,-11.37196,33
-3.6397455,-3.2900434,-0.6429565,-6.5409045,-0.78840166,-12.507987,34
-0.5350846,0.027301995,-0.21985617,14.058273,0.008245054,-15.505383,35
-1.2426833,-0.23006456,0.37679946,1.0215257,-6.591356,-10.906585,36
-4.7898765,-4.298447,-0.07118788,-1.4885834,0.21125412,-10.625823,37
-5.57824,1.8864483,5.8222923,2.7865033,0.6782437,-12.564029,38
4.264568,-0.41800594,-1.3583169,1.8340409,3.1223364,-9.854622,39
-0.70353174,1.8888881,-0.009518066,-0.52882,1.4541547,-5.8733606,40
-0.45020252,-1.2295307,8.613334,0.12949009,1.8868647,-12.735047,41
-0.33697364,0.41935524,-0.58284897,-0.1550482,0.82850033,-3.9026346,42
-0.49926272,-0.46366593,-2.5333114,0.31506437,-0.028110938,-6.3049173,43
1.6266813,-5.793137,0.60446197,0.7763455,-0.8880383,-10.249531,44
18.257778,10.047405,-4.0282755,12.759351,-12.243325,-19.538815,45
-0.3245312,0.4571323,-0.67439914,-0.2690892,1.1360974,-4.401517,46
-0.23974836,2.621641,-0.6001511,1.4747809,-12.366689,-15.785283,47
10.845412,-3.3149278,-0.06838772,9.314584,-8.394732,-17.331089,48
0.18070288,-0.2606537,-3.1550765,-3.2831457,4.243788,-10.103373,49
9.117513,3.035603,11.817017,0.7418573,-16.976894,-18.275757,50
0.18840192,-0.27810967,1.1826012,2.0871258,-0.103364035,-5.04494,51
-6.7916055,7.66694,8.967395,-8.571399,-17.11631,-19.147942,52
-20.368303,-0.3773091,-9.543557,2.245435,1.8015804,-19.41874,53
8.793951,14.091119,1.552583,-6.628812,-14.071772,-19.039623,54
9.671068,18.370722,-8.736587,5.727541,13.118533,-20.002728,55
-0.19987862,-0.48916498,1.0280272,1.2937573,-0.06156135,-4.385089,56
14.909107,9.159947,-14.293381,-2.7090561,-6.542937,-19.334137,57
-0.65616566,-0.7437688,1.089345,-0.32562187,0.09068948,-4.1117296,58
-1.9022489,-5.8919034,9.972454,6.4525657,-7.0505204,-15.880149,59
-3.7580101,5.355521,10.967323,11.899824,-12.672241,-18.650816,60
-0.6914775,-0.72706616,0.9884999,-0.6940519,0.23375008,-4.314061,61
9.744614,-5.9635077,8.786496,-7.08987,-10.786133,-17.610092,62
-2.8964794,-0.012447075,17.18352,-7.2868543,-9.879331,-18.032116,63
5.1984215,7.100148,-18.221703,-6.0708723,21.808836,-19.724094,64
6.3915286,11.847048,15.606182,-3.2558,-8.468768,-19.38007,65
10.04851,-15.466193,10.204164,4.315727,-3.1242964,-18.73682,66
13.725411,18.39437,0.23265623,5.9581394,-2.3248644,-19.40623,67
15.1990385,2.3187242,-1.0767009,-10.985775,-13.487202,-19.047298,68
-12.965451,13.203197,-13.079869,6.4222126,19.23339,-20.086826,69
-21.313898,6.547531,-12.488112,1.3869851,-11.51349,-20.652546,70
13.579001,-4.0217247,19.976433,7.29401,-7.4497085,-19.89243,71
8.206001,4.193427,12.07887,-22.683079,-12.662652,-20.242104,72
-5.571892,-5.7987,8.534543,-2.3617914,-18.979675,-19.247387,73
4.9961157,-15.575811,0.50568986,5.9411764,-13.974353,-18.773865,74
