x1,x2,x3,x4,x5,target,iteration
-6.616091,1.0930862,-31.134163,28.841045,29.219498,-21.180672,1
19.446579,-5.5696354,20.988361,-17.757414,26.842728,-21.35675,2
-25.012688,-27.838226,-5.949293,30.150982,-19.051208,-20.30043,3
-20.057152,25.620934,-4.0194263,-9.372997,2.9733047,-20.434296,4
21.621616,-19.009556,17.591385,-4.653494,-18.895782,-21.17017,5
-32.768,-7.9022555,0.28731832,13.612832,-32.768,-21.456768,6
-32.768,-32.768,-26.431976,32.768,-12.759072,-21.750134,7
-19.253136,-32.768,-3.319019,32.768,-14.044018,-21.369553,8
-20.01191,-26.688248,4.5734987,29.524202,-21.12407,-21.584469,9
-24.778414,-8.2822895,-5.9777184,15.987051,-12.783213,-20.195217,10
-29.511217,-10.018876,-5.916121,-14.512005,-16.23543,-21.087093,11
-23.343817,9.6585455,-10.924611,4.2398267,-0.48029062,-20.26567,12
-24.837925,13.601064,-6.0324535,32.768,9.179454,-21.068962,13
12.667624,-13.934565,-7.4385657,21.137165,-15.94507,-20.460743,14
-32.768,-14.13387,-7.3596725,21.320131,-16.10399,-21.259167,15
-23.95069,-9.4030075,-13.600156,3.2226877,-13.947853,-20.526546,16
-23.677084,11.435179,-1.3510523,-3.7792785,-2.9925313,-20.036118,17
-24.161097,-30.172388,2.981429,-2.109707,-3.9497483,-20.006844,18
-25.074615,29.110432,11.814027,10.106769,-8.74123,-20.521877,19
-23.555016,-32.768,-1.1140482,-19.473297,0.6970725,-21.597584,20
-22.83087,4.9577794,1.5232245,1.4652091,-0.9856804,-19.168045,21
-22.123005,6.1736083,3.5519214,4.0698857,-1.4847733,-19.276154,22
-22.692728,-3.5798666,4.528903,2.6443734,13.930349,-20.308876,23
-22.746727,-12.320529,1.4474152,4.4049287,-5.30297,-20.299736,24
-22.843784,7.3663917,5.242,2.1162949,0.9087459,-19.161728,25
-21.981564,-28.06615,3.044802,1.6265538,0.34075525,-20.520935,26
-22.134607,7.297984,6.0635886,0.9752333,-5.2739096,-18.987381,27
-20.932354,12.666432,4.381328,1.1240087,-2.7177958,-19.548428,28
-23.012735,4.4977694,10.431724,1.4999942,-9.746897,-20.328522,29
-22.472446,7.9783077,4.0079746,-0.6010547,-7.174349,-19.483864,30
-24.608767,15.784523,4.6256795,1.5026492,-1.2161834,-20.646435,31
-22.149973,8.947775,10.609079,-0.7942562,-0.44233745,-19.770294,32
-24.650652,3.9003422,-5.1960874,-14.208409,2.47026,-20.294453,33
-24.396368,-17.004387,-4.0688157,-6.49317,1.4380754,-20.589283,34
-21.737183,5.1091967,1.8475177,-5.1211495,0.57545084,-18.913177,35
-21.244968,4.4315805,1.4002743,-4.4003453,-1.0848103,-19.255093,36
-25.413944,-30.01378,5.9361916,18.570211,-2.3308098,-21.39008,37
-22.241663,3.4902236,4.268376,-3.3749793,-0.20974568,-19.460823,38
-21.837248,8.810735,-0.2686618,-2.041119,7.303785,-19.204205,39
-20.051813,6.9470882,3.3804033,-0.18457234,16.407078,-19.780163,40
-21.19092,4.7587953,-1.4463071,2.7102804,-4.039937,-18.957787,41
-21.005054,5.5812583,-0.29984897,2.0144703,-1.2063383,-18.64571,42
-18.631048,6.763108,-0.13528053,1.6489619,-2.459095,-18.646313,43
6.454795,3.109707,-5.079358,6.062034,5.687652,-14.657511,44
8.415339,4.335708,-3.461228,5.790097,2.430577,-15.255716,45
4.089373,2.7111094,-6.4288754,10.85835,8.162962,-16.66933,46
8.23366,3.588105,-4.6823764,-2.0802581,3.792255,-14.254675,47
9.335208,5.4514303,-6.3300753,-4.410832,3.7042427,-16.35091,48
5.2633104,-1.6418295,-1.2339432,0.9506794,2.7284145,-10.338371,49
5.5304112,-3.768188,0.4822522,-0.2144042,0.5934983,-11.162416,50
2.5253508,-3.0907252,2.307358,-1.3397715,2.7050118,-9.731693,51
2.5063996,-9.201059,3.9002876,-1.181892,9.185808,-15.723282,52
3.1870213,-4.7421947,24.89654,-3.998624,3.3065672,-19.34613,53
2.4545934,-5.1928196,-1.0484464,-11.313973,3.2895336,-15.605557,54
1.3932825,-0.83458483,3.423347,0.498011,0.9396751,-7.8713694,55
0.91974145,0.8529899,5.0515394,1.2292861,-6.4507427,-11.887872,56
-0.21508409,2.9591975,-0.76865846,1.6630114,0.9030733,-6.849163,57
-0.4657757,1.4435736,-5.274216,1.714219,0.4925894,-10.263749,58
-0.30793926,6.3679314,2.7696834,1.7918824,2.869801,-11.694072,59
-0.11692445,-32.768,1.1126534,6.6293178,-1.2263392,-20.476566,60
-0.6673329,2.4399836,-0.68630576,-0.3495127,5.357253,-10.451294,61
-0.48290694,0.9205357,0.61840886,5.4736905,-0.6798987,-10.013236,62
-3.161263,-5.3509545,1.0960023,0.32319728,-0.43245056,-10.480631,63
-0.15649495,-0.005128386,0.80269295,0.45546675,0.24215631,-3.1619005,64
-0.6556112,1.113609,-0.37087002,-0.27778506,-0.7222533,-4.463731,65
-1.1457028,-3.2015033,-23.15158,-25.390532,-14.672444,-20.969616,66
-2.085988,0.8534673,-0.6922819,-2.4682102,-32.768,-20.618698,67
-1.8443362,13.0801115,-4.558142,-5.6667767,-4.3913484,-16.953228,68
0.3324728,23.409277,-23.408339,4.111076,-1.6121132,-21.062199,69
-1.688166,1.5543759,0.7555254,-4.2432013,-1.919118,-9.280195,70
-1.5759836,0.057752155,0.5701053,0.029266639,0.1211464,-4.325906,71
-2.2869287,0.086242706,1.2985401,-0.18345636,0.44649738,-6.015765,72
-2.517142,0.12458388,1.8699802,-0.24112524,0.59985685,-6.7702723,73
21.581041,-0.70653397,-0.23819765,-2.914931,24.428814,-20.847141,74
-2.4508576,0.109571375,1.6720222,-0.20323567,0.5617454,-6.6909094,75
-2.4251444,0.10895966,1.6389563,-0.18986565,0.5600149,-6.6409616,76
-2.4088597,0.11593738,1.6534456,-0.18180798,0.56103885,-6.6113806,77
-2.3911257,0.11865035,1.688057,-0.1810353,0.5816455,-6.574113,78
-2.377488,0.12253166,1.7342583,-0.18535618,0.5874381,-6.542903,79
-2.3653111,0.14381543,1.7951127,-0.1884007,0.58738196,-6.52139,80
-2.3512652,0.14861368,1.8802437,-0.1991481,0.5971717,-6.48713,81
-2.325212,0.17020716,1.9190428,-0.22431585,0.58463156,-6.4991636,82
-2.3032062,0.16575196,1.9596514,-0.2303245,0.61012757,-6.4538736,83
-2.279081,0.16870381,2.0332453,-0.24858075,0.6079185,-6.4914236,84
-2.2420382,0.18810964,2.0290067,-0.28083465,0.58347875,-6.4852915,85
-2.210439,0.20876218,2.084524,-0.28720057,0.5856854,-6.524625,86
-2.1652212,0.21739145,2.0983396,-0.3086797,0.5637973,-6.498254,87
-2.1254928,0.23422548,2.113749,-0.33187047,0.5457648,-6.5039454,88
-2.0759246,0.24821372,2.1286407,-0.34832114,0.52741885,-6.4880095,89
-32.768,16.200693,-27.083717,-16.553547,21.420353,-21.644787,90
8.36779,-20.992325,-0.5312509,15.695242,27.22309,-21.243275,91
-0.28757995,-2.402808,-0.8013578,0.7104879,-1.9163529,-6.8095827,92
0.16911729,-1.071378,-0.88410497,-1.0805839,1.15657,-4.122857,93
-6.899381,32.768,14.1108,-32.768,30.706642,-21.24606,94
-21.68598,21.923353,-11.13917,-1.7100192,-32.76585,-21.184353,95
28.238983,-32.768,-1.4532677,23.214916,-10.980021,-21.405376,96
13.053019,-20.319418,-32.768,2.1908653,-32.768,-21.283428,97
0.28649575,-0.011922728,0.24727304,-0.045740843,0.09517463,-1.7364435,98
2.5483425,0.32024658,0.5362968,-1.4476693,-0.970146,-6.999836,99
26.88331,-1.1072057,-29.664345,-3.472198,-1.8513947,-21.03894,100
