,No Hypothesis
0,10.955547071096705
1,10.955547071096705
2,10.955547071096705
3,10.955547071096705
4,8.922999410377361
5,8.922999410377361
6,8.922999410377361
7,8.922999410377361
8,8.922999410377361
9,8.922999410377361
10,8.922999410377361
11,8.922999410377361
12,8.922999410377361
13,8.922999410377361
14,0.7722190862880799
15,0.7722190862880799
16,0.7722190862880799
17,0.7722190862880799
18,0.7722190862880799
19,0.7722190862880799
20,0.7722190862880799
21,0.7722190862880799
22,0.7722190862880799
23,0.7722190862880799
24,0.7722190862880799
25,0.7722190862880799
26,0.7722190862880799
27,0.7722190862880799
28,0.7722190862880799
29,0.7722190862880799
30,0.7722190862880799
31,0.7722190862880799
32,0.7722190862880799
33,0.7722190862880799
34,0.7722190862880799
35,0.7722190862880799
36,0.7722190862880799
37,0.5004780761174858
38,0.5004780761174858
39,0.5004780761174858
40,0.5004780761174858
41,0.5004780761174858
42,0.5004780761174858
43,0.5004780761174858
44,0.5004780761174858
45,0.5004780761174858
46,0.5004780761174858
47,0.5004780761174858
48,0.5004780761174858
49,0.5004780761174858
50,0.5004780761174858
51,0.5004780761174858
52,0.5004780761174858
53,0.5004780761174858
54,0.5004780761174858
55,0.5004780761174858
56,0.5004780761174858
57,0.5004780761174858
58,0.5004780761174858
59,0.5004780761174858
60,0.5004780761174858
61,0.5004780761174858
62,0.5004780761174858
63,0.5004780761174858
64,0.5004780761174858
65,0.5004780761174858
66,0.5004780761174858
67,0.5004780761174858
68,0.5004780761174858
69,0.5004780761174858
70,0.5004780761174858
71,0.5004780761174858
72,0.5004780761174858
73,0.5004780761174858
74,0.5004780761174858
75,0.5004780761174858
76,0.5004780761174858
77,0.5004780761174858
78,0.5004780761174858
79,0.5004780761174858
80,0.5004780761174858
81,0.5004780761174858
82,0.5004780761174858
83,0.5004780761174858
84,0.5004780761174858
85,0.5004780761174858
86,0.5004780761174858
87,0.5004780761174858
88,0.2146884101702499
89,0.2146884101702499
90,0.2146884101702499
91,0.2146884101702499
92,0.2146884101702499
93,0.2146884101702499
94,0.2146884101702499
95,0.2146884101702499
96,0.2146884101702499
97,0.2146884101702499
98,0.2146884101702499
99,0.2146884101702499
100,0.2146884101702499
101,0.2146884101702499
102,0.2146884101702499
103,0.2146884101702499
104,0.2146884101702499
