x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
-8.903552204830275,-8.839372335738897,-8.99295952130677,-9.123605914867632,-8.869569054395717,-8.34129734923686,-8.64889280234323,-9.41853236964534,-9.221787762536618,-8.750228141593004,-8.702998305472445,-9.311509279625483,-9.354288660189297,-8.702978977921926,10411011.885303598,11
-9.005003405564022,-8.591646653758405,-9.245028491458921,-9.168494157319127,-9.111032034294897,-9.246296330910475,-9.052758445547484,-9.031793282866044,-9.35583037705723,-8.561175639845128,-8.982083579181454,-8.680790677190437,-9.22392650914702,-8.681806931678876,10652271.784797784,24
-8.569667877218548,-8.895564055992885,-8.877279745113425,-9.1939453743196,-8.735741247339135,-8.722731983144227,-8.95952059260913,-8.331726776399478,-8.355357533675647,-8.510239935382847,-9.581847832171217,-9.177176379789078,-8.47912052282134,-9.682796635284634,9764891.595263407,25
-9.383070543090184,-9.260891882938171,-8.763947232967753,-9.074406679064927,-9.41225363222605,-9.081436401386144,-8.67038375633167,-9.49672706011609,-9.213672774514773,-8.874451378554856,-9.743338590705322,-9.074983994993062,-9.304597556847954,-9.804783001754759,11424123.990022456,27
-9.486703834540874,-9.050781025870377,-9.221712184420433,-9.853862054522388,-9.430863320819812,-8.2906365939073,-8.586163966740491,-9.163469369456966,-9.490524160630857,-9.163477987616519,-8.63267834186944,-8.780596065327732,-8.98079972852805,-9.217913395665823,11036941.690450286,29
-9.080701891948419,-8.803595752489965,-8.85182995334129,-8.895609700430137,-9.068698093742961,-8.841675890630919,-8.787297053054974,-8.964402923130168,-9.03557061279708,-8.947190414172407,-9.050645457409415,-8.906361292753715,-8.864310231450082,-9.001000404475032,10230910.896750914,13005
-9.077152678509917,-8.87307221293498,-8.987446717001518,-9.039452039640757,-9.029183085513592,-8.771988402613175,-8.927616261878933,-8.857276131467021,-9.192108368199888,-8.98781805822417,-9.066255114803685,-8.963278017983036,-8.709674025180977,-9.188489457308442,10367481.114625074,25832
-9.069730903897366,-8.72878633147085,-8.845704231860811,-9.181884134133261,-9.114466172356394,-8.850729797724993,-8.860049513382476,-8.974826493099899,-9.05733005516041,-8.85422029927598,-9.039371233395661,-8.912127164744222,-8.971319297896388,-9.177533976606666,10360041.828130443,39140
-9.023955179948148,-9.052642418153887,-9.090397527462352,-9.170143771379353,-8.758138309808707,-8.928917592243325,-8.944979615388267,-9.050581072351527,-9.183262629073964,-9.047924879587493,-9.030379980027991,-8.926681394042815,-9.188496246849242,-9.147189391625863,10678712.499443157,51376
-9.023955179948148,-9.052642418153887,-9.090397527462352,-9.007882343720574,-8.750909706230217,-8.928917592243325,-8.944979615388267,-9.050581072351527,-9.183262629073964,-9.047924879587493,-9.030379980027991,-8.926681394042815,-9.188496246849242,-9.147189391625863,10619532.658031555,65532
