x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
-9.005259390020374,-8.473697996363512,-9.278919179645385,-9.133433204629366,-9.190815161986686,-8.896305332673128,-8.841749665018302,-9.371662438063955,-9.01025085245033,-8.967532860636904,-8.318556275055899,-9.05969338038301,-8.914049471268322,-9.39641546024295,-8.75927738203107,-8.747198401324397,-9.505576230353194,-9.25020870848901,-9.212492999547518,-8.794775823958046,532.3700611905556,37
-9.108192270574742,-9.032311818626273,-9.24999681200738,-8.895844403272832,-8.639492332213672,-8.62650383885781,-8.798192231491011,-8.764581814534292,-8.673734165029172,-9.050896349210884,-9.167322653350068,-9.500549148253258,-9.249068131036063,-9.774185800158389,-9.04207959611054,-9.32087337584829,-8.652582665645179,-8.405925768489249,-8.67285667309154,-9.591412738259491,507.38255957569885,61
-8.93590547009276,-9.100568437209036,-8.863513623464572,-8.978299716245317,-9.076675785439312,-9.497569281765017,-8.320391876789328,-8.855639882680798,-9.05117537918357,-9.223050892105872,-8.101839280734936,-9.56847882369835,-9.169743183406483,-9.672409968934517,-9.453423474795345,-9.3908238726618,-8.853552022570302,-9.11988728225873,-9.427638311429076,-8.43308077663793,626.9975961640472,69
-9.154038509525126,-9.136949632289106,-9.41816280071487,-9.29730072593962,-8.983679977808025,-8.844867237976795,-9.09029612005983,-9.342183007203037,-8.94849108406826,-8.527202404630426,-9.15053105992128,-8.91185458456186,-9.004028365629802,-9.486658587776244,-8.203391645009829,-8.9457392863324,-8.924066696911519,-9.038102608357459,-8.744409605411482,-9.20389638835781,524.2323464754631,74
-9.35650207743579,-9.082492773214053,-8.855019096798578,-9.119113197514118,-9.420436752384951,-9.126212643082631,-8.832497438574233,-9.170450357618902,-9.541631227017234,-8.878873949138141,-9.162966282616724,-8.531039142311684,-8.689301869255567,-9.093950022681755,-9.365982114034711,-8.534281907631899,-8.5070899602597,-8.543008010376896,-9.257920754642615,-8.552038626365386,525.9435133534124,79
-8.951519648308688,-8.90794995100019,-8.985323378076247,-8.664547781089594,-9.014718654804836,-9.037189033912583,-9.015223076764611,-9.036954778166571,-9.142445887030988,-8.939104637697222,-9.027925494712985,-8.93884427580291,-8.983004517437498,-9.02475723534234,-9.011218899762577,-9.014074129488392,-9.125579170649438,-8.77267446352224,-8.981687691055537,-8.996205376566975,457.8062635487293,32586
-8.951519648308688,-8.90794995100019,-8.985323378076247,-8.664547781089594,-9.014718654804836,-8.842307223635682,-8.980940130062516,-9.035561939920013,-9.142445887030988,-8.939104637697222,-9.027925494712985,-8.93884427580291,-8.983004517437498,-9.02475723534234,-9.011218899762577,-9.014074129488392,-9.125579170649438,-8.77267446352224,-8.981687691055537,-8.98768265636025,447.02451082782835,58541
-8.900989649307864,-8.827186341242976,-8.969772829478087,-8.967896437466836,-8.85411833356545,-8.907209916580584,-8.968435268150902,-8.991215383645772,-9.0704332597711,-8.818257528678545,-9.127998336727357,-8.89764222230516,-9.000872400109003,-8.84203614338426,-9.058197698399127,-9.072805489399057,-9.089807741468979,-9.041848111614337,-8.947274978105213,-8.973962864651243,445.4973718278934,91224
-8.951519648308688,-8.90794995100019,-8.985323378076247,-8.664547781089594,-9.014718654804836,-8.92634829357731,-8.62423926510677,-9.036954778166571,-9.027919897178181,-8.939104637697222,-9.027925494712985,-8.889272144937355,-8.983004517437498,-9.02475723534234,-9.011218899762577,-9.014074129488392,-9.036249011494776,-8.77267446352224,-8.970110910292576,-8.996205376566975,423.583765794029,119019
-8.900989649307864,-8.827186341242976,-8.969772829478087,-8.967896437466836,-8.85411833356545,-8.907209916580584,-8.968435268150902,-8.991215383645772,-9.0704332597711,-8.818257528678545,-9.127998336727357,-8.89764222230516,-9.000872400109003,-8.84203614338426,-9.02762506216208,-9.072805489399057,-9.089807741468979,-9.041848111614337,-8.621719458405225,-8.973962864651243,431.97681727341774,148832
-8.985840686999087,-9.166480052753567,-8.96598178005126,-8.861833490173481,-9.148654212008426,-8.967629993283463,-8.80633759832957,-9.130237917092632,-9.083198600840642,-8.838337099686836,-9.228719176976698,-8.934045776844718,-9.009353127151188,-8.877673342427638,-9.130520581519853,-8.96207971268299,-9.083583775779836,-8.921646554370419,-8.89337828957591,-8.85679771329424,479.3034446488028,176983
-8.902135422799597,-9.044205662222112,-8.862980774278073,-8.975917773057008,-9.068875302506868,-8.942800769479046,-9.01891915002856,-8.872591795438936,-9.062793089489215,-8.77002082372979,-9.111412722810446,-8.907609052601394,-9.033827564718894,-8.98088205949026,-8.978806776248078,-9.01004117337636,-9.034922155254002,-9.047362528717356,-9.122400176365094,-8.978057208337953,464.24446266176955,210561
-8.932544229479706,-8.817286861247778,-8.91142455887916,-8.912281432536751,-8.858460270373913,-8.814939556332952,-8.960836195092632,-8.929574709453345,-8.926181828076434,-8.909667762867025,-9.029927740920044,-8.872906295604682,-8.998594625712082,-8.914892456928184,-9.057931908866776,-9.12504573170419,-8.870674533314734,-8.985286497367284,-8.894555791904928,-8.778388077853265,415.1509142737679,240775
-9.012012916046276,-9.01150495609437,-8.857751872834761,-9.065866298764774,-9.07735714768169,-8.718068149288438,-8.883627814352934,-8.941140711526945,-9.000633801269576,-8.950980545671346,-9.050255622122059,-8.851912209441592,-8.94917848365898,-8.953165514759712,-8.959956976466342,-8.968443140557001,-9.179117425740388,-9.053014772922193,-8.765403546778423,-8.814138583197481,442.5528264893877,268438
-9.041159669655656,-8.99777103332261,-8.95666101344841,-8.624264635557369,-9.209670849067118,-8.894203284242778,-8.727495376497163,-9.131412053737044,-8.903222996424613,-9.039487545327654,-9.130356496721333,-8.857224233576385,-8.92926739062445,-8.98523194331166,-9.107966816541344,-9.24517048455641,-8.90089804331793,-9.05377019993586,-9.183925013253303,-8.8627365900783,480.8490831371312,288575
-8.778678567227956,-9.030675381232681,-9.015638876809831,-8.873101175894426,-9.041175176055864,-8.918549894768141,-8.847969992463835,-9.02487231742674,-9.024121884747482,-8.975182233699947,-8.989789221555887,-8.800934294320186,-8.840603273219617,-9.070875220128594,-8.650911873215243,-9.092636085072714,-8.923778499371963,-8.983896111758858,-8.843346224096933,-9.013104934493441,418.86544476068894,315388
-8.902135422799597,-8.83234298418817,-8.862980774278073,-8.966686449784326,-9.068875302506868,-8.905202885594418,-8.838684927503625,-8.872591795438936,-9.062793089489215,-8.77002082372979,-8.611919796642173,-8.907609052601394,-9.033827564718894,-8.98088205949026,-8.978806776248078,-9.01004117337636,-9.034922155254002,-9.047362528717356,-8.900206251427107,-8.978057208337953,412.46669815163375,340627
-8.924652481500559,-9.007056422765404,-8.993597070591893,-8.823548606225508,-8.899552468184847,-8.741818254887754,-8.81309308833167,-9.04050014721641,-8.97979440351465,-8.806702006173035,-9.030117109883475,-8.7321930493695,-9.059621375799752,-8.872021474675616,-8.894722078863458,-9.185806592752686,-8.969388076515415,-9.301649108744506,-8.964571485430154,-9.108905329284177,436.2515899488554,362452
-9.18243520156089,-8.74977142201257,-9.058161593269107,-8.869210271931912,-9.139285865092779,-8.902505021087801,-8.855886515079598,-8.737369197152828,-9.13988128157275,-8.820797117707576,-8.90222074296639,-9.143253834315608,-9.291825401024457,-8.929425410628909,-8.737608493388322,-9.007553880210235,-9.002907854868404,-9.035120586693758,-8.917613345085465,-8.934117910268123,456.4503098497078,387479
-8.932544229479706,-8.817286861247778,-8.91142455887916,-8.912281432536751,-8.858460270373913,-8.753477269335535,-8.960836195092632,-8.929574709453345,-8.926181828076434,-8.909667762867025,-8.461194962534043,-8.872906295604682,-8.998594625712082,-8.914892456928184,-9.057931908866776,-9.12504573170419,-8.870674533314734,-8.985286497367284,-8.894555791904928,-8.778388077853265,393.6892911036848,420479
-8.924652481500559,-9.007056422765404,-8.993597070591893,-8.823548606225508,-8.899552468184847,-8.741818254887754,-8.81309308833167,-9.04050014721641,-8.97979440351465,-8.806702006173035,-9.030117109883475,-8.7321930493695,-9.059621375799752,-8.872021474675616,-8.894722078863458,-9.185806592752686,-8.969388076515415,-9.301649108744506,-8.854236618102885,-8.427289694925598,433.72094127744583,446429
3.490855367106949,5.919516018029551,5.466745639805522,-4.866218584422813,0.1748063686724528,4.469571036282755,4.710817631523545,5.740611851735407,-8.661638392329506,-0.4174619682621348,-0.5384027293879221,-3.4030093166185216,-4.385569780031611,7.362783870527718,1.7937053240711531,-1.6030864995186587,-3.94058410333483,-5.5452106764980105,-2.146746930335878,-0.05352328477901125,120.04920489960757,447868
-9.098007683895915,-8.727090880757107,-8.909853872698362,-8.993890214340283,-9.138056126617276,-8.380879268604458,-9.094591868520748,-8.78466176272729,-9.002819597666461,-8.698073892726038,-9.030388642795511,-8.916419761766853,-9.157106461144487,-8.909128219450123,-8.884047314164773,-8.995337402782834,-8.096008168808071,-8.8557433654642,-8.95083940583011,-8.932939638914133,402.56525843901346,472740
-2.9610352087496494,-9.510505841259027,-9.509565074699474,5.808377058978611,7.142748625853034,-9.4610395103423,8.738623448809893,8.540423077963442,-4.179172023327688,-5.455864150053117,4.440626243984177,-6.5330264054166385,-1.4579250813798357,-2.6533403185172,1.2115114335490969,-6.059502177494593,-0.22603928073409918,9.440599512183077,8.441890365648693,3.5416513081607253,395.8558297024237,505056
7.944203763413395,9.999855462984975,5.708525476520784,5.485204570614412,8.88542274062457,-2.7075432818993397,-9.563707555762482,-7.218854230235278,-8.220442034052821,1.809895406595448,-7.850124826948081,-2.7201371190471955,-7.335888986196295,-9.341044704034715,9.320205271334672,-5.662460439824803,3.528117314297109,1.7441671208592808,0.3392032878392648,7.84091707822996,373.98585685589035,542567
8.008924136875539,9.480799072541885,-2.9150991301240996,-6.505163608267081,-6.282704719620874,4.787181654822355,-1.7940153364707552,-9.438495553306643,5.275355070149349,-7.0502135969299555,0.07516149438973052,6.720951990339188,8.218918287610183,6.204919683342766,2.308956448736092,-9.651484439268172,0.8440818803182673,7.760744157178692,6.877363373494717,-1.8527187472938316,352.08300628092707,569765
8.434621914830362,-7.206271740029304,1.6576892769200775,-1.9029710166345346,8.40199546844143,-0.06081208027366358,7.754098886045963,-2.451612880087845,-4.393167994487911,-9.192420619013124,-7.510471432634322,9.589460720161853,-3.9078879580050447,9.258737713668456,-9.73574953972561,2.167674094247733,-5.541337831101507,7.645757760744626,-3.9496381002120486,-4.046147805128975,317.64256158391095,599578
-0.4572072084902068,-9.116509132675734,-4.316419068312047,0.5944284500802777,1.7156503737312008,-5.777510452950124,4.311327442501888,5.396166015112897,-4.012677450734578,9.738657441908586,3.0793260586506292,-4.710071736723079,-1.0166374168508874,8.2420873291214,6.431154617153055,6.342814665010774,3.0835995197564614,2.0618951956146514,-9.475791940852908,5.619081740786067,231.7998863126456,628116
7.019244363732913,-8.775924907694852,-0.4489773723262971,-8.269057704434076,4.9867449063896,-7.349543598321271,4.254334915899701,-3.0765185731228506,-4.934497995139454,-8.947940674897513,4.443483169651529,-0.06471552057665875,8.59097539684699,9.93623842900185,5.708711553245639,-1.8959844131296428,-5.550139858061336,-9.864088775175416,-9.210870838588345,-2.0119115880893403,327.95825209175825,656847
4.14948163865761,-3.800034357577977,-6.348025006250605,0.6170636838954131,-8.600124350696245,0.8357967001646305,8.320528349720988,9.59471336206457,7.027092504580054,-9.75365769454766,2.737472915219728,3.2632489178684487,-5.040915177515131,5.460765386868534,-8.802798893253899,-3.0784260230703744,7.351008077899429,8.211740074531633,-2.915923246265133,4.976776687481825,258.4362353252639,686202
-4.428213616475637,-8.40091486779638,7.477487498745607,-9.690168231620849,0.6341441375502086,-4.8207276430869594,-9.113914418575881,9.150309285887705,-7.96242967200633,-1.5097540516463148,5.30550633599667,-2.6776094944044493,-9.301486136453072,5.5318684801581135,-9.981670561220321,5.254457532167425,-0.3759483124152183,-7.210895925175752,8.023598177768328,-1.6941450379556908,360.33612952798273,708062
-8.817845600844413,-4.913968837528287,3.352548634556424,7.590768978009091,3.3618789180561457,-8.517030101869196,-8.396888461832019,-7.9945181337380475,-1.6363862313070676,-0.11995300541399168,-3.203745786584933,-3.4471743424878296,-4.785867544632815,5.5025144797470595,2.2087755091417556,9.19711979521177,8.114024305103499,4.476506262965945,-9.856470224505856,8.6596212754481,213.15362301699093,736973
10.0,-9.654073445961778,6.798330795000652,-2.3343238231989094,8.860238070696834,-1.3126354729177176,0.7163748392081608,-2.3202896129200052,6.078478368788328,-6.226000609520383,-3.5951917373748046,-7.078587183485858,-3.0844643866978405,4.9894137053450205,1.1205598237151158,8.479667955613525,-1.313121224775621,9.54568623505509,-9.706415944045066,3.3973465247546137,407.6239355350001,774019
-9.08047710627915,-8.751042691354092,-8.858927238378948,-8.774717289096532,-8.868733041136633,-8.863265320870939,-8.942615148886954,-9.175612375870568,-8.60894557191757,-8.964172777220249,-9.008175065308222,-8.92493354277439,-9.230879522671664,-8.825077017408791,-9.395254786498114,-9.041912733106264,-8.81099307398506,-8.851327207834366,-8.821363031004777,-9.045616299062088,431.00299679121883,804340
