,x0,x1,Target
0,1.115305421204292,0.8304906016779012,-26.863014308158338
1,6.828023162301291,4.309577771840188,-28.158837827862996
2,1.755258804509067,4.558684580111483,-9.14940433967451
3,2.895992864457181,9.3571831932703,-48.059759753310665
4,6.651631865874361,10.29362468049686,-102.9431803096643
5,9.714082947817076,9.012241383238697,-40.26540375798775
6,7.209527799144933,10.62967728244798,-103.92821990888311
7,-4.586979795162011,13.564008258475917,-14.823474465577142
8,1.7485727688044417,1.783869810037571,-11.644163428926149
9,7.529502639207193,3.0337233942717616,-15.928862918754565
10,-2.386959941631221,6.737206195332469,-17.427902788853267
11,5.046921709204165,14.360986636289864,-184.83861051998844
12,7.4999987608620025,7.624649474364009,-52.95096038507308
13,4.450353216603935,12.525520290145046,-129.61277875565267
14,1.7099746795852386,11.434357114154766,-69.16719649190463
15,4.5538336355712925,5.434438410506056,-24.509025047422654
16,-4.781381757634663,8.129773364371431,-81.78415470177093
17,-0.22766778326317727,2.1748552074975174,-36.94552463386695
18,3.2333792091936697,2.81221909710988,-0.807619843985483
19,0.9847221432386446,3.6005730975613472,-16.22760705070129
20,-4.45017720839625,8.528171357384462,-58.10410782993553
21,8.8414719858196,2.6858265872245464,-2.4197851611003816
22,5.546165024022596,10.80019192585521,-110.29977847445326
23,-4.534039720848692,8.742379602581442,-59.12603936369065
24,5.465163932818495,13.647802017228173,-172.49968878461164
25,9.50046989819612,12.53594297790093,-100.3524958835318
26,9.266820544188601,7.594882938855753,-28.078878996306614
27,-2.0825242740455634,1.0446713072823592,-83.26742801604523
28,8.886935055967223,5.869897213388839,-16.278870670187448
29,1.1225609253731612,2.563575760601796,-17.446857744583404
30,-3.014822881595494,7.649708731222015,-19.16075462150861
31,0.11116222939043752,6.853792517866329,-20.601927345704294
32,-4.270985379748151,3.8489984389977567,-133.70049549209833
33,8.816404639033518,1.32530554093502,-2.5890204386402296
34,4.195253233866923,11.269935329361742,-98.82400272440138
35,2.0236377890214516,9.501641544742983,-44.15627619559765
36,1.4306028196868459,14.372137431771383,-119.18208866601026
37,8.197852847992314,1.7730186045034606,-6.781978648625639
38,-3.838258871075854,13.427109069894676,-2.9773622292538957
39,-4.818767921543266,11.18614175170455,-41.081703449387284
40,-2.994167432340398,2.2162942370390857,-94.73207542622028
41,1.835646730395477,12.357402726988678,-85.69621166148633
42,1.0254461125622836,9.877891175055412,-43.86169964263496
43,0.7534934607389427,13.983903097111243,-99.99094922271824
44,-2.8789028401386023,12.997938906381298,-2.5372034313762857
45,2.3975371874249056,1.9961354834982785,-3.801551909346254
46,8.144653399899036,1.6907363421534216,-7.255105180402617
47,2.86379024676552,4.258375607603716,-3.8522308284481217
48,-2.2812989118694826,10.000481921174654,-3.828948403824216
49,2.794667459249661,4.344026184532627,-4.148778038247794
50,5.661531338422112,14.486909241561488,-196.20910651450822
51,-4.936634470412272,3.2669257901170496,-200.87460446126622
