x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,target,model_name,level,iteration
0.26486057,1.9950514,1.8109907,1.323959,0.1424843,0.19002052,0.2401521,0.0795491,0.006931127,1.2729062,1.5100676,0.083712764,1.7804967,0.6019639,-3117.7021,Good,Local,1
4.5176177,3.574262,3.4749188,3.1466827,4.440074,3.0615926,3.0823576,4.023304,3.766014,3.4721937,3.8644547,4.572196,3.4914336,3.4938653,-164966.62,Weak,Local,2
9.697785,9.317195,8.595312,9.950897,9.680802,8.791692,9.212506,9.951092,8.111031,9.991748,9.085727,8.833618,9.116473,8.233813,-7823848.0,Poor,Local,3
-3.9476259,2.50526,-3.208188,8.770228,8.724465,-0.22045851,-2.3417788,0.13522863,-2.8857245,1.8475933,9.123822,-3.7195773,7.1804647,5.9699163,-2054672.5,Global,Global,4
1.178772,4.579069,-0.17780924,8.814864,7.307029,7.3591566,3.861659,-0.26137733,6.9046545,1.7390494,9.055368,3.5687943,-4.146414,-2.1280522,-1937471.9,Global,Global,5
0.27965558,1.2811972,0.23375775,0.64119196,1.5632477,1.615771,1.1320636,0.875719,0.43405578,1.8695513,0.03546088,0.13228263,0.53349155,1.4768786,-2479.9006,Good,Local,6
0.27859405,1.2580892,0.8285579,0.81719786,1.6168582,0.8789963,0.9176729,0.87631226,0.3680849,1.8628514,0.4200484,0.14061779,0.6370763,1.3764004,-1971.903,Good,Local,7
0.27828935,1.1997801,1.2316304,0.95393384,1.7101117,0.36813644,0.7400197,0.87628967,0.31267014,1.8820921,0.73517025,0.14979938,0.6840595,1.3151124,-2188.4712,Good,Local,8
0.27618334,1.4517405,1.0977644,0.7919653,1.3431954,0.6044806,1.0143629,0.89362043,0.39399415,1.7396418,0.34821168,0.12737566,0.7916337,1.3124229,-1642.3715,Good,Local,9
0.27329424,1.4986813,1.2846159,0.7907481,1.1368381,0.55658007,0.9105897,0.92111,0.5434119,1.7932961,0.34213108,0.11715066,0.79431134,1.2595888,-1649.5785,Good,Local,10
0.2765401,1.5842614,1.2696111,0.80381584,1.1828043,0.29820567,1.2139091,1.0525879,0.4583855,1.7161596,0.0,0.121399365,0.7894479,1.2943666,-1987.8752,Good,Local,11
4.3406124,2.0762184,0.6824697,1.0723673,2.245399,2.32576,0.5257931,1.975796,1.737735,0.5900819,2.802181,4.684482,4.055188,2.434809,-87328.4,Global,Global,12
1.9348271,3.1049387,3.8120594,1.7478312,1.7040938,3.785579,2.9311616,0.87946296,0.28634024,4.035725,3.2252886,0.9100893,2.3411348,1.471459,-68521.04,Global,Global,13
10.0,10.0,10.0,-3.731777,-5.0,10.0,1.9666609,-4.999658,-5.0,8.249444,10.0,6.55015,10.0,3.1001608,-6099538.0,Global,Global,14
0.776854,3.3516197,0.36221102,4.7057114,3.5876539,1.8155686,2.033939,2.273865,2.7891312,1.6650903,2.6592677,1.3956387,2.006467,2.0659313,-69778.3,Global,Global,15
3.4215555,2.6407402,3.0544865,0.6024629,2.4236789,2.1796775,2.0206797,1.5093629,3.4255457,2.6290226,2.2171643,4.281466,-0.601829,0.62381285,-67129.37,Global,Global,16
0.2730127,1.5241586,1.1440977,0.694571,1.1674463,0.659931,0.9588259,0.7484234,0.39591852,1.62436,0.5370918,0.11854718,0.92949754,1.3130513,-1282.967,Good,Local,17
0.2711018,1.5730733,1.2010547,0.64011365,1.2565935,0.9280206,0.93611014,0.75334877,0.297386,1.5518019,0.82255715,0.10869994,1.0865601,1.2409482,-1191.3632,Good,Local,18
0.27158374,1.5152435,1.2894381,0.6520756,1.6243362,1.0152369,0.9218635,0.48038796,0.39937904,1.4994379,0.6735839,0.10398927,0.97876495,1.2617756,-1382.0399,Good,Local,19
0.2728691,1.7027346,0.9649792,0.6182712,0.8398119,0.6459491,0.85382825,0.6514684,0.31585795,1.6201042,0.93115115,0.12849617,1.1233449,1.2131618,-1389.5615,Good,Local,20
2.7688248,1.2539802,4.991791,4.318564,-0.38133314,2.638679,1.1039491,4.21766,4.948447,3.1671581,0.7249683,0.40398833,5.1826806,2.1405401,-223198.81,Global,Global,21
2.1543188,2.2454283,3.7841966,3.095801,3.0139005,1.5536377,0.46112207,3.3693466,-2.3200173,2.9741595,0.28199416,3.8611863,1.4847741,3.7383807,-71037.3,Global,Global,22
3.8029957,1.8124607,1.5081981,3.4227576,2.4797704,1.4281682,1.5619338,0.64095396,0.74279267,3.5021687,1.063113,2.0710363,3.7018135,1.5591947,-55888.883,Global,Global,23
-0.054402012,2.244761,1.7024103,1.7155126,3.0451965,2.1493106,4.062196,7.8702674,0.17863199,2.3245819,3.9907258,3.135402,4.206146,-1.0434326,-451213.78,Global,Global,24
