x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,target,model_name,level,iteration
0.8508948,1.6610875,0.6740317,1.3683579,1.1336012,1.3299764,0.08491927,1.7736715,1.9186547,1.5208443,0.7865267,0.75630265,0.5412857,0.03261688,-2119.3452,Good,Local,1
2.9476001,3.6041825,3.4543073,3.9012628,3.09472,3.6057358,3.9314275,3.0506198,3.7845087,3.4139605,3.3780906,3.9994555,3.42834,4.669142,-108200.586,Weak,Local,2
9.067704,8.069022,8.880503,8.708636,8.637193,9.908916,8.210364,8.084321,9.562311,8.45623,8.107974,9.649084,8.600145,8.988512,-6243390.0,Poor,Local,3
-2.2558534,-4.789362,9.371818,-3.319693,4.43948,1.8334332,4.6234446,-3.0279236,3.5133877,-2.5233305,-0.8056984,-1.6418917,7.3877783,3.6345758,-1247959.5,Global,Global,4
-1.0065672,-3.7147355,7.65224,4.58072,3.0700388,-4.082227,2.57557,-3.6924653,6.4852,5.7217665,-0.4307518,4.9606028,9.398201,3.6711884,-1367700.8,Global,Global,5
0.8283008,0.7054678,0.6862089,0.25416228,1.7962526,1.0107197,0.007020779,0.40015066,1.5846777,0.33356068,0.9504001,0.3799122,1.5745931,0.53874594,-2278.4292,Good,Local,6
1.4881358,1.253047,1.9787331,1.7902964,0.8968544,0.059174605,1.628023,0.1584857,0.068948045,1.009519,1.9886374,1.4175329,0.95087534,1.3391393,-3009.726,Good,Local,7
-0.2688574,3.5551941,-0.18761292,1.3103068,1.7327042,4.60399,3.8970659,2.99634,3.4073095,0.7368417,1.6933343,1.9534264,2.0857432,6.665217,-78895.22,Global,Global,8
1.7988615,0.23570983,4.4646554,5.990398,2.488636,0.22842388,2.0830941,7.2333913,0.78523266,1.1433693,2.5130255,-1.0231678,1.7148105,2.8260388,-409918.62,Global,Global,9
3.0126672,4.209575,4.933147,-1.7759597,1.7421199,5.4120145,3.5492914,-2.52261,2.9544446,2.823922,1.8965966,4.1815343,0.96353054,-1.0117497,-212931.92,Global,Global,10
3.2624118,3.6584442,-4.0241113,3.3294084,1.7541828,0.44943565,-0.69757724,0.7425884,1.8842962,3.7603588,3.8226738,5.2437577,2.0790474,2.7731555,-145751.36,Global,Global,11
2.686314,5.817244,3.3628278,4.4439516,1.6962863,0.7754235,3.2866821,-1.4998639,4.3626723,-0.63013566,0.26460952,0.67902076,2.1121686,6.0229373,-186418.84,Global,Global,12
0.83288884,1.2934424,0.66061634,0.92679083,1.3953285,1.2225595,0.031543136,1.2598556,1.8132038,1.0647376,0.83463746,0.600936,0.93859184,0.21302892,-1205.6763,Good,Local,13
0.70561355,1.2149583,0.41780546,0.6655719,1.5440701,1.4047756,0.0,1.3495922,2.0,0.9761811,0.64621335,0.42448902,1.0201792,0.06283849,-2073.0222,Good,Local,14
0.93579143,1.2518167,0.8627533,1.0187908,1.3455855,1.0355885,0.039372936,1.0322124,1.623856,1.0054009,1.0093073,0.7049819,0.9863172,0.39410633,-720.0062,Good,Local,15
1.0605155,1.2849586,1.1243985,1.2025812,1.3373079,0.9787571,0.0,0.8170685,2.0,0.9888558,1.0146224,0.8019507,1.0324268,0.34686074,-1414.6858,Good,Local,16
0.89526516,1.2374455,0.9059151,0.93848056,1.3967869,1.1030946,0.0,1.0869467,1.4513662,1.1853869,1.0645494,0.8472628,0.8842318,0.5585598,-545.4289,Good,Local,17
0.8678147,1.2208396,0.61439496,0.8943658,1.1961704,0.88939786,0.0,0.36486706,1.38982,1.1256118,0.52252924,0.69975406,0.8399232,0.81178164,-558.3578,Good,Local,18
0.89172864,1.2543321,0.6216076,0.9592391,1.1535572,0.8419953,0.0,1.3530753,1.3072757,1.0676864,1.3026338,0.6723106,0.8599378,0.7540062,-601.67566,Good,Local,19
2.017308,2.803821,0.5562264,1.2529372,2.0795572,1.768779,2.923713,0.8233367,2.387853,3.0901566,0.9223003,2.002588,2.9743168,2.683272,-24712.87,Global,Global,20
0.6366747,10.0,-5.0,-5.0,-2.1470432,10.0,7.081812,4.5344477,-4.045684,-5.0,2.0763917,4.8178835,5.8378105,10.0,-2597130.5,Global,Global,21
0.7343295,1.8111272,-5.0,1.7507708,2.225628,1.2861581,5.430086,-3.6416771,3.6055882,-0.48460978,4.7586436,4.119708,-0.4021723,1.4280283,-267988.7,Global,Global,22
0.73060507,1.5623791,3.5684624,3.567652,2.3919766,3.5435097,1.0170287,-0.33756387,3.1384003,1.1097065,2.951094,4.5893354,0.6770666,3.8896759,-86620.18,Global,Global,23
1.3182046,7.1037364,-2.2803712,2.0067008,2.6187785,6.171236,1.567192,2.067754,-0.6122528,-2.600782,1.5941505,6.315198,4.929578,0.6473583,-601320.4,Global,Global,24
0.93470883,1.2279797,0.96542674,1.0322747,1.3807597,1.0531915,0.0,0.24541736,1.2174274,1.0392,0.5017492,0.7820199,0.97797346,0.38927716,-517.58435,Good,Local,25
1.0106995,1.1829418,0.9710074,0.9537713,1.4163288,0.96824783,0.3943626,0.6289045,1.313867,1.0836327,0.6709082,0.9160845,0.9463888,0.9445177,-381.24124,Good,Local,26
1.2077026,1.1170576,1.4870279,0.88203424,1.3332063,0.5506546,0.0014963928,0.42823356,1.3252951,1.0773187,0.78892946,0.93057096,0.7820213,0.556902,-605.81506,Good,Local,27
0.8529424,1.0157334,0.92017186,1.0051005,1.4061947,1.0278984,0.0,0.0,1.3455989,1.0380281,1.3025887,1.0900862,1.263513,1.4167715,-518.4302,Good,Local,28
2.7973795,0.5560724,-1.9012558,-2.0198817,2.7668006,7.4567842,1.5494862,0.97317547,6.442628,2.8277035,3.606023,0.6211842,2.1076653,9.068549,-473948.38,Global,Global,29
3.0922627,4.361197,-0.3254837,2.3119729,2.566378,3.3961718,2.7014916,1.1302959,2.5685062,0.02450809,3.3464236,2.0136693,0.41061482,2.5611372,-69995.21,Global,Global,30
1.5338818,2.7331007,1.2922188,2.485446,0.9364401,1.6171013,3.509204,1.2669362,4.3979645,0.658739,3.1669035,4.661088,2.4749334,3.1623268,-96280.695,Global,Global,31
-0.41994888,4.937227,2.2155588,2.7953928,3.325628,1.8114355,2.9935575,0.015242071,2.4684935,3.3088055,3.5300343,2.085368,1.771257,3.3210404,-88772.08,Global,Global,32
1.7421172,1.6501149,1.3711443,4.388632,1.7044452,4.8960266,3.4855633,0.2001428,2.2381406,2.9209898,2.550522,2.189735,2.0433576,3.9757266,-95629.64,Global,Global,33
1.3044429,1.3281219,0.7315288,0.98383415,1.70117,1.0795697,0.0,0.23823176,1.339825,0.88014305,0.87118465,0.92457163,1.0176214,1.8107109,-982.40234,Good,Local,34
0.91205,0.91789854,1.2320908,0.98132056,1.2937489,0.95058244,0.613948,1.4600397,1.3187778,0.974474,0.0,1.032692,0.98252636,0.9629352,-557.37787,Good,Local,35
1.8069412,4.414339,5.6244426,1.720146,2.1531725,3.2477293,1.4540174,3.5574274,2.0701666,2.233407,1.1379452,3.029634,2.319776,4.7401686,-135779.39,Global,Global,36
1.3305117,1.5590142,-0.07622829,2.2490628,3.7210352,1.6127945,3.120105,1.670403,2.484289,1.421462,2.0286958,3.9661734,1.4369556,3.0309215,-45631.39,Global,Global,37
-0.73610955,-1.0254015,-2.4217758,-2.6704733,-0.6908464,-0.27655104,0.792197,-2.7938201,-0.9212429,-3.793121,-0.35580778,0.29590893,-2.7564497,-4.4590297,-63085.527,Global,Global,38
1.0140437,2.9252806,0.37387848,1.6983461,2.037158,1.3432361,2.988257,0.74756277,2.4455664,0.42625722,2.1197777,2.7518108,1.1589457,1.5229521,-23247.342,Global,Global,39
0.971827,-4.3708677,-1.5527788,-1.0947849,-1.6770973,-1.6365414,-1.7716587,-0.12034039,-2.631734,-1.532913,-1.6429951,-2.591861,-1.042418,-5.0,-74658.33,Global,Global,40
0.9383159,1.2574525,1.041179,0.9373944,1.427344,0.6621619,1.1320628,0.0,1.3162426,1.3323414,1.5670503,1.0012671,1.3191047,0.7104082,-1000.2518,Good,Local,41
1.074357,1.1086869,1.1368697,0.8976564,1.3173642,1.0404063,0.27959678,0.0,1.273606,0.7948673,2.0,0.9641047,0.5920886,1.1090164,-1567.5496,Good,Local,42
-4.8761873,-1.4890267,-3.552877,-1.8796487,-0.8730538,-0.6908491,-3.3416429,0.6771146,0.25682685,-4.063795,-4.8025484,-4.631041,-2.1647644,0.04201072,-284771.88,Global,Global,43
