,No Hypothesis
0,3338283.9706149297
1,2150267.7506322134
2,1141868.2080451192
3,1141868.2080451192
4,1141868.2080451192
5,1141868.2080451192
6,1141868.2080451192
7,1141868.2080451192
8,1141868.2080451192
9,1141868.2080451192
10,1141868.2080451192
11,1141868.2080451192
12,1141868.2080451192
13,1141868.2080451192
14,1141868.2080451192
15,1141868.2080451192
16,1141868.2080451192
17,1141868.2080451192
18,1141868.2080451192
19,1141868.2080451192
20,1141868.2080451192
21,1141868.2080451192
22,1141868.2080451192
23,1141868.2080451192
24,1141868.2080451192
25,1141868.2080451192
26,1141868.2080451192
27,1141868.2080451192
28,1141868.2080451192
29,1141868.2080451192
30,1141868.2080451192
31,1141868.2080451192
32,1141868.2080451192
33,1141868.2080451192
34,1141868.2080451192
35,1141868.2080451192
36,1141868.2080451192
37,1141868.2080451192
38,1141868.2080451192
39,1141868.2080451192
40,1141868.2080451192
41,1141868.2080451192
42,1141868.2080451192
43,1141868.2080451192
44,1141868.2080451192
45,1141868.2080451192
46,1138762.2372664264
47,1138762.2372664264
48,1138762.2372664264
49,1138762.2372664264
50,1138762.2372664264
51,1138762.2372664264
52,1138762.2372664264
53,1138762.2372664264
54,1138762.2372664264
55,1138762.2372664264
56,1138762.2372664264
57,1138762.2372664264
58,498729.5524778786
59,498729.5524778786
60,498729.5524778786
61,498729.5524778786
62,498729.5524778786
63,498729.5524778786
64,498729.5524778786
65,498729.5524778786
66,498729.5524778786
67,498729.5524778786
68,498729.5524778786
69,498729.5524778786
70,498729.5524778786
71,498729.5524778786
72,498729.5524778786
73,498729.5524778786
74,498729.5524778786
75,498729.5524778786
76,498729.5524778786
77,498729.5524778786
78,498729.5524778786
79,498729.5524778786
80,498729.5524778786
81,498729.5524778786
82,498729.5524778786
83,498729.5524778786
84,498729.5524778786
85,498729.5524778786
86,498729.5524778786
87,498729.5524778786
88,498729.5524778786
89,498729.5524778786
90,498729.5524778786
91,498729.5524778786
92,498729.5524778786
93,498729.5524778786
94,498729.5524778786
95,498729.5524778786
96,498729.5524778786
97,498729.5524778786
98,498729.5524778786
99,498729.5524778786
100,498729.5524778786
101,498729.5524778786
102,498729.5524778786
103,498729.5524778786
104,498729.5524778786
