,x0,x1,x2,x3,x4,Target,Hypothesis
0,-32.32401365782052,-31.026535387645247,-32.354561689321145,-30.930778184124158,-31.79117762241034,-21.439423847270923,Poor
1,-18.219455539462835,24.296312417640543,-19.220453435675353,27.43408446261963,-0.759484331142076,-21.510257424678,Global
2,7.323245799187788,17.426537282293964,1.2070412532412078,-13.316882328700718,-20.465501558456214,-20.845753977934613,Global
3,-27.47654021022516,15.626423251695698,-3.84635876829082,-22.39300450958369,24.899553276807012,-21.594450305695197,Global
4,-14.805469626877567,-5.6206937895042195,-13.364105528367649,8.440244396325816,5.232250728582024,-19.467799251923065,Global
5,-30.768,-32.768,-30.768,-32.768,-30.768,-21.56269066192166,Poor
6,-30.768,-30.768,-32.768,-32.768,-32.768,-21.565466433022745,Poor
7,-32.46875452232611,-32.688518397307455,-32.371973023652515,-30.899563539114126,-32.693561771979134,-21.959084035966747,Poor
8,-32.65520474041486,-30.809592403519815,-31.333384704331408,-32.039384908026975,-30.93009351624804,-21.41606724070687,Poor
9,-30.768,-30.768,-30.768,-30.768,-30.768,-21.556294379165305,Poor
10,-30.768,-30.768,-32.768,-32.768,-30.768,-21.56269066192166,Poor
11,-32.768,-30.768,-30.768,-32.768,-32.768,-21.565466433022745,Poor
12,-32.768,-30.768,-32.768,-30.768,-30.768,-21.56269066192166,Poor
13,-12.662589474087955,-9.319248084738359,-14.171092470816573,5.596337503339114,5.2271199335959055,-19.2521924063635,Global
14,-16.036761925883173,-10.303536655615074,-10.251861117913618,6.58327050133262,5.714950102511416,-19.32370040320484,Global
15,-15.172400824309932,-11.726404014732884,-14.878342216341345,10.18344639038542,6.147136279549934,-19.428388998380804,Global
16,-10.770877886295844,-9.584367973363713,-10.627164913240126,9.312495238410476,8.182631386755,-19.1123816249873,Global
17,-11.081115600535316,-10.383435326753677,-10.518552063522414,9.854672698509088,2.027061651335157,-18.512941338893537,Global
18,-9.527187625121304,-14.816831122353065,-9.963050211702235,8.06891156064048,3.3136921923014917,-18.73175867066961,Global
19,-8.266651603229844,-9.651601451815027,-7.275125954729595,6.216022161279209,2.1095841463465166,-16.928394095330038,Global
20,-5.164837838384043,-8.764614397055702,-7.745541700295466,6.229259702177554,1.2151159301347094,-15.937291511571036,Global
21,-4.220213287038515,-8.566183077709017,-5.5291173744030315,7.414979297489833,0.2670897125993569,-16.044697129733926,Global
22,-4.676586823809481,-8.108869794385777,-6.882983999138347,4.765305153348196,-1.4246158985926227,-15.203355860060416,Global
23,-4.040286146773329,-6.479974873991878,-6.017468348342452,3.378998161082994,-0.09678109359869702,-13.515466108981427,Global
24,-3.5757267270629396,-6.347449062857925,-4.937468296425236,2.0619322814027408,1.1149251708421148,-12.607032551293518,Global
25,-2.0283327557195774,-5.9545593348474615,-5.2478006411572125,1.0477309847155116,1.152947284161615,-11.223742752348267,Global
26,-0.2764841695331836,-6.11326318248144,-5.874400467993606,0.797084210500057,1.005316295250417,-11.755753993221695,Global
27,-1.917489973491205,-4.838810780008457,-5.665105219210124,0.13362856214377067,0.7375982611518327,-11.355981424454978,Global
28,-1.3143039299216062,-5.153912121975037,-4.422354947900547,0.9598825367179022,0.6208242801677968,-11.124280063503113,Global
29,-1.3548208646304012,-4.679357572570652,-5.049144266845077,1.284036495680183,1.8058207637977535,-11.35294716481138,Global
30,-1.404007558432994,-5.616276870712688,-4.304482627221056,-0.11679244142598132,1.5485752959744472,-11.726457878551978,Global
31,-1.463815724586877,-4.986860820030008,-5.476563532494338,1.6180795121165665,0.24610829629171552,-11.981982002318222,Global
32,-1.2546841922328011,-5.28516088540887,-5.0668727025581335,0.6304975731852677,1.1143091195840302,-11.368692539020572,Global
33,-2.480215104305982,-4.290581608560411,-3.846081673613164,0.7429407595390691,0.8648730033834662,-10.422992380486976,Global
34,-2.137410913184275,-3.7881798167108816,-2.9692349491427126,1.0709481900830433,0.9156942270921121,-8.367971428360484,Global
35,-1.7214475554130373,-3.264263284913571,-1.9925409942388925,1.4522636295803073,1.0246436578079852,-8.245861386670027,Global
36,-1.7019431886469838,-3.091171521091045,-2.5914029074953557,0.9283329941509784,0.7612750034549479,-8.248200809037023,Global
37,-2.0444086056715762,-3.705681093592456,-2.1865464892472124,1.2374765951832971,0.4686094460828131,-8.830843472065354,Global
38,-2.0541696824762243,-3.0842958709655197,-2.669374554086524,1.4188873845091892,1.6689270025826741,-9.012531310033388,Global
39,-1.1839696016937122,-3.7438402595587497,-2.482872066013624,1.1704828229056077,1.1909254364036452,-8.814232063967118,Global
40,-1.987512451503364,-3.393204011801804,-2.31008922795441,0.9039262915388955,1.1235069246323488,-8.361454883360596,Global
41,-1.969896862297123,-6.237845633447418,-6.679649688948769,0.26566966624455723,1.3586283796115215,-13.149553265616955,Global
42,-1.8381468484822057,-3.2975749614560397,-2.6906513987691847,1.5501695491529912,0.837482094384893,-8.989909867468894,Global
43,-1.73204410432206,-3.527501481256943,-2.8931062323366166,0.5733914586945005,0.7862633065208433,-9.081357522144044,Global
44,-0.8659915817799408,-2.9343250125369593,-2.415806085628997,0.385720056862084,-3.272734371710495,-9.083831889589641,Global
45,-1.2667981165586544,-2.5165962668539836,-1.694662960880005,0.9644442224892075,0.6633239041567515,-7.259491032303938,Global
46,0.8691630401219186,2.9063344479457243,-8.012449050853515,-4.654799611472022,-1.2266512513521803,-12.894399720857407,Global
47,-1.1636659450131923,-2.274906596999718,-1.7054975894657853,0.8243765700842873,-0.03133297281948999,-6.3166343037006385,Global
48,-0.954159539594379,-2.0482352988485366,-1.698009174210571,0.6530335486914931,-0.8689228016342421,-6.058904623443869,Global
49,-1.3855176495985864,-1.7533809998478957,-1.7491032705987501,0.626267460713194,-0.5909448678404022,-6.744110268450937,Global
50,3.779241793609117,-5.759794776139621,-10.053724316038608,7.744289427983894,3.5414699675723895,-16.389934805032574,Global
51,-0.6993991936831148,-2.292420940730035,-1.3044186028694262,0.9622842751440233,-0.6656918241759383,-6.467761781516948,Global
52,-0.55200866730691,-2.1522796611852733,-2.002146465564154,0.566038095056104,-0.5517319259734106,-6.771329954595737,Global
53,-2.0000784257954507,-2.7977407280436033,-7.1489579392377784,1.6450962318102498,-9.690930426042105,-15.05587780903505,Global
54,-1.1728982091746698,-2.535094009760327,-1.5731388481059079,0.4981528756814915,-0.8940939514671514,-7.193338876441247,Global
55,2.6795175076093187,9.777050400117439,-14.175387167410694,-0.8509973606540306,-7.38229985382765,-18.035275713368435,Global
56,-0.9290896710590225,-1.967810958374997,-1.8684321248912699,1.2309015037252562,-0.9236852127309423,-5.7293456909641165,Global
57,-0.8590685105467414,-1.8146308665513795,-1.6980558435656545,1.148313371296701,-0.6555458795553332,-6.186771716982342,Global
58,-1.5452393934101494,2.2008287371390196,10.395932041918357,1.7301529581142745,-0.34357676060149345,-14.50842820596983,Global
59,-1.9286690084174545,2.8751340359625246,-2.788835512366365,-11.457676906747512,-9.080021637136262,-16.196967187811964,Global
60,0.5183085503435265,4.279888936790208,-16.814233521467955,-6.15585286926618,1.2640096981249727,-17.943339444975333,Global
61,-0.8270842590705517,-1.9807749691668548,-1.9612332973455704,1.1096271022228135,-1.580994026847628,-6.488978323263286,Global
62,-1.0768517949818437,-2.267601619649315,-1.9798345996526552,1.1416263958077473,-0.77007645383015,-6.413005541543807,Global
63,-3.3930260591871715,5.883706658312782,2.710863366889349,9.46712462791438,-5.646117655078022,-15.903769397797737,Global
64,-1.00889079285636,-1.8972532690696275,-1.6231024880415448,1.293916812060917,-1.1547215680504623,-6.384427370683547,Global
65,3.6356856911841646,-3.907493420473262,4.239519108854907,-1.0547159807908741,-9.589076892220909,-14.694998535651004,Global
66,10.471847800851364,-6.812916877844547,-1.0113973564572092,4.646864412266744,-2.698698576222995,-15.911400166600853,Global
67,-32.768,-30.768,-32.768,-32.768,-32.21841239486071,-21.5482724958668,Poor
68,-30.842468509433168,-30.94035734020612,-31.027572555673203,-30.803582408038622,-32.70404033670885,-21.027801444781595,Poor
69,-30.768,-30.768,-30.768,-31.92055791000348,-32.768,-21.37629974624145,Poor
70,-31.175662220863448,-30.834097381078735,-32.74143866639824,-31.145500922919165,-32.749064251738346,-21.332014551831165,Poor
71,-30.925858857682716,-32.39079367927067,-31.060001460721494,-30.845799412668754,-31.804396569940184,-21.203640332813062,Poor
72,-30.791731738852945,-32.177830365856536,-30.861703885016112,-31.237574330453686,-32.44079038951676,-21.57881013544233,Poor
73,-30.7706929395752,-32.43256242153932,-32.21260830426755,-30.787252641422405,-31.26431752861333,-21.759746933707877,Poor
74,-32.46660451506992,-32.76187902568565,-30.899777820877713,-31.48457781549759,-31.318676400015725,-21.94414626929987,Poor
75,5.381111313055747,0.7579881005614979,-5.763406277561533,-10.975723134713515,3.434206941113807,-16.082598057844578,Global
76,3.2523804262907134,-2.99551934753789,-5.192393690009055,8.476103255721547,-4.981036531623985,-14.551404157183992,Global
77,-0.7264607195116793,-1.8058879395938994,-2.1073247550978746,1.1611310167642568,-1.051916420610415,-6.1544485966256985,Global
78,-13.034390675858763,-0.8501889914681016,3.7885687268361394,0.9650316440903879,0.7617375374271731,-15.051976823655648,Global
79,-7.062605513980074,-5.895503685579882,-1.0871710294008459,-4.424506166853412,7.9250239857884495,-14.776319907710358,Global
80,12.035788878052188,2.1782570553234706,8.302015543469345,3.9724659882628472,14.816940138875651,-18.100150696403674,Global
81,-0.6969390616671616,-2.100692612285561,-1.8122157990237362,1.1453387731038653,-1.011610951667398,-6.1156637340871995,Global
82,-1.0413721403291614,-1.8764083963609612,-1.9657590595283367,1.073936502215602,-1.0022638374589434,-5.292031073518608,Global
83,3.074504159512607,-6.835646077588745,1.635227327670016,1.6106235554047714,8.79250449314791,-14.695267644115107,Global
84,32.125439203659624,-26.10496156291324,28.89002389829202,-13.446643601731164,-10.68123895105078,-21.350583579886795,Global
85,-0.7623480091336827,-2.4079207625315484,-1.4647189973874686,0.7135055110651082,-0.09073797904738985,-6.635505905824356,Global
86,-4.991087574632619,4.651468669721481,2.3542327393124225,8.267132660177722,12.71195659331594,-17.36643367134508,Global
87,3.3809261004930136,-9.529332931824726,-11.996542664948066,1.9643463167282178,-0.9372204694372996,-16.601525288050293,Global
88,-1.2379479940988278,-1.761547879751664,-2.1392033323378623,0.9832634562271657,-1.1462025874433854,-6.3363531991487925,Global
89,-3.3589842458875054,-7.61687257425244,7.746238656549018,-3.314171978057608,3.8965031499110623,-15.341981782779305,Global
90,27.587675130392725,-8.174320195604079,-18.99512893557662,-19.352344691806067,-13.158277969613845,-21.12060913189019,Global
91,-1.2337956195261874,-1.9164752054216727,-7.326569086315313,-0.49191931506648245,4.198666266977057,-12.617546287250955,Global
92,0.48433489446058076,-10.567612053750054,-6.148206612641953,3.8413812857869516,6.639090607738282,-16.467350604543483,Global
93,-32.41434469852534,-30.88426424521641,-30.816131020645408,-31.238468283874163,-31.96290996731756,-21.3746559867119,Poor
94,-32.768,-30.768,-31.7215538010211,-30.768,-32.768,-21.62724156589226,Poor
95,-30.768,-30.768,-31.743185824455065,-30.768,-32.08797880844431,-21.421732910122028,Poor
96,-31.253517278653657,-30.768,-30.768,-32.768,-30.768,-21.590203201600552,Poor
97,-31.102289029637067,-32.102536993379665,-30.785492157597965,-31.049496505598906,-30.798869407947024,-20.829232271643665,Poor
98,-31.85322724064138,-31.898109942572937,-30.768,-30.768,-30.768,-21.261867058625562,Poor
99,-32.691128105998914,-31.983522655878573,-32.39690287243284,-32.467874544658756,-30.79390015176289,-21.84551871055072,Poor
100,-31.400611326150205,-31.92308262249679,-31.031996236826494,-31.4858599982083,-30.798908932969738,-21.605526995170344,Poor
101,-0.9855251259852056,-1.8852304748895288,-1.9040528865657527,0.9783396695752303,-0.9700027935214729,-5.174712670390857,Global
102,-4.017888811646291,-5.8201578251839585,-4.456789748498036,5.97697698494553,-5.156709971985503,-14.074850564638545,Global
103,-0.9951496737603022,-1.8741699875363182,-1.9409505702765044,0.9676576651774507,-0.8990653508455128,-5.2281661892921285,Global
104,0.5713918223934619,2.0599043119473843,-7.522298838106818,-3.913628572551151,-0.7823273881733613,-12.578903166186807,Global
