x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value
0.14227828600258186,0.8053017358125399,0.20307674539038156,0.5537065029860052,1.0675332840203549,1.8916071568864803,0.19030668447648014,1.0819755037360221,1.7728078338197444,0.601393317759297,0.12119501723804649,1.7913671075614885,0.019802891508137632,0.9101057339850327,3588.949915383428
1.4030927941209352,1.224186783823161,1.9347106815198059,1.1218700259380268,0.6728247725061983,0.7584783046667748,1.1551176590790868,0.2306707969807592,0.05983184304026701,1.7649925253436531,1.0050560579128145,0.15662666328368768,1.1396566170119842,1.199161818785913,1918.4172976647033
-8.101688006315996,-8.716832542607854,-9.843090423692354,-8.614765300484084,-8.258380198441614,-9.057762978463694,-8.182483422340887,-9.607069397186336,-9.011068091802617,-9.906239993222622,-8.081025122427935,-8.177481139843609,-9.674221433041922,-8.74652691625751,10238692.43631044
-9.225871797543952,-9.553666246272872,-8.265567122059295,-9.33852518915626,-9.396425006542009,-8.150890514640132,-9.266499195751534,-8.694320886941156,-8.74849839911591,-8.16150792310832,-9.355615343465699,-9.063976388563837,-8.497051253812938,-9.028432779892524,10242431.722879613
-7.047590451381374,7.854382513321561,-7.3615514498034385,9.623250915648477,-2.6853731059195196,1.2033088833331966,-7.53698198195319,4.455029855504469,9.139989659779094,-6.9070626297980775,-3.5292758162424303,-9.038821748113346,-6.258141101280168,7.250632625473838,4058540.3283926933
5.405726662762888,5.018682548410725,9.798407284251404,3.474401301857883,1.50282694781062,8.683781942800714,-2.262671823849791,0.4375549662680669,0.11820990686560684,-4.641636905320283,2.05568937716993,-1.48905014898941,-2.183525277116278,9.35855048729654,1606986.9532004106
5.59779656112565,-6.716742680070338,8.245262801006042,-2.722765455705618,8.722201663002476,2.376642629129851,6.948790680555781,8.094067618669214,-3.307713686497906,-8.103786937259352,0.1102795689472309,-4.360216626236353,-4.155243877341568,7.244170988707282,2491544.023814178
0.657391423611223,3.9951461808689928,5.270589427195549,-1.564259914172581,2.577435678329243,-4.398323412458945,-9.916256742561158,-6.067455704835196,-6.180960126554062,7.043447993392444,4.660537673224203,9.311975652205444,4.4394975333631255,9.60248290983263,2473469.590295988
7.465273172258275,5.410818553610596,9.96674372894078,4.70091473051205,-3.1891648919794164,1.8846191168769444,4.157731219797551,5.687499586191018,9.478257622893668,2.265244830395739,5.826992135454102,-3.6225185524584536,-1.737328646215932,1.185009515099205,2253561.597564921
9.944067867941566,-3.2075413667186954,-0.5128270063289868,4.769775331493978,2.915991549909478,-5.904010632736565,-0.2799760697904148,-7.834086671063478,-7.008302384542169,8.46927347616489,5.77373204240943,-3.9938854742142293,-3.8494977945507998,4.355577969948413,2503561.456675603
8.708660150775195,9.320075061528698,2.150068482228205,2.3421933755701936,2.6974174805840363,-1.325182897651235,-9.973058178945442,-7.53854525536565,9.058625775741287,3.885791172502074,-5.10526457022817,-0.5403319152770987,-8.842856081636514,-7.372378339586671,4019496.3250457994
8.191265760693831,6.873924098787391,8.222111003340117,4.939592560166393,-3.6230767644848694,-1.036591814213292,-7.211492667097346,-3.2570574589999097,-6.13064902174316,-3.040525137824341,4.858679126193632,-7.434410813773988,-5.976665522723237,-5.701877922989089,2157035.207585793
