x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
-9.18769096318128,-8.461108119872138,-9.639301902994431,-8.848218116548894,-8.595292653459355,-8.99863381165898,-9.034839514872697,-9.537321711247051,-8.93589856860822,-9.074801141528118,-9.072018207402417,-8.390233009528943,-8.507643935478178,-9.302739896724852,-9.03110952508982,-8.449461598693302,-8.86959792077352,-9.240740976325565,-8.861870164290671,-9.123373093010786,483.78580233890216,16
-9.243113595583532,-9.03794409909276,-9.051033351594276,-8.848732256171207,-8.9929007148682,-9.339325810193664,-9.151123904864598,-8.824522747077818,-8.610226080807907,-8.60304555204046,-9.11587958857973,-8.69214589177,-8.139951036199427,-8.45360940948881,-9.19073907441271,-8.796793725540565,-9.29944221286978,-9.274314872875573,-9.37635600661544,-8.498414050110465,486.43216174317035,34
-9.04185070073383,-8.31263424932128,-8.973981464203282,-9.307686481471148,-8.464902818513234,-8.621329580917987,-8.975025538307166,-9.251512880269514,-9.418863022355472,-8.87486861134757,-8.804268262847646,-8.367593724480338,-8.916053535934637,-8.889118410292927,-9.29029311005893,-9.297700430966378,-9.31926043967689,-8.742006324837591,-8.970998943325341,-9.376446688339547,474.48180494152825,35
-8.636390472227436,-9.301367813528156,-8.60674156825246,-9.824656713915745,-8.608338916850974,-8.593915089370443,-9.318407837483697,-8.76251327844281,-8.777841814989355,-9.123254475240385,-9.2713030982991,-8.821351887027816,-8.785332299636432,-9.03032749533221,-9.092645252588548,-9.318847804553185,-8.717146559051477,-9.084717015564822,-9.077914121673224,-8.872515446614475,500.74814433719763,37
-9.735395393257324,-9.767402973847243,-9.028743416025225,-8.905188462657188,-8.703916337355407,-8.67362375083135,-9.332436906858195,-9.056615291591145,-9.500850561511992,-9.038312734650743,-9.092349801183984,-8.983573716595131,-9.009282553487408,-8.60913059707442,-8.986408911913873,-8.779653835935203,-8.567860486375364,-9.163010203088529,-9.018466699610482,-8.47184215940681,559.1908178500247,38
-9.042819783312693,-8.906975267457337,-9.02719150212021,-9.231263922385814,-8.836510634139083,-9.090121291924635,-8.902634596838691,-9.03380066614943,-9.108022573495706,-9.073209658933486,-8.822714832842692,-8.721128171599423,-8.822825601546471,-8.848444695939312,-8.921450118580324,-9.086352323544642,-8.964995620568125,-8.977825171260747,-8.757439371755746,-8.7941695368124,441.88538256567534,37689
-9.042819783312693,-8.906975267457337,-9.02719150212021,-9.231263922385814,-8.836510634139083,-9.063204509772632,-8.902634596838691,-9.03380066614943,-9.108022573495706,-9.073209658933486,-8.822714832842692,-8.721128171599423,-8.822825601546471,-8.848444695939312,-8.921450118580324,-9.086352323544642,-8.964995620568125,-8.977825171260747,-8.757439371755746,-8.7941695368124,440.4553987342104,68877
-9.050553008510981,-8.909684920283526,-8.925106908106848,-9.084127531538332,-8.92560899492047,-8.804955265335543,-8.79846676476594,-8.76988911281806,-9.133323394708633,-8.952999438906591,-8.936718411000705,-8.956832518199585,-8.854554547893555,-9.054785725290222,-9.007740505485785,-9.01110193848445,-8.887052474079205,-8.826690065842007,-9.055645214599608,-8.835517766768659,427.5803574758652,95918
-9.017156528672649,-8.940489478748644,-9.15601515957393,-8.922066678522965,-8.872904837027802,-8.876551581325398,-8.94184716125765,-8.8150101298364,-8.930999561483768,-8.865992422237976,-8.855611247365456,-8.881826579398332,-8.895279087238272,-8.965018775362127,-8.910277281956944,-8.96863914771343,-9.10419852482471,-8.961533370981604,-8.823937083933913,-8.749395430392209,415.05820696561705,131043
-9.118875840638184,-8.890562921313672,-9.06686506900848,-9.028233935822362,-8.792957737209287,-8.883664392594877,-8.851667099371616,-8.884591115645556,-9.071240566175469,-9.086728464784272,-9.142284211170479,-8.99594286036501,-8.996366331147346,-8.932872388151454,-8.729178233352167,-8.889197203035264,-8.842165971190783,-9.141956892478232,-8.803137385621046,-8.844797264075153,439.4740443075442,163322
