,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10,u5_l2
0,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736
1,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736
2,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736
3,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736
4,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736
5,3.641792098845649,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.648699319489237
6,3.581087300273371,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.6176679880124833
7,3.5730843522596856,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.5543570285779484
8,3.53033697356814,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.501810238706599
9,3.494126263113845,3.567915669615879,3.5118205089252994,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.484255831821607
10,3.45702483540328,3.567915669615879,3.4160873929619253,3.546241457744409,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.484255831821607
11,3.4474708307197206,3.567915669615879,3.413268847250976,3.483272516364535,3.5322249525829985,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.484255831821607
12,3.4474708307096638,3.56791566960562,3.4132688472407176,3.4832725163542766,3.53222495257274,3.5266576167262302,3.56791566960562,3.56791566960562,3.56791566960562,3.56791566960562,3.56791566960562,3.3893614036499145
13,3.4443412773806235,3.564456625545418,3.410076702845097,3.480080371958656,3.5117208271135145,3.52346547233061,3.549869552684753,3.56472352521,3.564456625545418,3.564456625545418,3.564456625545418,3.375772630715766
