,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10,u5_l2
0,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
1,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
2,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
3,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
4,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
5,2294.156699004345,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123
6,924.5470005665304,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223
7,802.394862750822,1786.9202998996327,1169.5201444082957,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1169.5201444082957
8,802.394862750822,1618.2844874709826,1039.4707251612865,1291.1817052031613,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826,1039.4707251612865
9,802.2413288444254,1492.1716842600156,1018.2095327692102,1196.3001307589943,1439.08883541669,1492.1716842600156,1492.1716842600156,1492.1716842600156,1492.1716842600156,1492.1716842600156,1492.1716842600156,1018.2095327692102
10,801.4678739743315,1425.6394106966932,958.955265517352,1166.430670580831,1337.4348702797902,1364.7550936091536,1425.6394106966932,1425.6394106966932,1425.6394106966932,1425.6394106966932,1425.6394106966932,958.955265517352
11,592.8729768689017,1372.505260233447,768.7573029848085,1064.136216843183,1284.300719816544,1276.2536538720458,1310.3329092835672,1372.505260233447,1372.505260233447,1372.505260233447,1372.505260233447,768.7573029848085
12,557.8745937367923,1191.7691022615325,733.9534451188042,877.9205957989183,1098.5159895004865,1128.309746439083,1126.5156173499715,1150.588998906765,1191.7691022615325,1191.7691022615325,1191.7691022615325,733.9534451188042
13,552.226394503179,1155.8690168846,699.9159584281343,834.5698221089647,1012.7395606092766,1092.4096610621507,1090.6155319730392,1114.6889135298327,1155.8690168846,1155.8690168846,1155.8690168846,693.4337541969327
14,541.1368659406153,1123.9586105112098,690.752740660548,802.3643008046297,952.6346288287986,1021.408490938204,1058.7051255996491,1082.7785071564426,1123.9586105112098,1123.9586105112098,1123.9586105112098,673.8224421791047
15,529.3503208173664,1058.7391937265393,671.657697933909,765.2505700092647,878.4157846289604,945.5271318474894,975.5939431758238,1025.8405646824986,1058.7391937265393,1058.7391937265393,1058.7391937265393,649.2335612126153
16,506.8296502464026,1010.67951308691,631.9963504292526,735.6393686934293,829.2141054410273,897.1842679065585,898.0417143467038,977.7808840428692,1010.67951308691,1010.67951308691,1010.67951308691,616.0568587265572
17,497.87813051601614,986.1625230147904,619.904668325329,685.0238142483597,781.6982842242195,869.7916611442539,871.4939247214818,921.8899965357627,986.1625230147904,986.1625230147904,986.1625230147904,597.4830091674266
18,488.0382045663181,946.24322167952,591.1974573533897,666.698464649663,717.852474562457,796.8816871131162,828.5870925233609,880.0363410656,915.8190822438752,946.24322167952,946.24322167952,575.7194717819204
19,473.2309718826058,887.4251261394049,576.5253462220815,647.4882418703241,683.0982174640644,737.7273261699769,761.8316324863027,831.3901814159221,867.2342645082255,867.8987001305233,887.4251261394049,556.7668161736951
20,470.8565917689887,839.9131098179055,556.4354477778273,621.6294161576799,653.762651133651,711.7495023868807,735.8538087032065,782.4553619362781,841.0075806658637,841.6720162881614,839.9131098179055,535.4450205357931
21,464.3906451631021,816.4892529569199,541.0096043615337,595.1447246025787,626.1344698566418,678.7840173245588,708.1461853988934,760.5802059339621,807.0938464899468,818.2481594271759,816.4892529569199,510.1281539409692
22,445.9420258708096,786.4137558022485,516.4913173724839,576.9959966131928,605.0470158794335,649.8654947722481,669.0441517488752,721.8593049512525,777.0183493352756,775.7245745061829,786.4137558022485,482.2068938998117
23,411.5785646554443,751.8651404070691,494.5470873514969,562.8653299250306,585.9372491938609,627.5973029323965,643.172786405258,649.5060524570808,755.2884041463881,750.9628945914476,751.8651404070691,459.295284245043
24,388.1349384689373,741.4474381707229,478.5738732094658,543.664453328987,576.3826346223465,620.3398901950101,634.0639478639664,639.3014002140096,698.8958423464069,740.5451923551014,741.4474381707229,440.2492002503126
25,372.6160100438095,727.2759045837508,466.6443473259845,516.2500920176689,564.2556928854789,603.0093403860923,611.9883271961629,627.9321054248834,684.3369997371141,692.8275716408081,727.2759045837508,423.7100924680548
26,357.7867773219833,680.8602915720445,448.0218207737898,502.4066669163903,532.6252723829828,583.8953550879756,594.9238189229325,601.3900854578435,667.4499205430538,672.4139351966388,680.8602915720445,406.4160439349577
27,338.64461026082256,662.168742142674,437.5427189710631,486.58232912202686,514.4349296594027,567.3839433430726,571.7293607126645,588.1271740144933,639.321239506302,657.4211296733628,662.168742142674,388.5381915088629
28,326.7603384047844,644.8292066257405,425.03518974691536,471.5974094514555,497.6780333895471,551.3394248592634,553.3126935460436,575.8268061320473,620.9947102496211,639.2252871275547,643.1978549152385,372.9401927027404
29,305.75104870908865,627.303413378031,402.6579493162545,452.8893343695977,482.9745742465252,532.0659710446799,539.0356875452561,559.5130493444844,603.8307409962849,618.0420303689712,624.0912136913222,344.6604108774212
30,291.6352861717312,606.142174478698,383.3094431194361,433.7763803694039,468.10803679986776,515.7166287030368,515.2099620074076,537.7129814704076,579.4479241975293,600.2242434174715,602.5663544788109,330.8794244090058
31,281.3785244767382,580.9042406536967,373.0419277955644,421.326855479502,460.5780342411405,504.689692351007,505.65609051163824,515.8687771158086,560.6607207005289,586.0161362065624,580.9485877719417,319.5415661349727
32,276.7380490442524,569.0845909000877,367.0660848725764,398.6061972471242,450.606697032753,494.2594152547585,488.8012094981641,506.4553986126498,539.9030685017024,568.5954599792815,568.601271880345,308.1900003449134
33,271.20067955486223,552.9954064091303,361.4535247615664,387.3681957527592,436.4595111622058,485.9664008902473,481.0109341529527,490.033089452474,531.4195000842705,554.3301219478982,548.7546595722082,298.6144765372178
34,262.7309975430981,532.1252003062663,347.1041229789913,377.2591669671146,425.27343088751405,462.9814562543344,465.3067776531654,478.98808486003696,518.5733325585597,529.9211180159318,527.4069046714757,283.2243454659397
35,257.9683427454869,512.1490413447733,326.2210299215405,363.8982608120994,407.0878594918724,444.8797133959386,450.404403553304,444.1570145072309,497.1921588740617,509.8209781301643,504.7127284849258,263.9411654193445
36,254.40817107572116,502.3076460346494,316.78726893540824,354.4525016214087,398.4552881172872,435.0851961433923,432.060862559064,429.9142255856803,473.5716550790743,495.6460948518656,495.1619313071857,253.32450442296124
37,250.79569926923412,481.6701834196702,309.58264004877185,342.7855272409626,387.678519003027,427.905387500148,419.10020822776073,419.74606087614416,462.4009842913284,485.03185168341065,485.2447105343125,245.7199096665738
38,243.55640409242392,468.4078905311766,296.44852370015496,329.06199039068434,376.15109987784416,414.069417525354,401.6898570310102,407.7140937036913,448.4778413746694,465.4936994011416,469.79576947574174,233.9212254770917
39,236.3716776214945,454.0505264009269,286.8123120075422,321.93702681602497,366.5222531101544,397.0555907811426,394.0449621281088,401.98257312093824,441.7656323055632,456.4205128041028,458.443546951156,225.30506378643747
40,233.59779973847077,441.80156198243145,280.0047349755488,312.21392968710546,350.4179578115124,381.83538278801234,381.5052952684437,394.0692322244277,427.6531166113895,445.9725166558078,446.8276412037128,216.61874665067575
41,230.23685188728476,433.0435556790292,270.1186158462304,301.4766449115913,342.03498044860464,368.3237913823684,371.5154003147174,377.7174694829853,416.8970454066223,436.877332571272,436.4813998008241,202.99740064054097
42,225.6889523253566,416.5990244696069,264.68959565402884,295.8209493075395,334.299295671436,356.0744511004971,363.6207329530813,365.615482405833,399.2440205478007,418.8585338634882,417.8201934379883,192.25419518448004
43,222.7484171101812,406.5707935322417,262.04007031576026,291.26901813422967,326.660625438688,342.2680214056958,355.0470435662757,355.060363409673,383.0225353989957,409.0423782760221,405.89751578270034,184.51575117286365
44,217.69189530323436,398.6922797544848,256.8804854906116,281.24052215738624,318.3048123673939,333.369758663646,345.79047426392697,346.2293040403533,372.9481428002237,400.44138223088265,398.02435692066734,178.40705374884487
45,213.9232132216032,384.4804223666486,249.56031148931223,273.08679719779093,310.2731724939142,324.93397601802576,338.44370998686463,339.3595347529866,361.5708704664539,389.3935005857256,389.0925564340381,174.39784980018652
46,210.84576872490996,371.8775305334995,243.7117549619396,266.19795293114674,304.5539085096198,316.8654419407915,331.32108773386665,332.45950213340546,353.6085385524971,377.1652293124232,376.19283991528886,171.11938888559743
