,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10,u5_l2
0,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016,6.191297048524016
1,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254,9.57570473065254
2,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834,7.253322806796834
3,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942,6.369596954408942
4,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767
5,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767
6,3.858096604567657,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767
7,3.5310265488492347,4.532572594706767,3.7115207988847914,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,2.759000713658987
8,3.3037402040427284,4.532572594706767,3.6075686994407863,4.469344233119286,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,1.6393371449108998
9,2.904424786814985,4.532572594706767,3.293687724831631,4.3947015236644384,4.466442274329136,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,0.7964136458803809
10,2.4370795593132937,4.532572594706767,2.899888281531225,4.158652654917964,4.344149980112847,4.470444126211466,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,0.6745406728822255
11,2.0531354012463483,4.532572594706767,2.514717009767183,3.871234302727916,4.123056090192399,4.380886952579516,4.477354765671225,4.532572594706767,4.532572594706767,4.532572594706767,4.532572594706767,0.5271222806849925
12,1.7364780845139127,4.532572594706767,2.1769791844553605,3.5885751662962337,3.8976778969640735,4.161120462106773,4.354520667335767,4.455106086562058,4.532572594706767,4.532572594706767,4.532572594706767,0.5395675566668073
13,1.4504450472081272,4.532572594706767,1.8706523126867596,3.334291008140841,3.6405199303408593,3.929279529253948,4.12705586725796,4.285193601182171,4.454947041693873,4.532572594706767,4.532572594706767,0.5485011726691299
14,1.1971713252688,4.532572594706767,1.5929808280603317,3.0763407605023114,3.3415226340383883,3.6759227885762527,3.851914656148432,4.055508546642379,4.303131242176903,4.4515677277232735,4.532572594706767,0.4295882103373349
15,0.9505057991120796,4.415559840061063,1.3443433761721175,2.852954350933537,3.089303675329908,3.3850530092770525,3.5995863347923165,3.78270471928967,4.052596299494451,4.285175062139705,4.415559840061063,0.3193645115945052
16,0.7734975757783152,4.248671945027654,1.1033553465939536,2.659104823632477,2.858512932748084,3.143842536940627,3.354958690174315,3.5466166462172084,3.752943066091239,4.024881893879406,4.243933997500315,0.203540571123157
17,0.6720980769233973,3.96873256588412,0.8876471028361838,2.457591640854881,2.6460659583645483,2.914832037202284,3.118332718875928,3.2853986374471957,3.52769486111132,3.744804539927801,4.044158553115691,0.07193503704072
18,0.5454999850133578,3.6704505134649192,0.6755629007237034,2.256274465851826,2.4248343657686857,2.6951176251662274,2.8798528768886613,3.0545942583247707,3.2638284216906617,3.4661601891697003,3.888616907567103,0.0494801499763848
19,0.3869037832829297,3.3920657819262723,0.5061868025744727,2.0854215011077897,2.2447955470365626,2.473882707003152,2.645809437278748,2.8148418939475057,3.033319419067112,3.1925060755333754,3.759223288830365,0.0388234117518861
20,0.2655041369296565,3.114435731539796,0.386206501374903,1.9198197598292157,2.069388287317804,2.299818526181917,2.452055965005905,2.5892262723115964,2.8013085302853584,2.9571694869587346,3.6450556798707567,0.03087090647403
21,0.1876512285823093,2.866496733176098,0.291893668411161,1.746110962437111,1.8830140913459448,2.124827778191713,2.2640206383467447,2.378638513399213,2.593820244466955,2.7422476229549284,3.564155524819345,0.0286852465817178
22,0.1289123566114177,2.644296717533859,0.1976437813610203,1.580098640944233,1.7138708037207189,1.9358258112040143,2.062109033330409,2.185609815107619,2.384809969473599,2.5284416274882777,3.522863122092246,0.0266844194075169
23,0.0787438806109073,2.423353194054383,0.12940855419848,1.4184351913549995,1.551101296217907,1.7651873949782388,1.8767907546279767,1.9966528681919893,2.182004926787919,2.314712277374938,3.499835481779431,0.0114024424850006
24,0.0418165538705283,2.2104381194621654,0.0970818877027424,1.273883177003664,1.4072540844931984,1.6025695666558846,1.7044917204481442,1.820613702479663,1.9850799060196649,2.109516959999615,3.4757679001690898,0.0018894681815224
25,0.0180649648184722,1.997396976783127,0.0629780437979008,1.1181612437608754,1.2509176900595922,1.4591308053246914,1.5512098354596415,1.652072176188791,1.8084399003654967,1.912472962970888,3.4512304116597967,0.0005466885730201
26,0.0164832287163175,1.8112905567244608,0.0294153997029967,0.989830672154632,1.1193045184925117,1.300769222800387,1.3826636435050237,1.4834557162988222,1.63775015319793,1.7255841141406647,3.418156028814934,0.0003685715779537
