Unnamed: 0,x0,x1,Target,Hypothesis
0,0.648557065322737,0.9314983960859996,-1.2883155288908306,Good
1,2.8436726842759183,-2.687577906842498,-15.30954934064491,Global
2,3.320612174452413,4.769271787960318,-33.772418600555795,Global
3,4.839435406386108,-0.4766797064467232,-23.64735859512161,Global
4,1.1165948186754855,2.8213915095536297,-9.20703403927425,Global
5,-1.0,-0.9999999999999998,-2.0,Good
6,0.924156425694187,-0.6310087910196447,-1.252237193495929,Good
7,0.1401140944298527,-0.1596659924152912,-0.0451251885918575,Global
8,0.5571311953805637,0.043959545136768,-0.3123276104748073,Global
9,0.1482439251493987,-0.6188816890270747,-0.4049908063567053,Global
10,0.0106963015062847,0.308404560367273,-0.0952277837212442,Global
11,-0.2430928208585018,-0.0439797528235335,-0.0610283382113627,Global
12,0.0061728341298412,0.0364374942803277,-0.0013657948706234,Global
13,-0.0520425369440061,-0.1005493790785067,-0.0128186032846415,Global
14,-0.0894313370251884,0.0548807891508707,-0.0110098650599351,Global
15,0.0045317865053591,-0.0197004425273723,-0.0004086445247044,Global
16,-0.0156602511945275,-0.0058359112887457,-0.0002793013280458,Global
17,0.0315500249709066,0.0026462110795155,-0.0010024065087421,Global
18,-0.0001357845072212,-0.0076151982311438,-5.800968153201702e-05,Global
19,0.0154999974098386,-0.0374623403009509,-0.0016436768605292,Global
20,-0.0134398195810133,-0.0086712927528713,-0.0002558200683761,Global
21,-0.0075069894662435,-0.0058096771234966,-9.010723912557248e-05,Global
22,-0.0026271634955583,-0.0290344137810203,-0.0008498991716398,Global
23,0.027032790211354,0.0141506411469096,-0.0009310123914796,Global
24,-1.0,1.0,-2.0,Good
25,0.0977069257173614,0.0352213878028298,-0.0107871894918953,Good
26,-0.0168043680044939,-0.0240822879078496,-0.000862343374907,Global
27,0.0892303155994636,0.0790457403841324,-0.0142102782948555,Global
28,0.1537544832648114,0.0607226378949158,-0.0273276798769462,Global
29,0.0033661845114926,-0.0136235048004125,-0.0001969310812122,Global
30,-0.0245271620228888,0.0312325375102636,-0.001577053076227,Global
31,0.016224082144522,-0.0102517253012317,-0.0003683187130841,Good
32,-0.0011427692105854,0.0391553409804527,-0.0015344466487641,Good
33,0.0325378908019602,-0.0266741644473041,-0.0017702253868021,Global
34,-0.0886374974869892,0.1005464827413416,-0.0179662011524109,Global
35,0.056095599352707,-0.0363855978957623,-0.0044706280009715,Global
36,-0.0017465855127584,0.0471304325144194,-0.0022243282299496,Global
37,-0.1244614886566317,0.1977420700533807,-0.054592588427621,Global
38,-0.0015362555355522,0.003958028403905,-1.8026069916634216e-05,Good
39,-0.0293671791375579,-0.0071002540242781,-0.0009128448177066,Good
40,0.0059399848003276,0.0122733013071387,-0.0001859173444039,Good
41,-5.12,-5.12,-52.4288,Global
42,0.0171422573585902,-0.0086254651476954,-0.0003682556363622,Global
43,0.0629449959224818,-0.0726993113135294,-0.0092472623771427,Global
44,-0.0052774103585146,-0.0044489622203018,-4.764432492983093e-05,Global
45,0.0065016741912953,0.0042662973786217,-6.047306061259093e-05,Global
46,0.0411424900134344,-0.004954878990166,-0.0017172553103127,Good
47,0.004586009161907,-0.0092892624076488,-0.0001073218761112,Good
48,5.182612818231757e-05,-0.0125424383846195,-0.0001573154465795,Global
49,-0.2191674840858525,-0.2648974887605202,-0.1182050656321524,Global
50,0.1450254126588503,-0.0196966426668964,-0.0214203280492172,Global
51,-0.0119827234090612,0.0353507197480151,-0.0013932590470007,Global
52,0.1120244627977861,-0.0811824607401249,-0.0191400721969545,Global
53,-0.0027015008109361,-0.0007827889158862,-7.910865118322857e-06,Good
54,-0.0055157369836527,0.0131703098349045,-0.0002038804156202,Good
