,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target,Hypothesis
0,-8.71171292786333,-9.238503020729766,-8.673904189328663,-9.672698547794493,-8.074784372651363,-9.306676319240468,-8.016498015412784,-9.529884208788708,-8.828611462956685,-9.186619796749598,-9.727531355961906,-8.91172742472364,-8.963647306348308,-8.466289787402989,-10639192.39845092,Poor
1,2.8828707213667,-2.3850302072976692,3.260958106713371,-6.726985477944933,9.252156273486374,-3.0667631924046868,9.835019845872154,-5.298842087887088,1.7138853704331538,-1.8661979674959852,-7.275313559619061,0.8827257527635961,0.3635269365169087,5.337102125970109,-2356317.2342729117,Global
2,8.677002866371595,-8.20593234428145,-6.0845748645994995,9.88387368594723,-5.296390047660222,-5.220272561146979,2.581996616544039,4.699051532862789,3.766887661344075,-9.377385031647457,8.050276864970701,-4.271293441752915,1.1122512761221905,-2.4715951094091366,-3778184.110777927,Global
3,-9.467512704537713,-0.11701756905590699,6.694301869868294,-2.6602533997949473,0.3076422448181617,-0.5524174914944027,-2.2769582308630536,4.882740088805912,-3.2951584066759,1.908765764020572,-3.677332361834922,-3.0749915214370933,-5.1033638308583384,3.9590032996400204,-1225468.9460217438,Global
4,-5.758383372171709,-4.654136633470811,-2.5221184256494418,1.4617701356586856,8.347161574376027,6.379518735098316,-6.736382152810965,-9.516904602902558,5.693072543256768,-4.702852420856027,-3.212658872973149,6.287391702212663,6.14909431720104,-0.12876726402128824,-2314531.5555467177,Global
5,-8.500551048360652,-8.323130591509104,-8.941862513855721,-8.315423147485209,-9.769650089776587,-8.160727732102883,-9.548157084475074,-8.428942562149459,-9.99803502550538,-8.140533217186249,-8.096781305841844,-8.127736439023694,-8.90252757191,-9.64573223322581,-9583196.900588509,Poor
6,-8.852204507261023,-8.486618053762337,-9.83790167497078,-9.78596191443344,-8.599910786067529,-9.540483565769966,-9.783545474455853,-8.167536185014805,-8.433410706929589,-8.545161372133295,-9.17532270610683,-9.091863065454094,-9.761624331152067,-8.963946684976227,-11129304.403001362,Poor
7,-8.156830784396842,-9.53003061839004,-9.129351571763046,-9.230454371580322,-8.223328138528974,-8.82357917358994,-9.858938032884774,-8.835283365202109,-8.081800928377126,-9.110633494281398,-8.688671157366025,-8.257034781276127,-8.773463080738072,-8.239616669579664,-9943250.071815906,Poor
8,-9.466603200756364,-0.1172250150690732,6.693962952129546,-2.6604647164986805,0.3083675279675656,-0.5524952150211192,-2.276166723873497,4.881875762868139,-3.2946889671815707,1.908429379946255,-3.6775595387426274,-3.074594412635646,-5.102836288003462,3.9590605556582386,-1225038.7502576697,Global
9,-9.42717636499339,-0.1262149347550103,6.679274789243726,-2.6695882510092783,0.3398420513386567,-0.5558272198922976,-2.241866599726722,4.844404499693919,-3.2742954577512413,1.8938551019824879,-3.687385570706508,-3.0573465434637703,-5.079935397830202,3.961561048795688,-1206514.298642275,Global
10,-9.084594490897471,-0.2043079652216026,6.551685721540374,-2.7488328718333466,0.6133640753483343,-0.5847354022049595,-1.9438231122465153,4.518836006958532,-3.097061639913049,1.7672415201448555,-3.7727439725585286,-2.907442493480538,-4.880913703826772,3.9833220485086067,-1055796.073136009,Global
11,-8.622840878074248,-0.30936383507328474,6.38008804134638,-2.8552789060470727,0.9824722882823328,-0.6231998790629761,-1.5420450478229584,4.080206316940303,-2.8577863726367085,1.5968259202055388,-3.8875530148832618,-2.7049704130677585,-4.612269576587789,4.013015328820585,-879731.2590341694,Global
12,-8.218156452278434,-0.4007496913743663,6.231000772566099,-2.9474585370318125,1.307373217585776,-0.6553526024311994,-1.189668725047074,3.696482337736478,-2.6469031946828534,1.448307437687374,-3.9874242600098877,-2.52620958688953,-4.375634786529744,4.040255125184358,-748501.3770281024,Global
13,-7.803449903782015,-0.4921664134152671,6.0825088839157235,-3.0386956513205288,1.644686141003237,-0.6836352165502398,-0.827536411551095,3.3055989102697656,-2.4273223854160095,1.298847443408165,-4.087574634492185,-2.3390945979870894,-4.1296371219304016,4.07208301003215,-634119.804269868,Global
14,-7.405595468420739,-0.5728713426625611,5.9535542880392285,-3.1168931028722606,1.9815561063304814,-0.6969266620963569,-0.47649403129637236,2.9380502116339757,-2.206462102870405,1.16408526081383,-4.177266036198058,-2.1479235406670423,-3.883394835235405,4.114804825728224,-541927.8770246571,Global
15,-7.04311848098508,-0.6241260719196503,5.879119045764084,-3.1596947426511237,2.330102878703349,-0.6661745001822907,-0.14449032959463542,2.6269546668957173,-1.9738119418277387,1.0688261815141478,-4.239455925211003,-1.9376080437068919,-3.6275678311463344,4.192398064940407,-472798.201235047,Global
16,-6.816266553320834,-0.5904545732711183,5.959658917281836,-3.1038106147698525,2.6708374678139624,-0.5214127316953915,0.09985159514407002,2.5021847455217316,-1.7363105994245591,1.0904930398513988,-4.221646040253991,-1.7000255181486112,-3.3754345852459844,4.355026916328159,-441889.3107408791,Global
17,-6.811589307481029,-0.5703725104848419,5.998788240857579,-3.0785518137537133,2.7141160017384274,-0.48152367796222384,0.11579016499654991,2.520029692217528,-1.70439863696646,1.1149047973212527,-4.204787346900229,-1.6639166904226608,-3.343165165159997,4.392016964157025,-443490.4707911922,Global
18,-6.641959650581334,-0.6547392236540068,5.847522926602078,-3.170613195019562,2.762361436948557,-0.58140262167356,0.23592283164526162,2.313870899092467,-1.679200858652062,0.9957831864164979,-4.282371661394889,-1.6629355097657346,-3.3076499471695415,4.323445577134275,-411857.3423272516,Global
19,-6.164575855967673,-0.7913293907579115,5.619087632450389,-3.280828254472258,3.0668587304913597,-0.6685350981424761,0.6210738823835569,1.867351155495322,-1.467048724303883,0.7861895978246789,-4.391490825801036,-1.5033132429541702,-3.0697354029830706,4.303782556606086,-344756.0914080805,Global
20,-5.772349477749459,-0.9119570457493449,5.42310917329742,-3.3054602532629667,3.2346583321881575,-0.7510156256359001,0.9016043106593878,1.5829365739394705,-1.303349832305222,0.6070122039125568,-4.411474634054346,-1.4050923700974924,-2.89687730873629,4.267425449758646,-296504.1105644909,Global
21,-5.186161412997562,-1.1039479050725562,5.142149463357209,-3.0266380569745444,3.1733157871597455,-0.8757670712546084,1.17949565445272,1.5421215772218562,-1.07140746084388,0.3396761170362683,-4.118611568546151,-1.3624288116760528,-2.7034878480812896,4.1681997163627225,-222193.91417653143,Global
22,-5.001676950483402,-1.1746340705176814,5.058061604864423,-2.7204403987942034,2.932233499749705,-0.9195048779225745,1.1667454401240154,1.7955245655799097,-1.0097665766834338,0.2533238176153977,-3.8023563575132298,-1.4246039599209257,-2.690479414004007,4.102044298506001,-193059.80891741894,Global
23,-4.999790856790504,-1.1885866875056024,5.048476261369908,-2.5715796917957157,2.7646373340674426,-0.9333152442977005,1.0927978560816178,1.9769133081668044,-1.0244108923648165,0.24341986331662835,-3.647460343673173,-1.4864291699693088,-2.7309927202131288,4.066661922224504,-186989.85783033088,Global
24,-5.025358058868656,-1.1952380810541763,5.037166876025518,-2.5462287777795765,2.6959353415556224,-0.948457578479348,1.0487971462757744,2.024607065749558,-1.0509598946481673,0.2390115300021727,-3.617795223358952,-1.5214512558530775,-2.763897601565042,4.041668344274962,-186901.862731634,Global
25,-4.990756855346365,-1.1861080390896412,5.060058540082913,-2.519126096913905,2.7217394826226644,-0.9337870682076355,1.0845114569137664,2.046586459659846,-1.0228333944259593,0.24799305366947283,-3.5930039511292784,-1.5019646759012621,-2.7388454725823728,4.069089594272997,-185547.94124439504,Global
26,-4.870496442833197,-1.1413169876807299,5.167121809219417,-2.5425908577634053,2.7138616047733235,-1.0418495740377034,1.2900300188251137,2.202674010920971,-1.0612736692824805,0.29071228624014517,-3.5756936151793934,-1.5961761794692628,-2.8019130670942376,4.160643859155473,-187263.7329476826,Global
27,-4.914498872998125,-1.171434083402513,5.103786495360626,-2.4458998261735045,2.7255679156290142,-0.9287999641326291,1.1538209951926122,2.1372809775275985,-0.9841552157687181,0.2621371794748188,-3.516850363912311,-1.4956794494076795,-2.7138620337087165,4.114708929203615,-182102.32083644814,Global
28,-4.6768733539795075,-1.2481539019636698,4.995152409714177,-2.265708340257989,2.6804616887447064,-0.9422482072072144,1.2316047130909031,2.164056653558174,-0.8627279583584098,0.15903487758858428,-3.339840398324949,-1.4568356353458447,-2.6147693399240906,4.073498596367883,-159248.02497326452,Global
