,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,1.0,1.0,0.25,0.0,0.0,5.0,0.25,0.5,0.25,0.0,0.009403264942854497,What they knew
1,1.75,0.0,0.5,0.25,0.0,2.4000000000000004,0.25,0.75,0.25,0.0,9.314714551817353e-05,Global
2,0.0,0.0,0.0,2.0,0.0,4.4,1.0,0.25,0.25,0.25,0.38478202672511697,Global
3,0.5,0.0,1.5,0.25,0.5,2.6,0.5,0.0,0.5,0.25,0.0008962691962255525,Global
4,0.0,1.75,0.25,0.0,0.0,3.6,0.0,0.5,0.5,0.0,0.025763393096164124,Global
5,0.25,1.0,0.25,0.5,0.0,5.0,0.25,0.5,0.5,0.25,0.045438117230714364,What they knew
6,0.0,2.0,0.0,1.0,0.0,5.0,0.5,0.0,0.0,0.0,5.312993220622016,What they knew
7,0.0,1.75,0.0,0.0,0.0,5.0,1.25,0.0,0.25,0.0,1.4648806465709727,What they knew
8,0.5,2.0,0.25,0.0,0.0,5.0,0.5,0.0,0.25,0.0,0.13590304488196592,What they knew
9,0.0,1.25,0.0,0.0,0.0,3.2,2.25,0.0,0.0,0.0,0.2464534644360078,Global
10,0.0,0.0,0.0,0.0,0.0,1.6,0.0,4.5,0.0,0.0,1.0117706574124678e-19,Global
11,0.25,2.0,0.0,1.25,0.0,2.0,0.0,0.0,0.0,0.0,2.570821009570171,Global
12,0.0,1.5,0.0,1.0,0.0,4.4,1.25,0.0,0.0,0.0,2.7288927471278224,Global
13,0.0,0.0,0.0,0.75,0.0,4.800000000000001,0.0,0.0,0.0,4.0,4.602224942622213,Global
14,0.0,1.0,0.0,1.5,0.0,5.0,0.0,0.25,0.5,0.0,0.6621578904470306,What they knew
15,0.0,1.5,0.0,0.0,1.75,5.0,0.5,0.0,0.0,0.0,6.184659994550781,What they knew
16,0.0,1.25,0.25,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.894035055526458,What they knew
17,0.0,1.0,0.0,0.0,3.0,5.0,0.5,0.0,0.25,0.0,1.305438477148286,What they knew
18,0.25,1.5,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.24441867412348342,Global
19,0.75,0.25,0.0,0.0,0.0,5.0,0.25,0.25,0.0,0.0,0.062334300415098146,Global
20,0.0,0.0,0.0,0.0,1.75,3.4000000000000004,1.25,0.25,0.0,0.0,0.06287013667091293,Global
21,0.0,0.5,0.0,0.0,0.75,5.0,0.5,0.5,0.0,0.0,0.10203406524979461,Global
