x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target,model_name,level,iteration
0.79809296,1.0333583,0.04986077,1.8801588,1.8917083,1.5934625,0.83002824,1.6405139,0.45808676,1.819175,0.23667337,0.15044479,0.818442,1.9201349,0.41860327,0.38790435,1.7818888,0.87733686,0.71395886,1.090738,-3.647265,Good,Local,1
-1.2555176,-1.6180614,-2.2619185,-2.5400004,-2.5310411,-2.4434514,-1.6720319,-1.9190284,-2.9794772,-2.481294,-2.7890182,-2.1250305,-1.9814898,-2.2814152,-2.2701216,-1.4025115,-1.2955196,-2.8625455,-1.8045206,-2.9974766,-118.49904,Weak,Local,2
-9.961102,-8.453306,-8.269903,-8.380618,-8.666878,-9.269495,-9.27261,-8.863865,-9.472702,-8.543747,-9.959071,-8.438086,-9.723174,-8.203772,-9.803068,-9.944069,-8.080264,-8.182348,-9.694051,-8.706028,-653.40125,Poor,Local,3
5.7473555,-7.31188,-5.620802,6.3858757,3.937954,4.608637,-5.3449063,8.056591,-2.2000432,2.3540936,0.024170876,-5.3408775,7.969389,-0.21116352,4.303957,3.937519,-2.77533,-0.6816616,6.0222034,-5.202775,-165.33684,Global,Global,4
-8.206782,7.985962,1.6892891,7.6403027,-9.25052,-0.20741558,-8.750938,2.1662025,-2.2857847,4.9416876,7.7895794,-7.0497656,-2.7830658,7.743866,-7.904571,-1.9339018,0.6059561,-9.168804,6.9755154,4.1135874,-185.51187,Global,Global,5
0.20843972,0.96922517,1.9220574,1.3266009,1.9528129,1.8190808,1.9890326,0.9493211,0.70583826,1.7389274,1.7312845,0.50976276,1.8264107,1.4032044,1.609623,1.2444906,0.77038497,1.4506618,1.2689323,1.7347809,-4.747094,Good,Local,6
0.36530867,1.769887,0.35766953,1.747895,1.9503354,1.386221,0.9290796,1.612107,0.01936013,0.50923586,1.6377827,0.012300344,0.29998952,1.2494581,0.3254782,1.332582,1.0158272,0.30726573,0.62359273,1.9877841,-3.210105,Good,Local,7
0.51197994,1.5532994,0.20456113,1.8037012,1.9311676,1.4424967,0.85738754,1.6421708,0.14269976,0.8986366,1.1733634,0.042029545,0.41997388,1.4670668,0.31137833,1.0226066,1.277582,0.45520797,0.6322596,1.702146,-2.6859267,Good,Local,8
0.6119995,1.6880649,0.2768305,1.9197278,1.9230471,1.3414779,0.6948156,1.8160655,0.0010597612,0.77775687,0.7949021,0.00048849825,0.31860018,1.5154846,0.08048917,0.945019,1.4198585,0.30742052,0.478258,1.6539668,-3.156175,Good,Local,9
0.48521942,1.3221387,0.0,1.7487873,1.9312367,1.5599114,0.6972497,1.5166472,0.3224677,1.0774428,1.6509631,0.0,0.1712738,1.5160307,0.306847,0.92737955,1.3135036,0.4611827,0.7357139,1.6454245,-2.809856,Good,Local,10
-1.6237738,1.1452435,2.1063693,3.3577497,-2.0776446,1.4310987,-0.97016865,1.7154245,-0.6564203,3.8459592,1.5794957,-2.3770983,4.1513243,2.8796256,0.61882913,0.74804205,-0.4816531,-1.2335755,4.5676856,0.36964875,-30.743402,Global,Global,11
3.1955304,1.4745479,2.232746,-0.5350441,0.24302268,2.657811,-1.272468,2.7993078,1.1505363,0.813239,0.030432519,-1.728779,-0.08333278,-2.0448887,2.3889055,3.4218905,0.32014233,1.2806321,1.2329948,-2.5797567,-20.870243,Global,Global,12
4.0616436,-2.9489217,1.8753892,-0.06895277,1.6964517,2.5383396,0.671629,1.8594536,-1.2739562,-0.66639715,2.958688,0.5519598,3.3852048,1.3859526,0.41819063,0.48085135,0.72666645,-1.5503831,3.885843,-2.0649152,-21.531212,Global,Global,13
3.5413368,6.392599,-0.4650052,-0.9888381,-3.8614986,-1.2231733,3.8033166,-0.30057392,1.5144362,1.3655466,2.4499474,2.58255,0.07481752,1.3945926,0.85975575,4.835946,5.02409,-2.3436468,3.6732771,0.37347677,-48.66625,Global,Global,14
-0.51582086,9.5219345,0.6821095,-3.56478,-1.7486181,4.8286695,4.648627,2.0653841,-0.29207283,-1.6609485,-1.550415,0.39053163,0.013940448,1.9032536,-2.3305702,-2.5351694,0.65368354,2.5632567,1.7624432,0.92428374,-96.14458,Global,Global,15
0.48440382,1.5393957,0.0,1.8030815,1.9300995,1.5334466,1.2129533,1.6132754,0.24070984,1.0771953,0.93706447,0.0,0.68244636,1.4413383,0.5978015,1.0396479,1.1813686,0.7877618,0.76758146,1.59882,-2.5071876,Good,Local,16
0.46799806,1.466041,0.0,1.5667448,1.9225723,1.4545149,1.3308109,1.4916122,0.25403562,1.0299618,0.22989547,0.03973469,0.64726216,1.4830309,0.5969757,1.0213896,1.1971185,0.6265828,0.74955034,1.7483276,-2.3071988,Good,Local,17
0.3712807,1.5587677,0.0,1.4735239,1.919161,1.3987651,1.6385766,1.4871947,0.1922408,1.0648704,0.81872004,0.12026752,0.8119218,1.7469863,0.689523,1.0613585,1.1887096,0.7098578,0.65241784,1.7961154,-2.6716409,Good,Local,18
0.63108355,1.3969997,0.0,1.5710024,1.9232653,1.3747363,1.417141,1.5011,0.25545806,1.0762823,0.0,0.10939948,0.7482594,1.2103069,0.5232908,0.99231726,1.1440719,0.54895616,0.9338879,1.7367226,-2.0111253,Good,Local,19
0.7235886,1.3356912,0.0,1.5191008,1.9168359,1.3977655,1.194643,1.413711,0.2593158,0.9078647,0.0,0.14672872,1.1500912,0.9168931,0.7196179,0.9890816,1.2168344,0.5102605,0.85059386,1.8208263,-1.7273446,Good,Local,20
0.7211702,1.3390386,0.0,1.4354961,1.8994516,1.4240652,0.8437525,1.5746602,0.27565494,0.867848,0.0,0.086434856,1.4103649,0.7695284,0.81559426,1.0728878,1.0077133,0.425572,1.0677063,1.8641201,-1.8621882,Good,Local,21
0.77463937,1.4021409,0.0,1.3461739,1.9318122,1.2944498,1.393817,1.2968007,0.31495523,0.7802853,0.0,0.0,1.3096422,0.60980314,0.72611934,0.927708,1.2914265,0.6494936,0.7912187,1.7300761,-1.7138742,Good,Local,22
0.8659606,1.3141409,0.0,1.628358,1.9195243,1.4253374,1.8078536,1.2256899,0.25495052,0.76794964,0.0,0.06445861,0.9607948,0.54450136,0.90148973,1.0268823,1.1981944,0.5569662,0.8901985,1.9672811,-2.1694849,Good,Local,23
0.704745,1.347754,0.0,1.3161007,1.9428803,1.2690859,0.9315527,1.3676827,0.30399403,0.90098125,0.0,0.2565267,1.5562266,0.7409698,0.58325285,0.9713842,1.2461118,0.5594326,0.83595234,1.6885678,-1.7633687,Good,Local,24
-0.16931516,0.8095361,0.959804,-0.037193563,0.5696856,0.40773833,0.8156508,0.03213124,-1.499106,1.5921025,0.95662445,0.12642464,-0.4838996,0.22018974,2.7364166,2.8391507,3.2180822,-0.31806758,3.687589,-0.87963194,-8.454642,Global,Global,25
1.09709,-2.6152053,1.7612188,1.0513642,4.946413,-2.5011697,0.77400154,0.9302408,2.7699833,-0.07195,-0.504108,-1.6885463,0.34642658,2.6472862,1.7000666,3.44565,2.9192228,-0.821158,2.2072866,1.5636594,-34.596497,Global,Global,26
3.0600805,-0.899567,0.37257057,0.61882186,2.4763882,2.0147932,1.1472383,0.27780694,-2.5233946,4.933544,1.1019104,1.3402455,1.3939741,-1.3738986,0.89059013,4.4122024,1.1369779,-0.89165854,-2.381505,2.0302465,-34.10464,Global,Global,27
4.2406797,0.594656,0.92585903,1.138211,-0.9965004,0.16209623,0.741022,-1.6337826,0.41661793,0.58291775,0.9037814,-0.42113206,1.0667336,2.715945,0.8501694,2.9868968,0.5217597,0.39723468,1.6313967,0.23091608,-9.787828,Global,Global,28
-0.10921347,0.068470225,0.906094,1.1164235,-0.45080894,1.5760504,2.423072,2.1490312,2.0761223,0.9630358,1.1743518,0.17800671,1.7585497,0.3817942,0.98581994,2.862806,1.5665902,-2.0161667,0.08935638,-1.2309155,-12.120334,Global,Global,29
0.7770497,1.3913805,0.0,1.304005,1.903582,1.1779081,0.9262628,1.3778911,0.30348554,0.7664791,0.0,0.0,1.2834498,0.88995945,0.7678357,0.8498039,1.2117918,0.51977146,0.723324,1.6618887,-1.5051975,Good,Local,30
0.8792953,1.5185664,0.0,1.002817,1.9028099,1.1835368,0.9244755,1.5367023,0.3249195,0.8329749,0.0,0.0,1.3053185,0.9316164,0.7653671,0.7076586,1.5304793,0.6611361,0.6808544,1.8305589,-1.7951237,Good,Local,31
0.6413881,1.3346038,0.0,1.2130764,1.8755481,1.1961641,1.3368216,1.3484516,0.29838723,0.64242524,0.0,0.0,1.514544,0.84703535,0.5939843,0.8032916,1.2128369,0.31133038,0.7027323,1.4709642,-1.7345785,Good,Local,32
2.8194692,0.40421844,0.9233631,-0.050310683,0.18137173,-1.2573152,1.8206607,3.973448,0.14896847,1.9159915,2.0690906,0.30492473,0.01783797,-0.20149025,0.78915083,1.1789243,0.68261755,0.4092007,3.1382675,0.5512142,-8.114756,Global,Global,33
3.2384143,2.898794,1.0062097,0.037359703,2.5074203,1.189765,1.3833929,0.21900684,0.77465504,2.2956715,1.4887571,-0.59820807,1.0456042,1.048443,1.3189359,1.4802395,1.3163832,-1.6518495,3.221129,-0.14502221,-10.638143,Global,Global,34
1.4437913,-0.11566151,0.9692155,-0.46635333,0.35442302,1.9525087,1.309645,1.7905351,0.043316178,0.87573063,0.93926275,-0.9943606,1.5905792,0.82164,-0.38792434,3.065486,2.8987262,0.62475157,3.0829234,1.4533278,-6.072088,Global,Global,35
1.6774831,0.49665952,0.9350558,0.51896584,0.6363472,1.0541722,0.89143574,1.4496796,0.12926877,0.57633865,0.85624075,0.28088894,0.6144426,1.0081722,1.8147526,1.6102115,1.596734,0.077563986,1.7012342,0.56120336,-2.5810452,Global,Global,36
0.5739479,1.0047148,0.89763975,1.1246257,1.3302674,-0.117130965,1.1704657,0.1109587,0.27600244,1.605361,1.2916889,-0.35005182,1.5623436,-0.29965535,-0.23104692,2.3838613,1.2387428,0.8872837,2.1877773,-0.3429687,-3.4904819,Global,Global,37
1.0300164,1.0966874,0.0,1.4447752,1.7043347,1.0437967,0.91274,1.2149959,0.29236618,0.8461213,0.0,0.0,1.0032153,0.8334161,0.929182,0.99166054,1.0939041,0.46006194,0.9593181,1.288581,-0.979276,Good,Local,38
1.2265142,0.9920935,0.0,1.5203403,1.6824932,0.8256116,1.0227927,1.1314715,0.286797,0.8842512,0.0,0.0,0.9285631,0.7671784,1.0954181,0.94638777,0.81506383,0.3679004,1.1125847,1.2224284,-1.0924364,Good,Local,39
0.9618935,0.9066491,0.0,1.1839701,1.511547,0.9938528,0.84623563,1.0995592,0.32661414,0.8562157,0.0,0.0,0.9307673,0.7610234,0.640515,1.3114855,1.3063486,0.43619323,1.1242855,1.0156102,-0.8551079,Good,Local,40
0.9579083,1.0476289,0.0,0.6751773,1.6174165,1.1290741,0.7156557,0.992039,0.2715238,0.904564,0.0,0.0,0.9188658,0.6823435,0.7511931,0.94400895,1.0401931,0.2901424,1.1503602,0.7839325,-0.87694424,Good,Local,41
0.73168427,0.91780585,0.0,1.3533776,1.4763479,0.9631157,0.6050358,1.1644468,0.31851298,0.9244686,0.0,0.0,0.97004014,0.617714,0.87307763,1.0967088,1.2452319,0.10361514,0.86105597,0.6097959,-0.9420501,Good,Local,42
0.39508656,0.81388986,0.21211445,0.9973323,1.3905847,0.95850116,0.80051917,0.009155583,0.9183231,0.49756902,0.7508982,1.1864274,0.87748545,0.49226907,0.3170434,0.8010401,1.4512733,0.62906086,4.6942005,0.9904035,-5.9743004,Global,Global,43
0.37631232,0.77547073,0.97833526,0.64583915,0.54158497,0.5016291,1.1451547,0.11746144,0.5099377,2.0561588,0.97634774,-0.68672544,0.66939616,0.25276235,0.6898254,0.8548545,1.4485774,-0.2224654,1.6622897,2.2098591,-2.6168344,Global,Global,44
0.81693244,0.599947,-0.20676248,0.86961657,1.062358,0.62047696,1.2286676,0.61792547,0.1650796,1.0216033,2.1352985,-0.5287652,2.0375621,0.089999154,1.8673061,1.0899678,1.8321805,1.1819116,1.4653958,0.93515354,-3.361376,Global,Global,45
0.094291195,0.42890233,0.6949978,-0.04272539,1.635869,0.6998589,0.9544616,1.0201013,0.2781751,1.3666542,0.038808715,0.0011354808,0.7223956,0.87160605,1.0826728,1.9277072,0.5292571,1.0143864,1.4456594,1.1583561,-2.2001905,Global,Global,46
1.2707353,0.87245476,0.73632723,0.9440671,1.213328,0.94573843,1.2363724,1.1786295,0.08345167,1.2999508,0.7997013,-0.25185165,1.4319407,0.7156823,0.60934436,1.6253587,1.2720693,0.037091214,2.125146,0.765317,-1.8718337,Global,Global,47
1.2047613,0.9562833,0.0,1.4435833,1.3955852,1.1080762,0.6990563,1.0829065,0.4149621,0.84328175,0.0,0.0,0.98574215,0.75319564,0.1149451,0.8875984,0.97321665,0.31689572,1.2761452,0.78510106,-0.94594735,Good,Local,48
1.1396453,0.7918247,0.0,0.966001,1.9561754,0.9650459,0.7280202,1.1178854,0.25623164,0.83787113,0.0,0.0,1.0003593,0.737285,0.3717058,1.0647775,1.3904135,0.5624568,1.245569,0.5535051,-1.3823075,Good,Local,49
1.6829371,0.80057496,1.1949008,0.72692066,1.2965244,1.2486203,1.2737143,0.042565297,0.07815125,1.1048884,0.4426567,0.51068264,0.44755834,-0.23002115,0.38922438,0.88291645,1.5750797,0.7978901,0.84286594,0.9553106,-1.624096,Global,Global,50
