x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target,model_name,level,iteration
1.7805183,0.05490447,1.806275,1.0772609,1.4624429,1.8093579,0.6739106,0.06948378,1.2668048,0.04027164,1.8614967,1.1214305,0.33829418,1.1983271,1.300235,0.60497797,1.5283976,1.0891037,0.22270958,1.3848944,-3.1682296,Good,Local,1
-1.8560035,-2.736511,-1.7647964,-2.513566,-1.3886809,-1.9078553,-3.0347967,-2.1859422,-2.0618994,-1.4007646,-1.5710449,-2.8950095,-2.890563,-1.5763934,-2.3788714,-2.9158757,-1.6066906,-2.7888885,-2.3965497,-2.1101253,-119.29268,Weak,Local,2
-8.484747,-9.148647,-8.265358,-9.958363,-8.380991,-8.895526,-8.336352,-8.316549,-8.397752,-9.38302,-9.316295,-8.004816,-9.41249,-9.957861,-9.786004,-8.660635,-8.296751,-8.124174,-8.352271,-9.2325325,-493.42264,Poor,Local,3
-5.0519705,-0.21830654,1.5573864,8.771332,4.3249693,5.144594,-3.6211243,-6.4780083,2.9428282,9.396467,7.743576,-0.36721516,6.0602894,5.3812695,-0.49300098,-8.150578,-0.88168526,8.813051,0.8411989,-6.7058153,-203.96664,Global,Global,4
2.1891289,1.239151,1.960556,4.7324476,-0.9587393,5.7895803,-0.023560524,-8.949305,3.3255196,-7.9870615,1.33852,-7.023499,3.9402332,9.24898,-7.2406607,5.129383,-3.7484999,-5.99687,-3.3667412,-8.985258,-212.56755,Global,Global,5
0.90664965,1.7382908,1.6307535,1.1121814,0.8542768,0.22370085,0.6078278,1.8978739,0.6445511,0.8835124,0.41813785,0.68574286,0.79036593,1.9364182,0.9146716,0.86152536,1.3337872,1.6614379,0.75729406,0.71375155,-2.5368242,Good,Local,6
1.2443392,1.1549158,1.6845201,0.94475645,0.95832896,0.05045072,0.20753701,0.4458392,1.6468339,0.24795802,0.29717764,1.5630002,1.2490978,1.9428543,1.5677351,0.80699444,1.9229288,0.3859508,0.054203153,0.205331,-3.03839,Good,Local,7
0.82282597,1.7279723,1.5936325,1.1658092,0.7861194,0.058765385,0.7008099,1.8689939,0.5890942,0.99998885,0.6183111,0.5556809,0.8559697,1.9958533,0.7372795,0.90394586,1.2454896,1.8484135,1.0086472,0.7639757,-2.6905835,Good,Local,8
3.0039191,-0.1744046,0.28704053,-2.7713597,1.2359409,-3.8320808,-0.5391052,3.1544976,0.8329586,3.6418824,1.3130592,-0.83305544,-1.2526958,2.2115102,2.474161,1.9781687,3.8559957,-5.60618,2.2216418,5.3718195,-46.62315,Global,Global,9
0.79075277,0.2166226,1.4172245,-1.3987222,-0.9854285,-2.4495924,2.730581,2.7109618,-0.40959817,-3.010428,-1.3281523,5.6028614,-0.81992155,-3.8405795,2.480162,0.85028124,1.8416972,5.575481,0.96235436,3.124061,-58.515522,Global,Global,10
