x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target,model_name,level,iteration
1.63331,0.40928933,0.30801165,0.16493432,0.9293896,0.95858467,1.9915875,0.3505079,1.6810944,0.4953536,0.70563084,1.2521938,0.93206453,0.6220723,0.65599805,1.3974345,0.7864214,0.71853864,0.73775846,1.8623677,-2.3112135,Good,Local,1
-2.663552,-1.2660438,-2.7216444,-2.103425,-1.6510174,-2.5288954,-2.2471066,-1.7049673,-2.8197746,-2.8745894,-3.0531297,-1.4480176,-1.7122647,-2.8783693,-2.0850472,-2.7510245,-2.4018517,-1.4007672,-2.7706778,-2.0200877,-124.000694,Weak,Local,2
-8.463369,-9.80294,-8.191074,-8.874825,-9.112757,-8.176389,-8.755944,-9.972795,-8.5292635,-9.586426,-9.436692,-9.495689,-9.690954,-9.418874,-9.4274435,-9.930173,-9.739741,-8.225649,-9.758753,-9.672145,-792.89716,Poor,Local,3
-7.2284245,0.13572311,-5.1517267,7.737259,1.442255,5.8359632,-1.3820419,-9.1451235,5.318281,-4.5571404,-4.885519,9.165653,-6.082221,1.7591534,-5.748516,9.72558,-9.107868,-3.3646288,-3.1257334,-8.575597,-317.27408,Global,Global,4
-7.4204035,-6.0380497,1.3239365,3.1270123,6.504637,-5.6230497,-3.1250706,-3.5384502,0.580039,-5.8828287,4.5211926,-0.19801235,1.1005793,-0.54131794,-9.922226,-4.7672997,5.93853,-8.11895,0.3520546,9.660542,-252.25177,Global,Global,5
0.29659984,1.1098647,0.7923743,0.4145546,0.11038918,0.7679219,0.8871852,1.9027077,1.4494245,0.95988995,0.3436451,0.02200251,1.5551119,0.58929276,0.44077712,0.6922407,0.07741466,0.88910764,0.13696225,0.40093946,-2.0450995,Good,Local,6
1.1092645,1.049347,0.5169742,0.35791388,1.0597955,0.43716934,0.13072318,0.31952435,0.61376053,0.0061570387,0.45147797,0.38269612,1.8996998,0.32653332,1.6624751,1.4733446,1.5307808,0.8536389,1.7108266,1.8319119,-2.427932,Good,Local,7
0.0,1.1652154,0.9529909,0.45336202,0.015299172,0.79696006,1.3741666,1.9903995,1.581876,1.2230011,0.26603627,0.022332411,1.5008166,0.67864066,0.33699054,0.48714048,0.0012583833,0.89386094,0.0,0.384346,-2.5532563,Good,Local,8
-0.42401376,3.0287402,-1.5362325,0.1900859,4.3992047,-2.9574301,3.6409779,5.372506,-2.4157627,-0.13221033,0.84106064,5.456713,1.7131168,-1.1361197,-1.195832,-4.4043207,2.5262449,2.1491885,-2.2334752,5.4425616,-66.05496,Global,Global,9
1.5053334,0.45078096,-1.1688206,-5.183361,-1.5731378,-1.3989891,0.87274456,-1.7361236,-1.0284711,2.6886895,-2.524171,-4.6630263,3.7637618,4.3669286,0.84808916,0.56951463,1.2349337,-0.2886815,-1.6882808,8.168953,-52.44712,Global,Global,10
