,No Hypothesis
0,2501704.0257523074
1,2501704.0257523074
2,2382324.6298311646
3,2382324.6298311646
4,2382324.6298311646
5,2382324.6298311646
6,1409149.8472062745
7,1409149.8472062745
8,1409149.8472062745
9,1242752.1049009133
10,1210601.0058929562
11,1210601.0058929562
12,1038815.719801232
13,921618.4996134776
14,834367.8820063779
15,769918.8847590192
16,734721.2646161139
17,727936.9656305399
18,727936.9656305399
19,705400.2102726959
20,703321.1465196144
21,702867.2257607906
22,700302.3262968729
23,665920.0200906773
24,567774.5858415933
25,510630.9595722754
26,457494.6503354584
27,416712.4777090711
28,385950.2340772874
29,374641.8519906129
30,374641.8519906129
31,338965.2127625836
32,300275.4562248602
33,285321.20186681586
34,285321.20186681586
35,275444.8118214894
36,247072.33873623805
37,234107.1257197243
38,233509.98448016332
39,228552.91081287427
40,226571.81191099383
41,222460.9728065208
42,205322.17201805973
43,194050.78178149916
44,193601.36879376005
45,192741.4684042915
46,192741.4684042915
47,183294.92777182144
48,165333.9310793026
49,156749.6527126844
50,152921.520723491
51,151933.27844020823
52,137703.7475808402
53,127412.23496849988
54,127146.36801180056
55,120180.53596535532
56,117653.06846613484
57,117653.06846613484
58,115106.30863357248
59,113600.30289842814
60,113600.30289842814
61,111670.21871384996
62,102887.796298026
63,100459.66441343357
64,98851.4804849558
65,91298.89190479272
66,91298.89190479272
67,88801.51430721323
68,88633.44474621005
69,86954.18693317802
70,82340.05347484445
71,82191.2394717099
72,81384.91340896575
73,81114.93062939002
74,80189.83581879258
75,79955.62815700601
76,73411.65456657986
77,66153.64172141638
78,66153.64172141638
79,62948.51765238115
80,60226.928203225405
81,59656.29972706338
82,56287.504188255545
83,55887.67829856717
84,54770.35452881096
85,54770.35452881096
86,51472.37652399057
87,51231.85184314591
88,50416.30838224677
89,49849.40357484391
90,49161.43399495978
91,49161.43399495978
92,45020.11357404422
93,42965.37760152001
94,42830.05023973344
95,42536.09735327593
96,40317.23473842702
97,40317.23473842702
98,38267.95412938678
99,37558.44318068199
100,37558.44318068199
101,37558.44318068199
102,32181.66254531989
103,32181.66254531989
104,32108.300809683453
