x0,x1,x2,x3,x4,x5,x6,x7,x8,Value,Timestamp
0.4868837408915424,0.14597891499997245,0.35249400832696953,-0.12075601917445536,-0.11489550850858457,0.26028460892163735,0.25449508093360557,0.1185514875738671,-0.3077186356926615,2.6762588209998666,14
-0.03026622520527536,0.533897160924795,-0.5886711064108616,-0.4404723770405129,0.41377332474229284,0.10251514407475763,-0.5386105539676087,-0.04455544268363229,-0.47185628383001516,3.567363607225705,17
-0.23929104914373922,-0.0328837520600935,-0.1308766931518712,0.06307622728567791,0.388736897511043,0.0009202257959406053,-0.2212203458486064,-0.007894784258432541,0.6938600353793917,2.3369592064213447,18
-0.044271267721522095,0.10749740168063251,-0.3592820491313122,0.015312028173345885,-0.2627630858351277,-0.1373245263575829,-0.7437773743416783,-0.20913433406225215,-0.46616648868808774,2.7993125482219523,20
-0.07536265683349569,0.21120482202257354,-0.02652984679850545,0.696993760073774,-0.04536993697812916,0.16251784680929077,0.2552283703554981,0.13280879806160828,0.1905645113668975,2.183211396527881,21
-0.022879394791359392,0.03696947816043898,-0.06683056769760043,0.05202016925136377,-0.04358730807886103,-0.052309847161410516,-0.021885178684360705,0.05475389229683714,0.01391895531082099,0.2756259266225034,12378
-0.022879394791359392,0.03696947816043661,-0.06683056769760043,0.05202016925136377,-0.04358730807886103,-0.052309847161410516,-0.021885178684360705,0.05475389229683714,0.01391895531082099,0.2756259266225034,23518
-0.02287939479136014,0.03696947816043898,-0.06683056769760043,0.05202016925136377,-0.04358730807886103,-0.052309847161410516,-0.021885178684360705,0.05475389229683714,0.01391895531082099,0.2756259266225034,34633
-0.022879394791359392,0.03696947816043661,-0.06683056769760043,0.05202016925136377,-0.04358730807886103,-0.052309847161410516,-0.021885178684360705,0.12147341525110988,0.01391895531082099,0.3898084309731691,43844
0.2663012715578482,-0.04382939627748783,-0.055570011889130154,0.2108419600672562,0.08403328771263502,0.039207439730041926,-0.13935395066663148,0.13459140021932114,-0.09614736520887135,1.3209832308891518,54845
0.10171685961627475,0.04198907716146341,0.040044836440213664,0.006681618215633428,0.22882970017273704,-0.1389475277436011,0.008966576629891601,0.06357841405756659,-0.05957239890296593,0.8552294124943285,66976
22.139012877246145,3.9166830926562,-8.58770862724029,-11.076867568671211,1.0241924792472759,-15.56194802040935,-16.58655898271852,28.893804850078673,-31.446699599860036,21.145077280315352,67762
0.16879533981762762,-0.16139906489425399,-0.2597087210675326,0.17694279135467333,0.47818207059462026,-0.15745972687291498,-0.15975857464723453,0.08507992300474854,-0.05515079449170912,2.143678021099071,78611
27.473164357752104,1.4955957751286846,15.090707486115413,1.4647275627141738,-26.20510509129558,-4.695313130642983,-24.964369189403566,-31.649814711131658,4.20264214587575,21.446801186160968,78676
-0.24013411704834198,-2.9262651882327795,-11.471038723139792,26.841115253501762,14.052905944372839,2.1461345289957094,-19.879141099343528,-8.097041283219191,-7.846059766011148,19.72002420609888,78706
-0.01462990565011539,-0.10394450751674833,0.006038996550905645,0.04702935452674259,-0.08388887048111633,-0.04344295759080552,-0.11991912912522906,0.017190785315662538,0.023457739701697733,0.4636286204040023,88588
-0.2667096017961512,0.035506934282643954,0.060457146585264354,0.048194779338432074,0.12951828729388384,0.11604821160334922,-0.09109608036401795,0.05189037183478995,-0.04830200116800715,1.0191277362340014,99709
0.025628160161973203,0.01748174702587585,-0.0034879543905393176,0.1622870732503744,0.5587999156170866,-0.03383245454334061,-0.02816340754231901,-0.006243323274482293,-0.2653156648509418,1.7263859021810863,111304
-0.01685266771811557,0.5701411739644442,0.10404340144751245,-0.09268059227807868,0.03868136086342584,-0.11502479567643308,-0.025201868617095613,0.03888893135297877,0.01402300219640977,1.469666433150739,124076
