x0,x1,x2,x3,x4,Value,Timestamp
-7.6870144125255555,-7.779944785506126,-7.516082800973108,-7.168321936377168,-7.618161971432072,17.556258643822268,61
-7.922638256774033,-7.931262361189507,-7.077816927610426,-7.740573624627326,-7.473376437460563,16.98995664831896,82
-7.871026018127448,-7.81616182456803,-7.843408828592926,-7.31801907810969,-7.764758901083275,17.14896619680927,87
-7.678258023134741,-7.530245520831988,-7.192964384677099,-7.671156211939068,-7.752580629680153,17.57870291571112,90
-7.0916813253303825,-7.841792751258323,-7.180445949805166,-7.371928795730937,-7.538078104790277,17.14540719486404,91
-7.545942189999925,-7.478634890472392,-7.560894029522867,-7.566435678235798,-7.517680159587986,17.90188916097958,6940
-7.705669082475744,-7.469689731376091,-7.437344214807012,-7.534455749751349,-7.556114877713578,17.851497389553373,13133
-7.524355217729145,-7.47377368965582,-7.156526321785932,-7.604504161580288,-7.5688840447016545,17.690686199958876,18789
-7.865244761391444,-7.449191945980214,-7.517617336512413,-7.437070199300994,-7.476089410159354,17.772656618052075,25818
-7.488392443018971,-7.818526601265672,-7.5440821570144845,-7.433657138608781,-7.735473092834578,17.748008677613466,32960
-7.893753586427366,-7.368644865948996,-7.496495706900388,-7.47366394614869,-7.460276782108558,17.726190231488527,40473
-7.383868658125255,-7.574407910558781,-7.511094410938014,-7.733479962024319,-7.602503146589404,17.817884720503802,47451
-7.602476706866199,-7.868359293483792,-7.529725423259656,-7.511618153703528,-7.7720095482443305,17.71955018834258,54230
-24.450750222482682,0.2651054817970504,17.51614387952626,-10.777454502790508,22.415765252754042,21.530007905920787,54294
-7.524422085880154,-7.445669978848812,-7.082292239123302,-7.485934278722777,-7.602773357921336,17.628291415775447,61628
-7.682447728714784,-7.844767064712833,-7.305218972730028,-7.764102110788417,-7.631031912169025,17.530453151050523,68752
-7.5725598656344655,-7.534507231684624,-7.07431570053901,-7.468295193042185,-7.592422555068923,17.640169133101605,75535
-7.941199438101869,-7.392604080565936,-7.541603563432434,-7.577553592589595,-7.526127190479312,17.7577708639828,83323
-7.559950012024803,-7.2050282557487435,-7.648973351734373,-7.3684302713155105,-7.566887262491755,17.662957670770783,90407
-7.735401167987025,-6.920445902191098,-7.526572541580791,-7.835948062469789,-7.6909731179666565,17.30874957861315,97355
-7.481659368221784,-7.9354087872410375,-7.483663962476847,-7.811009301872562,-7.585789993539457,17.664749110097937,105562
-7.6731901674096825,-7.762129455079253,-7.239263615887115,-7.781348168150952,-7.445040618704375,17.521169027006824,115013
-7.774430604557563,-7.697685652970329,-7.144989288827496,-7.8338873816310475,-7.5101917103610525,17.351141190375348,123167
-7.7894761673451,-7.321636412961327,-7.53132629870221,-8.141030154999221,-7.609675211243875,17.646986262144875,130598
-7.96619549870185,-7.739676423901517,-7.731746934283876,-7.565228102303461,-7.519992964601762,17.635202616043514,136859
15.693426001566728,16.393886205094297,-29.029050260893925,10.975213138883163,-31.373375180835023,21.45410146947369,136895
-7.511483160149525,-7.677839756639418,-7.172862391191458,-7.444434553728361,-7.477392805060575,17.658563941664948,146024
-7.4955655264991865,-7.791499357349679,-7.071027039408707,-7.743151008588093,-7.67621006616635,17.37280826534156,152682
-7.922638256774032,-7.113223969100652,-7.077816927610428,-7.740573624627326,-7.473376437460563,16.887266715314492,159479
-7.319347632325453,-6.862569213237674,-7.543226995475522,-7.560610106800122,-7.5476827484254025,17.547330613829217,167684
-7.603256703284462,-7.298602246462849,-7.077816927610428,-7.740573624627326,-7.473376437460563,17.426657733749206,176834
-7.905928731473582,-7.380386504022547,-7.059164914554475,-8.273080572904707,-7.429443657791692,17.36620604906202,184854
-7.922638256774032,-7.610857540467766,-7.077816927610428,-7.740573624627326,-7.473376437460563,17.327112516425725,194356
-17.17067498826981,-22.487459143397018,14.099229846612559,20.3598108732751,14.893844181914758,21.0887475861389,194507
-7.65648784531435,-7.463785049713123,-7.460030834169081,-7.309195308291068,-7.351555886903054,17.709144602090827,202655
4.531628575911384,-20.912700078758476,20.04482258717472,12.935436937832819,-15.875967480965034,20.26522949804716,203286
-7.922638256774032,-7.610857540467766,-7.077816927610428,-7.740573624627326,-7.473376437460562,17.327112516425725,210357
-7.943204605725745,-7.07294321685613,-7.360918797713431,-7.7399871712382655,-7.635562779260315,17.207287892288402,217692
-7.922638256774032,-7.113223969100652,-7.077816927610428,-7.740573624627327,-7.473376437460563,16.887266715314492,224873
-7.109110201311673,-7.407081934873732,-7.270419727586656,-7.373514816220415,-8.024921603050398,17.18499518205702,231445
