x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
-2.18574876975127,-1.7424022085343176,-2.4464380354177697,-2.461588977479615,-2.359110108445578,-2.0642468424764036,-2.023810332323778,-2.520731057421022,-2.1292297201512764,-2.245280161650914,-1.4115450521158197,-2.2977483672875474,-2.1004785449295085,-2.4337480106987313,-1.8972713710289988,-1.8381009607830414,-2.679563686598697,-2.430995280047986,-2.3965498581560203,-2.0957049538268544,130.36508926610182,19
-2.2868473062592303,-2.3128828030641686,-2.418183998945577,-2.22331712254672,-1.8007750342514994,-1.793835894412026,-1.97897531333578,-1.934173433538527,-1.7942317171048137,-2.3323012605366316,-2.2360605893412284,-2.744196007014566,-2.427598649867181,-2.817305510369204,-2.1865740228068957,-2.435924012477775,-1.8090598067894375,-1.5390381949045642,-1.8717249464457963,-2.893856003756871,124.69769938401453,22
-2.1176307906564493,-2.3825894139603387,-2.0406315716460597,-2.306009489606326,-2.243518999513482,-2.666868985933339,-1.4871605703459174,-2.0221531878202668,-2.1699695563725316,-2.5120091609275255,-1.2010200671870521,-2.8129873112916823,-2.3501439038815306,-2.713970549345397,-2.6073729733507527,-2.5088189814579396,-2.0141546775648997,-2.2933149906983905,-2.605790070086636,-1.7333224473292947,133.8908557469011,23
-2.331876529548381,-2.4197434638098647,-2.582464048137687,-2.6259276081007514,-2.1493403833750397,-2.0126925543337966,-2.279646917006957,-2.4922482097579657,-2.0677486707710666,-1.785630010127712,-2.2197487631062707,-2.1480343649659033,-2.1883360552726896,-2.525373595615909,-1.3286081505898375,-2.044999157554066,-2.086116882365972,-2.2069121796426514,-1.9413139632454,-2.5056031171701494,129.54547658097027,25
-2.5307320390970234,-2.364129764142491,-2.0323333344740915,-2.4472278012014357,-2.5916522430862963,-2.2946734902151333,-2.0142867283207737,-2.32632116320285,-2.6582119994615727,-2.1527313007933557,-2.2318286882581826,-1.7623886101524362,-1.8810296963015798,-2.126649028301974,-2.5179217021665377,-1.6162220333973214,-1.66058041636712,-1.683861063052374,-2.4407307562685636,-1.8525063954402652,127.39145927982086,28
-2.257495864235768,-2.1932918194769098,-2.0023663814303427,-2.2915893460713175,-2.185955558682691,-2.021573383533082,-2.065842344005901,-2.1052501742447323,-2.0510232644429216,-2.163558004339226,-2.0716428273121874,-2.0569131782611603,-2.1845727995199287,-2.099224922560927,-2.169102525380011,-2.1690191439912274,-2.143634871025222,-2.097603177032455,-2.126417411705474,-2.1122382958758235,127.67412186470192,11230
-2.257495864235768,-2.1932918194769098,-2.0023663814303427,-2.2915893460713175,-2.185955558682691,-2.021573383533082,-2.065842344005901,-2.1052501742447323,-2.0510232644429216,-2.163558004339226,-2.0716428273121874,-2.0569131782611603,-2.1845727995199287,-2.099224922560927,-2.169102525380011,-2.1690191439912274,-2.143634871025222,-2.097603177032455,-2.126417411705475,-2.1122382958758235,127.67412186470193,20661
-2.2228823152432025,-2.1754080122787043,-2.184612307459433,-2.2154507170852273,-2.2569123695646858,-2.164990268735613,-1.990713806693238,-2.152632920733416,-2.2309879767030476,-2.2785702258486227,-2.02949263187057,-2.146921732779015,-2.0963166293063473,-1.9105277175412823,-2.025881842812142,-2.152353325848466,-2.309182163258453,-2.1454039934350098,-2.0916684125493044,-2.3365416462567996,129.25749092353198,30540
-2.2228823152432025,-2.1754080122787043,-2.184612307459433,-2.2154507170852273,-2.2569123695646858,-2.126124972160122,-1.8425355832783339,-2.152632920733416,-2.1164619868502417,-2.1865104694774695,-2.02949263187057,-2.146921732779015,-2.0963166293063473,-1.9105277175412823,-2.025881842812142,-2.152353325848466,-2.2198520041037915,-2.0788257332869495,-2.0916684125493044,-2.2707946837323014,126.39317028900783,40380
-2.0762880122611698,-2.229049824708534,-2.205682122255154,-2.2885422366828623,-2.1409474233045747,-2.0131444245156436,-2.2059833655951424,-2.052346982749706,-1.8160262219704166,-2.3318892827258706,-2.0242812489833995,-2.058996080359025,-2.229628649808955,-2.068142969771781,-2.067415273785484,-2.0653117626926196,-2.145338506303995,-2.021624786451283,-2.1033812094072903,-2.188070512122375,125.88377767354399,49783
