Unnamed: 0,x0,x1,Target,Hypothesis
0,-5.119771250365311,-4.51533485473632,-46.60030650646384,Poor
1,-0.8496946718456426,2.256122812847699,-5.812071182014687,Global
2,-5.1188288018703885,-2.024114456249961,-30.29944763485792,Global
3,-3.617219678032763,-4.174452789567511,-30.510334291475417,Global
4,-3.21269543549265,-1.5814581550791913,-12.822421857501787,Global
5,-4.8010618153176825,-4.285940517616013,-41.41948067504414,Poor
6,-3.5634280277644006,-4.162234765737706,-30.0222175541725,Poor
7,-0.875387319056279,2.2142880644099208,-5.669374590552772,Global
8,-0.9366563562864751,2.2359916635143486,-5.87698384907752,Global
9,-0.852260104421486,2.150592875800667,-5.351397003033106,Global
10,-0.7621548378034274,1.953575608351376,-4.397337654332619,Global
11,-0.7318307472117563,1.791659824681347,-3.745621169941714,Global
12,-3.4863490427584334,-4.224615149891938,-30.002002812639127,Poor
13,-3.4245534616401128,-4.082641858576262,-28.39553095703032,Poor
14,-0.8072402373052859,1.6369796157635832,-3.3313390631501827,Global
15,-0.747041699184793,1.5382164002096026,-2.9241809941946912,Global
16,-0.6324398186385266,1.3616790901067546,-2.2541500686334914,Global
17,-0.5613406554119256,1.1505070901164676,-1.638769895826552,Global
18,-0.6260242215840428,0.948838340062423,-1.292200521582321,Global
19,-3.3140226063012244,-3.958795886785747,-26.65481070830731,Poor
20,-3.2297430437558057,-3.8172675304114585,-25.00277152742261,Poor
21,-0.5460381661823891,0.8566934874301605,-1.0320814103330769,Global
22,-0.4262672697892519,0.6966602593855927,-0.6670393023007842,Global
23,-0.4022392957584564,0.4771238065235192,-0.3894435778037516,Global
24,-0.2804082621072699,0.3948229011177049,-0.2345139167050203,Global
25,-0.2387049329085108,0.2521837674543828,-0.1205766975623428,Global
26,-0.1169877394066533,0.1643340136564618,-0.0406917992159212,Global
27,-0.11320293513776,0.0217033164300938,-0.0132859384678686,Global
28,-0.00707121798264,0.009136540058239,-0.0001334784879938,Global
29,-0.0196100427736731,-0.0658192744232901,-0.0047167306631936,Global
30,-0.0443356715106568,0.0005249791950572,-0.0019659273714561,Global
31,0.0936451650012478,-0.0800575255120652,-0.0151786243192259,Global
32,0.0184429820480152,-0.0283086238962083,-0.0011415217737203,Global
33,0.051208878551044,0.0332573427880749,-0.003728400091779,Global
34,-3.181437487618229,-3.659195641305915,-23.5112572289748,Poor
35,-3.195223480324497,-3.495912144379517,-22.430854810437182,Poor
36,0.0141509363792239,-0.0107409356008974,-0.0003156166979914,Global
37,-0.0075189474841324,0.0125537188275937,-0.0002141304276714,Global
38,0.0148856401546644,0.0061800825284113,-0.0002597757028721,Global
39,0.0075029922246921,-0.0124123562245925,-0.0002103614793699,Global
40,0.0055012731522994,-0.0106992829408743,-0.000144738661745,Global
41,-3.12,-3.369765763532427,-21.089721301075283,Poor
42,-3.12,-3.2039682913325827,-19.99981281186463,Poor
43,0.0065401277789936,0.0272215855082377,-0.0007837879889478,Global
44,-0.0052351634044236,0.0131285615950646,-0.0001997660654264,Global
45,0.004417229182172,0.0224519478247516,-0.0005236018747732,Global
46,0.0207401851865274,-0.0076423950711448,-0.0004885614839949,Global
47,0.0349220132111864,-0.0120574520194697,-0.001364929155924,Global
48,-3.2012870884229203,-3.1302801584737985,-20.04689289303805,Poor
49,-3.240722323490425,-3.142220525506509,-20.37583100888358,Poor
50,-0.0117302595667136,0.0268548478434403,-0.0008587818421968,Global
51,-0.0148794972160078,0.0025228784316489,-0.000227764352982,Global
52,0.0303982692829291,0.0115221850651485,-0.001056815524073,Global
53,-0.0138316841519925,-0.0040078792493378,-0.0002073785825577,Global
54,0.0108158686027641,-0.0008043388320682,-0.000117629974589,Global
