,No Hypothesis
0,3953637.2372798896
1,2636943.071995234
2,2005406.0528010607
3,2005406.0528010607
4,2005406.0528010607
5,2005406.0528010607
6,2005406.0528010607
7,2005406.0528010607
8,2005406.0528010607
9,2005406.0528010607
10,2005406.0528010607
11,2005406.0528010607
12,2005406.0528010607
13,2005406.0528010607
14,2005406.0528010607
15,2005406.0528010607
16,2005406.0528010607
17,2005406.0528010607
18,2005406.0528010607
19,1312271.0042716395
20,1312271.0042716395
21,1312271.0042716395
22,1312271.0042716395
23,1312271.0042716395
24,1312271.0042716395
25,1232510.84795334
26,1232510.84795334
27,1232510.84795334
28,1232510.84795334
29,1232510.84795334
30,1232510.84795334
31,1232510.84795334
32,1232510.84795334
33,1232510.84795334
34,1051748.37433393
35,1051748.37433393
36,1051748.37433393
37,1051748.37433393
38,1051748.37433393
39,1051748.37433393
40,1051748.37433393
41,1051748.37433393
42,1051748.37433393
43,1051748.37433393
44,1051748.37433393
45,1051748.37433393
46,1051748.37433393
47,1051748.37433393
48,1051748.37433393
49,1051748.37433393
50,1051748.37433393
51,1051748.37433393
52,1051748.37433393
53,1051748.37433393
54,1051748.37433393
55,1051748.37433393
56,1051748.37433393
57,1051748.37433393
58,1051748.37433393
59,1051748.37433393
60,1051748.37433393
61,1051748.37433393
62,1051748.37433393
63,1051748.37433393
64,1051748.37433393
65,1051748.37433393
66,1051748.37433393
67,1051748.37433393
68,1051748.37433393
69,1051748.37433393
70,1051748.37433393
71,862409.8855919591
72,862409.8855919591
73,862409.8855919591
74,862409.8855919591
75,862409.8855919591
76,862409.8855919591
77,862409.8855919591
78,862409.8855919591
79,862409.8855919591
80,862409.8855919591
81,862409.8855919591
82,862409.8855919591
83,862409.8855919591
84,862409.8855919591
85,862409.8855919591
86,862409.8855919591
87,862409.8855919591
88,862409.8855919591
89,862409.8855919591
90,862409.8855919591
91,862409.8855919591
92,862409.8855919591
93,862409.8855919591
94,862409.8855919591
95,862409.8855919591
96,862409.8855919591
97,862409.8855919591
98,862409.8855919591
99,862409.8855919591
100,862409.8855919591
101,862409.8855919591
102,862409.8855919591
103,862409.8855919591
104,862409.8855919591
