,No Hypothesis
0,2218537.986326525
1,2218537.986326525
2,481746.9873524365
3,481746.9873524365
4,481746.9873524365
5,413399.9630191274
6,353328.81661370024
7,334211.84886928764
8,333761.998387332
9,333761.998387332
10,189133.08703531208
11,166576.60120255977
12,163317.14606203436
13,140818.88201035844
14,94348.95355103626
15,87588.49440783245
16,86725.2456236926
17,78958.64836947633
18,78958.64836947633
19,72928.77924553254
20,72928.77924553254
21,70462.62095520837
22,68990.3974934841
23,63430.34573577787
24,52929.07941972842
25,51583.81620642144
26,51583.81620642144
27,50772.32823086264
28,48189.558561673366
29,47369.47279448926
30,46387.53400385945
31,46246.62307238269
32,45964.78728172307
33,45964.78728172307
34,45964.78728172307
35,43334.72079470791
36,38360.534884237066
37,36715.611062509335
38,33633.19868190146
39,30631.04371232113
40,30631.04371232113
41,30631.04371232113
42,30631.04371232113
43,30631.04371232113
44,30631.04371232113
45,26012.31412501509
46,25584.24800271066
47,24898.79441318367
48,24898.79441318367
49,24518.1049112364
50,24518.1049112364
51,19937.820873298795
52,18830.64877045144
53,18108.97434343293
54,18099.58725903433
55,18099.58725903433
56,18056.564736533943
57,17943.648230973744
58,17932.666540704267
59,17785.221653855922
60,17113.139684638307
61,16713.78949310482
62,16449.33995892284
63,16321.125765902509
64,15859.702346222992
65,14820.627184608547
66,14630.908259305528
67,14617.372643827792
68,14611.52907695475
69,14611.52907695475
70,14524.450472015586
71,13609.318955295328
72,12214.682964410593
73,11367.392213737352
74,11356.44271006724
75,11336.876652382904
76,11287.145722693662
77,11220.137616928783
78,11219.80340086304
79,11214.34391071111
80,11208.194171251747
81,11197.668344422127
82,11188.121719532324
83,11180.285460789824
84,11180.285460789824
85,11180.285460789824
86,11173.272124294608
87,11155.371792846789
88,11089.708162237122
89,10910.609396754266
90,10871.848441017146
91,10871.848441017146
92,10869.318218374705
93,10864.187055106366
94,10833.307712180724
95,10732.497166811429
96,10292.711809025634
97,9876.946956353911
98,9727.88429759428
99,9727.88429759428
100,9719.41057511238
101,9717.410893238608
102,9695.370742556095
103,9637.826094498794
104,9374.228066485446
