,No Hypothesis
0,21.239587104110782
1,21.11020366975982
2,21.11020366975982
3,20.4237629650098
4,20.32374521486868
5,20.32374521486868
6,20.32374521486868
7,20.32374521486868
8,20.32374521486868
9,20.32374521486868
10,20.22982768402404
11,20.22982768402404
12,20.22982768402404
13,20.22982768402404
14,20.22982768402404
15,20.227536026645247
16,20.227536026645247
17,20.227536026645247
18,20.227536026645247
19,18.829369139204623
20,15.624980756676838
21,15.624980756676838
22,15.624980756676838
23,15.624980756676838
24,15.624980756676838
25,15.624980756676838
26,15.624980756676838
27,15.624980756676838
28,15.624980756676838
29,15.624980756676838
30,15.624980756676838
31,15.624980756676838
32,15.624980756676838
33,15.624980756676838
34,15.624980756676838
35,15.624980756676838
36,15.624980756676838
37,15.624980756676838
38,15.624980756676838
39,15.44967969151618
40,15.44967969151618
41,15.44967969151618
42,14.934680325377036
43,14.934680325377036
44,14.934680325377036
45,14.934680325377036
46,14.934680325377036
47,14.934680325377036
48,14.934680325377036
49,14.934680325377036
50,14.752819861550302
51,14.752819861550302
52,14.752819861550302
53,14.752819861550302
54,11.641556715076742
55,11.641556715076742
56,11.641556715076742
57,11.641556715076742
58,11.641556715076742
59,11.641556715076742
60,11.641556715076742
61,11.641556715076742
62,11.641556715076742
63,11.641556715076742
64,11.2746615743864
65,11.2746615743864
66,11.2746615743864
67,10.60685970057536
68,10.51142774246668
69,10.51142774246668
70,10.51142774246668
71,10.51142774246668
72,10.51142774246668
73,10.51142774246668
74,10.463833690867416
75,10.463833690867416
76,10.463833690867416
77,10.463833690867416
78,10.463833690867416
79,10.463833690867416
80,10.457589052932086
81,10.457589052932086
82,10.457589052932086
83,10.457589052932086
84,9.855816600578756
85,9.584494381564168
86,9.457579571558052
87,9.457579571558052
88,9.457579571558052
89,9.457579571558052
90,9.457579571558052
91,7.4634227991305
92,7.4634227991305
93,5.478826205277464
94,5.478826205277464
95,5.478826205277464
96,5.478826205277464
97,5.478826205277464
98,5.478826205277464
99,5.478826205277464
100,5.478826205277464
101,5.478826205277464
102,5.478826205277464
103,4.795241845728377
104,4.795241845728377
