x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value
-9.3414859051145,-9.208885255374417,-8.71023928047458,-8.264780806324744,-9.229471738769567,-8.06353444733314,-9.638091559716676,-9.224976547980406,-9.308580849118517,-8.495996020815435,-9.894702628332372,-8.57116338801064,-8.386375149607105,-9.805146823002072,-9.490384552395277,-9.911014221302274,-9.45944351023508,-8.04822182488737,-8.72100986667326,-9.318174262357276,657.4879936659785
-8.472163280997028,-8.177519048069483,-8.967120678749852,-8.406567993226549,-8.75413103088298,-9.069526985823892,-8.584542223941993,-9.003841366784789,-9.791361719074333,-8.157957260859392,-8.160747684723878,-9.014769017624266,-9.882609522989394,-9.251807829313027,-8.213249068597268,-9.080294796883202,-9.024394661363074,-9.675039474302391,-9.211548472241429,-8.78003587901469,504.0626459835889
-9.99563491528468,-8.749309821026628,-8.310610971661017,-9.15359074255154,-8.350867737008707,-9.517447951483213,-9.574156630759294,-8.684493020833324,-8.748633009725083,-8.946547525517392,-8.994442130020765,-9.754445811917634,-9.010863244720136,-8.209903628036935,-8.47143932546571,-8.034170895616608,-8.698671139693449,-8.869691604662906,-8.821432847638155,-8.008369797722867,491.57852980715137
-8.84194307360396,-9.623234823915109,-9.433039730903637,-9.951001560195252,-9.919346718119723,-8.689331073041942,-8.932916805163183,-9.890387974516882,-8.228498171460968,-9.941640124903724,-8.420310823928958,-9.37007156969933,-9.26199696992446,-8.495111859518813,-9.175699506646483,-9.517184187494385,-8.369363613489,-9.423363605077235,-9.861296243882917,-9.104570124632977,794.3424748072736
-8.16810227765571,-9.116381541907726,-9.670463342324515,-9.538716928396184,-8.824007310505808,-9.855311359081098,-8.344624563416506,-8.376653621622694,-8.996950701512521,-9.43297271954521,-9.436026033692906,-8.057118007182922,-8.672274521837615,-8.969986952056606,-9.703530709318725,-8.421285049189958,-9.982955509884453,-8.62041982045854,-8.277788946265192,-9.852743627546065,602.0003790659645
1.435938678689542,4.365684383325824,-6.89814329535521,-3.097427996789273,-2.0825452993277516,6.59849735463229,-6.631688238768232,8.134068777047126,8.760771032354299,-0.9027892844562135,-4.451932457763215,5.211089894158654,2.9459614000719796,-0.4189067524614636,5.506461290480107,2.422700303348657,-8.386862213410783,8.558499937718082,-4.384404807397915,-3.449888040520972,187.43941925264323
-6.74481657547622,-0.3353338577770355,9.373812636797322,-0.30425242726851387,-7.030256085654458,-4.72095523788383,5.520312592606288,6.09230107944715,-2.915960026435716,-7.644339432324763,0.1688036727683162,-7.23023664049445,-6.27007578766809,-2.200794416704907,0.325616092176773,-5.666891893960391,7.458464659720523,-3.154240923387972,1.1568187721666376,7.540190822337763,281.8876851698033
-5.480133989352143,-9.08595840863539,4.815073983100948,7.268611770000533,-5.540560867417062,-3.76328315217914,0.007390463759236354,8.806532846389203,-2.147460942244641,-2.5067619811163606,6.393116788872987,8.808250577736555,0.6899122880916497,3.1590231991783035,-0.7739032613656089,1.9832944594141928,-2.9937468134489826,-5.813454014762542,0.5252601200672053,-3.186865204955942,207.04720141410263
-5.696152805889647,1.3551477197790796,6.837273870991027,-7.349249186485121,8.760714642448011,-8.835698194039793,9.52186318733601,3.4017411648435125,-5.904782764076703,0.9063893028002568,-5.673796170072287,5.869033974475013,4.22806347386971,3.5967437410558762,-0.41388805820679053,-7.550562266436689,-1.9299870313880678,-8.329726877848582,-9.109318651616098,0.18226596588518618,283.48202944331865
5.619633091251595,0.7489179736986316,3.7947692939154685,-8.998430223408313,8.54156745503212,3.2198079395477937,-9.22819340301588,-3.942990895638749,-5.777536496808229,-3.458703145243593,7.0556733931986635,-7.81168550778866,1.7736179212363545,-5.015363697662374,3.615005127445425,-5.538908924223184,1.1425740709693066,7.699614594431456,1.4211895185502037,-0.7970166667091565,182.955141584619
-9.073513383653948,-0.021861682095691393,-4.354243604452639,6.409198154900224,8.276028767465768,4.4412081323614565,6.081063144708956,-5.141517482447815,-2.575075014965127,-0.7194796137573469,-7.698635964050826,-9.341400726421742,-6.974028907259466,-5.536077019471383,8.919939132865423,3.592448860548787,8.181027730196988,8.55123680345124,-6.556611041520027,6.55251792843405,300.90179226283294
9.035995656069165,-9.68756832130783,-4.438355130404545,-5.049303995060059,-6.495808989421857,-7.3326024039029525,9.33838448526522,-9.80619885050702,1.7508166937808518,-9.874038485336687,3.009820843926068,0.2905133774056683,8.643750143444187,9.458885069882935,9.408265035403083,9.775149328922335,4.761064676338707,-9.54900831350135,-8.915718252555447,-8.895416651113557,616.3185363174141
6.768993503129256,8.972987585208124,-4.875959250999835,5.783056225008261,8.693975216269568,-9.989947475811805,-5.569199822779362,-8.388976238636584,-4.624581830818544,9.325821933102844,6.912537374167226,7.3865817417711845,9.6267664041989,2.4727577582905074,0.6340251085195074,-7.511095338602216,4.437830125515859,-2.5966041457672713,9.61101239396913,9.028025815482966,393.1994031687038
