Unnamed: 0,x0,x1,Target,Hypothesis
0,-5.011273571387138,-4.396923107823554,-44.44579562339594,Poor
1,3.5718932200302467,-3.288105728808976,-23.57006045912445,Global
2,-4.563320685502142,-1.417846312056597,-22.834183843344235,Global
3,-2.2998944910703414,0.3072023029291548,-5.383887924980681,Global
4,-1.98739030286422,-2.0021825622615745,-7.958455228543059,Global
5,-3.12,-3.12,-19.4688,Poor
6,-3.9028691260528814,-4.616680831695353,-36.546129316840094,Poor
7,-2.1609092663710534,-0.2550729149547006,-4.7345910494317724,Global
8,-1.993377241183896,-0.0679788200162976,-3.9781739456407257,Global
9,-1.7067691115845582,-0.1005158222887418,-2.9231642307895243,Global
10,-1.3521951086887152,-0.3629759646753784,-1.960183162893708,Global
11,-1.1453437171558976,-0.2860947938113773,-1.3936624614744633,Global
12,-3.12,-3.1934464574312056,-19.93250027647992,Poor
13,-3.34916205257886,-3.12178193399435,-20.962408897847745,Poor
14,-0.9411319377016464,-0.0607636896490426,-0.8894215501418208,Global
15,-0.7348547048264094,-0.069927644210475,-0.544901312630336,Global
16,-0.5019394108176561,-0.1839169008556047,-0.2857685985523061,Global
17,-0.3351039445860464,-0.0702041367345634,-0.1172232744917733,Global
18,-0.1614501021785384,-0.0882014620761916,-0.0338456334058383,Global
19,-3.24998606339832,-3.1298993940861304,-20.358679629384035,Poor
20,-3.211650844209103,-3.195029077941622,-20.522911954001536,Poor
21,-0.0676921165769723,0.03668135739224,-0.0059277446268076,Global
22,0.0351414384268734,-0.0220002472864046,-0.0017189315753726,Global
23,-0.0358321938703665,-0.0265690196782792,-0.0019898589242283,Global
24,0.1000159141012207,0.0999413518170005,-0.0199914568765122,Global
25,0.0158637407361177,0.0303432893782358,-0.0011723734804341,Global
26,-3.22195758419287,-3.2272598984479464,-20.796217126468203,Poor
27,-3.120224049497549,-3.25264715104826,-20.31551160828524,Poor
28,0.0035716957155625,0.0081605049951171,-7.935085205989931e-05,Global
29,0.0253741015577795,0.0110404146004085,-0.0007657357844134,Global
30,-0.0069164513577522,0.005331554890691,-7.626277693660481e-05,Global
31,0.0797919918802239,0.0099712230854235,-0.006466187258033,Global
32,0.0142379332808056,0.0154170724671223,-0.0004404048675651,Global
33,-3.147888802921446,-3.2330927456579746,-20.36209261758443,Poor
34,-3.1617802354991724,-3.29029551753301,-20.822898850291025,Poor
35,0.0203645115585409,-0.0178434096898966,-0.0007331006003794,Global
36,0.0188688758265739,0.0187907553382452,-0.0007091269611404,Global
37,0.0238546253542226,-0.0315713501429848,-0.0015657933006412,Global
38,-0.0028599695871536,0.005052516263031,-3.370734662763713e-05,Global
39,0.0085270726394423,0.0122792323540626,-0.0002234905150033,Global
40,-3.205938478351106,-3.185866535044748,-20.427787106090232,Poor
41,-3.1200000007464515,-3.12,-19.46880000465785,Poor
42,-0.0379755324288799,0.010147622717139,-0.0015451153100663,Global
43,-0.0060526794178529,0.0017702875013375,-3.97688459726927e-05,Global
44,-0.0057424255755742,-0.0071073777094181,-8.349026939534413e-05,Global
45,-0.0044068254606415,0.0017202156645397,-2.237925257308629e-05,Global
46,-0.0092847176700672,-0.001687946494215,-8.905514558019202e-05,Global
47,-3.150660520950984,-3.2452238670057625,-20.45813966526296,Poor
48,-3.256238212418168,-3.1483467994680345,-20.515174865732885,Poor
49,0.0109967440549691,0.0229082602982169,-0.0006457167697013,Global
50,-0.0227428924827319,-0.0188650245025271,-0.000873128307962,Global
51,-0.0118999168279327,-0.0067920450977496,-0.0001877398971215,Global
52,0.0231677048904903,0.0100141052105636,-0.000637024853061,Global
53,-0.0138316841519925,-0.0040078792493378,-0.0002073785825577,Global
54,-3.1200000359477063,-3.120000020621207,-19.468800352990023,Poor
