,x0,x1,Target,Hypothesis
0,3.4169210747176852,5.963362123526732,-15.917222257763145,Weak
1,2.8500531909486355,2.256681061763366,-0.8689459551289914,Good
2,-1.8730919396173604,7.225215926450488,-12.021643308391972,Global
3,1.3080705297156205,12.887729977820163,-89.03089169854012,Global
4,-2.432576695824901,5.082959409055506,-33.548297662101106,Global
5,3.641592653589793,2.775,-2.3088885794952057,Good
6,3.1300405277520325,2.507146990253288,-0.44831091433697345,Global
7,3.182999446432616,2.3123739189885013,-0.41094015579163334,Global
8,3.0797920552762252,2.3700054012661167,-0.41836345767434735,Global
9,3.2500131314830902,2.4345343389886516,-0.5131079820819338,Global
10,3.103978988319813,2.2261183647368306,-0.41082524289405187,Global
11,3.123180073082787,2.305430722030451,-0.39977186816440907,Global
12,3.1658354115902023,2.225735786854236,-0.401635095072455,Global
13,3.1435461227647106,2.263810927468694,-0.39799911291284584,Global
14,3.138651687350006,2.3691121477214017,-0.40635933499524707,Global
15,3.144102749360863,2.2646944364978525,-0.39798731055532316,Global
16,3.142762532632094,2.281703818091082,-0.397951931721729,Global
17,3.1441714715163744,2.2691888139104877,-0.39793373325689707,Global
18,3.1507009906441805,2.2581368278491447,-0.39838112523963454,Global
19,3.148040085209571,2.261433415437794,-0.39815993158730967,Global
20,3.1721569329174777,2.086943113741632,-0.4293802411247327,Global
21,3.150040415484351,2.3017896214632425,-0.3993434361525945,Global
22,3.147191507771333,2.168197853320312,-0.40853178549931146,Global
23,3.1495926287986955,2.2561690919666235,-0.39835338988943364,Global
24,3.1380221260402603,2.270771636784941,-0.39799776820942223,Global
25,3.133126734784189,2.276456125607948,-0.3982580336502068,Global
26,3.123588533252173,2.3747726315136735,-0.40678635952108466,Global
27,3.1723445533182746,2.179284925999503,-0.407590413447343,Global
28,5.0,7.0,-45.535280259442395,Weak
29,3.0889209399595736,2.4684068064320313,-0.43429934883956167,Global
30,3.125671472509644,2.3132572044178996,-0.39977038508560936,Global
31,3.144154431498693,2.3193080451900148,-0.40006302083660483,Global
32,3.1485220169233874,2.2955616580599765,-0.3987917742602523,Global
33,3.1336954284884073,2.2348163338554445,-0.4003351435505623,Global
34,3.1443606174335166,2.354847207749784,-0.4046489353959447,Global
35,3.2340149389726127,1.892746076820797,-0.5357640952220625,Global
36,3.1219925645350646,2.3161148509904796,-0.40039629314717645,Global
37,3.1452842275374797,2.297055049938721,-0.3985743995668998,Global
38,3.1490952980792133,2.1659518223040117,-0.408808763405895,Global
39,2.641592653589793,2.775,-1.5794022236877725,Good
