,No Hypothesis
0,2555357.5914720953
1,1847154.8630798527
2,1621664.0105737532
3,1520596.6501258174
4,1431351.694373475
5,1405550.698711907
6,1295679.9999651124
7,1280520.0719891728
8,1235302.5441886904
9,1211559.1650743547
10,1195837.1453952403
11,1143529.4554697655
12,1117867.7090184
13,1094957.9213003768
14,1055235.2029325091
15,1026016.1771272665
16,1002131.4516537989
17,980610.3087889042
18,938341.7501187947
19,910908.2131648362
20,901414.1029418296
21,873296.6383489172
22,847920.0039464138
23,809639.0233713698
24,789585.250143662
25,767249.9371056883
26,736146.5789695902
27,692136.1023735522
28,674136.6921304091
29,668862.3676519832
30,660723.5104432547
31,623585.3266297417
32,607938.5848925655
33,599212.875741358
34,565901.3424747088
35,545286.5442650227
36,518179.91186743736
37,501900.99827310495
38,480052.39858260215
39,437521.5606977045
40,416930.0474890271
41,405394.4357613953
42,394802.83405435213
43,374153.950334998
44,351066.8517070695
45,320494.2289676535
46,317486.4884530143
47,298022.2040186607
48,285446.92639866745
49,279436.28120456816
50,262349.0321850449
51,248933.21716930435
52,241861.53741810177
53,227913.92129080984
54,218690.22342080742
55,210062.8813179592
56,196300.65804544813
57,189290.67148603575
58,183794.72392682743
59,183214.64271559913
60,178845.72528283496
61,172649.67986900517
62,155915.14803856116
63,155532.31722986803
64,154928.5233473873
65,152226.65892472607
66,148331.76440583897
67,144753.32774557977
68,139150.21287551674
69,136566.43017481972
70,135128.13504298267
71,133735.27831057546
72,130828.21872850762
73,126509.18436689788
74,122480.6811415881
75,121216.17106752135
76,118860.1863786358
77,115127.92111563259
78,112750.19409737259
79,109230.6441258224
80,107068.05694511981
81,106066.93051753977
82,105555.21880514234
83,104555.6473142893
84,102698.51189241195
85,102413.5761333672
86,100390.30137846763
87,99479.76464899369
88,99305.13617382958
89,98098.96633413492
90,97628.22645844298
91,96245.38890088335
92,94058.46675129973
93,92900.15374319421
94,90835.20185266442
95,90636.4083180548
96,89675.27109443594
97,88782.77878913838
98,87299.16301436853
99,86485.5480133396
100,85590.95582719994
101,85563.68666085221
102,85008.23007089712
103,84934.4005006241
104,83932.08425565263
