,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.25,0.0,0.0,0.0,0.0,2.2,0.5,0.0,0.0,1.5,0.8346506900347971,Global
1,0.0,2.0,0.0,0.25,0.0,3.8000000000000003,0.75,0.0,0.0,0.0,4.032957916000955,Global
2,0.75,1.25,0.25,0.75,0.25,4.6,0.0,0.5,0.0,0.0,0.015504461801305477,Global
3,0.75,0.25,0.25,1.75,0.25,2.8,0.0,0.0,0.25,0.0,0.04029497712240513,Global
4,0.75,1.0,0.0,0.0,0.75,1.0,0.0,0.75,0.25,0.25,0.07617551874935234,Global
5,0.0,2.5,0.0,0.0,0.0,2.0,0.75,0.25,0.0,0.0,0.7138833997746945,Global
6,0.25,2.0,0.0,0.25,0.0,5.0,0.75,0.0,0.0,0.0,2.0553358368464627,Global
7,0.25,2.0,0.0,0.25,0.0,2.8,0.75,0.0,0.0,0.0,1.9902333792700653,Global
8,1.25,0.25,0.0,0.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.0,0.02455897631426826,Global
9,0.0,0.75,0.0,0.0,0.0,3.8000000000000003,1.5,0.5,0.25,0.0,0.11080124488801268,Global
10,0.0,1.0,1.75,0.25,0.0,3.8000000000000003,0.0,0.0,0.5,0.0,0.017554087399149203,Global
11,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,0.75,3.75,0.0,0.0,1.074211401635238e-13,Global
12,0.0,4.5,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,6.537657020642708,Global
13,0.0,3.5,0.0,1.25,0.0,4.0,0.0,0.0,0.0,0.0,8.12632870218345,Global
14,0.0,3.5,0.0,0.25,0.0,4.0,0.0,0.0,0.75,0.0,0.41117618817811397,Global
15,0.0,3.5,0.0,0.0,0.0,4.4,1.0,0.0,0.0,0.0,1.459324568279646,Global
16,0.0,0.0,0.25,1.25,1.25,3.6,0.0,0.0,0.0,0.0,0.6297206502839634,Global
17,0.0,0.0,0.0,1.25,0.0,4.800000000000001,0.0,0.0,0.0,0.0,2.6684890676856714,Global
18,0.0,3.0,0.25,1.0,0.0,4.2,0.0,0.0,0.0,0.0,0.7490740692797497,Global
19,0.0,3.0,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,0.0,6.602791675801413,Global
20,0.0,3.25,0.0,1.25,0.0,4.2,0.0,0.0,0.0,0.0,6.105993153784869,Global
21,0.0,0.0,0.0,1.5,0.0,3.8000000000000003,0.0,0.5,0.0,0.75,0.05320043856980951,Global
22,0.0,2.0,0.0,1.0,0.0,3.8000000000000003,0.0,0.0,0.0,0.0,8.815562609165251,Global
23,0.0,1.0,0.0,1.25,0.25,3.6,0.0,0.0,0.0,0.0,11.228402264003721,Global
24,0.0,1.25,0.0,1.25,0.25,3.4000000000000004,0.0,0.0,0.0,0.25,11.41917239784224,Global
25,0.0,2.25,0.0,1.25,0.25,3.4000000000000004,0.0,0.0,0.0,0.0,12.144529673850606,Global
26,0.0,1.0,0.0,1.25,0.25,3.2,0.0,0.0,0.0,0.0,10.514668663172523,Global
