,No Hypothesis
0,2924695.923358533
1,1945607.7792406708
2,1498326.72173869
3,1498326.72173869
4,1498326.72173869
5,1498326.72173869
6,1498326.72173869
7,883079.8262382916
8,883079.8262382916
9,883079.8262382916
10,883079.8262382916
11,883079.8262382916
12,883079.8262382916
13,883079.8262382916
14,883079.8262382916
15,883079.8262382916
16,883079.8262382916
17,883079.8262382916
18,883079.8262382916
19,883079.8262382916
20,883079.8262382916
21,883079.8262382916
22,883079.8262382916
23,883079.8262382916
24,883079.8262382916
25,883079.8262382916
26,883079.8262382916
27,883079.8262382916
28,883079.8262382916
29,883079.8262382916
30,883079.8262382916
31,558482.7056778877
32,558482.7056778877
33,558482.7056778877
34,558482.7056778877
35,558482.7056778877
36,558482.7056778877
37,558482.7056778877
38,558482.7056778877
39,558482.7056778877
40,558482.7056778877
41,558482.7056778877
42,558482.7056778877
43,558482.7056778877
44,558482.7056778877
45,558482.7056778877
46,558482.7056778877
47,558482.7056778877
48,558482.7056778877
49,558482.7056778877
50,558482.7056778877
51,558482.7056778877
52,558482.7056778877
53,558482.7056778877
54,558482.7056778877
55,558482.7056778877
56,558482.7056778877
57,558482.7056778877
58,558482.7056778877
59,558482.7056778877
60,558482.7056778877
61,558482.7056778877
62,558482.7056778877
63,558482.7056778877
64,558482.7056778877
65,558482.7056778877
66,558482.7056778877
67,558482.7056778877
68,558482.7056778877
69,558482.7056778877
70,558482.7056778877
71,558482.7056778877
72,558482.7056778877
73,558482.7056778877
74,558482.7056778877
75,558482.7056778877
76,558482.7056778877
77,558482.7056778877
78,558482.7056778877
79,558482.7056778877
80,558482.7056778877
81,558482.7056778877
82,558482.7056778877
83,558482.7056778877
84,558482.7056778877
85,558482.7056778877
86,558482.7056778877
87,558482.7056778877
88,558482.7056778877
89,558482.7056778877
90,558482.7056778877
91,558482.7056778877
92,558482.7056778877
93,558482.7056778877
94,558482.7056778877
95,558482.7056778877
96,558482.7056778877
97,558482.7056778877
98,558482.7056778877
99,558482.7056778877
100,558482.7056778877
101,558482.7056778877
102,558482.7056778877
103,558482.7056778877
104,558482.7056778877
