,x0,x1,Target
0,-0.9452848324578698,-4.553051749254553,-21.623843645864845
1,2.954597145464347,-2.1779949077570984,-13.473306110201918
2,-0.508409989455143,-2.007937993310561,-4.290295702357821
3,0.270331128802769,1.2678370599391915,-1.6804897297550325
4,2.8341806871035633,1.907114448552524,-11.669665687028623
5,4.9248139590431235,1.0323567842909505,-25.319553061257558
6,3.2150376442162747,2.136526358151155,-14.901211932802372
7,-4.8380448734972665,4.139696304452893,-40.54376369107412
8,-0.5129743231628341,-3.9022115430143516,-15.490397582658813
9,3.433473801698777,-3.048978162843811,-21.08501018445027
10,-3.3361646534869136,-0.5207339039863674,-11.401158393936342
11,1.7386985534833768,4.683766877040546,-24.96074481834734
12,3.4133324874151265,0.08509404116583053,-11.658079665485468
13,1.331441129201619,3.4307551847390174,-13.542816618143332
14,-0.5393239520698101,2.68585445659632,-7.5046844872945115
15,1.4020837618833353,-1.4100900450945324,-3.9541928106116258
16,-4.970756613211931,0.4299252834108973,-24.893257057106084
17,-1.8620878733743291,-3.6352988450150283,-16.68276894073533
18,0.5006535401428787,-3.2001917630396557,-10.491881287484457
19,-1.0344296835490852,-2.6620087653981206,-8.156335437263886
20,-4.744654307598506,0.701898313307793,-23.004405740837388
21,4.329111542319514,-3.28647571645471,-29.54212938069054
22,2.0795153230660928,2.252931021383823,-9.400082165980232
23,-4.801904449432707,0.8481311420289304,-23.777612775560925
24,2.0242185781374262,4.196899510427765,-21.71142635270552
25,4.778987450501885,3.4378704062470353,-34.65767398220366
26,4.619482824832752,0.06477341959219451,-21.343817164810446
27,-3.128336571081771,-4.4068377208952425,-29.206708400272827
28,4.360147664873625,-1.1128168356598858,-20.249248969231004
29,-0.9403317416119217,-3.369932280762507,-12.240667361208102
30,-3.7647857538358576,0.10220116051422945,-14.184056849495882
31,-1.6307799180694609,-0.44114430780325264,-2.8540514414858484
32,-4.622326019241404,-2.492417065644198,-27.57804065727052
33,4.3119989002468815,-4.215258084055026,-36.36173523092157
34,1.15729287431982,2.5736091848442824,-7.962791033266282
35,-0.32519660269468886,1.3664539612112092,-1.972949258513972
36,-0.7300418084271136,4.691379153422598,-22.541999403219663
37,3.889734210896086,-3.9096192993256373,-30.415155297074886
38,-4.3269180559877825,4.046239791714766,-35.09427631528904
39,-4.996278901106869,2.5164061024969726,-31.29510253032967
40,-3.7506849671443785,-3.607009800847984,-27.07815742617624
41,-0.4535318320500208,3.315986928290937,-11.201460431279012
42,-1.0066287871574806,1.6233070421711613,-3.648427268296625
43,-1.1922817974688815,4.42634451429461,-21.01406164380161
44,-3.671997672201286,3.753259626756299,-27.570524730490497
45,-0.0699479467179307,-3.7573048432651754,-14.122232400474
46,3.8534167209977417,-3.965790657089931,-30.576315961526774
47,0.24834747512526167,-2.2129489185425304,-4.958819384479647
48,-3.2640333905029,1.7069956581885641,-13.567748151392466
49,0.20115965218110166,-2.1544781246923934,-4.682241195443674
50,2.1582720603628287,4.769730042239309,-27.408462962383012
51,-5.076742465134778,-2.8897786606134277,-34.12413476463948
52,-0.3966501363787245,4.363324692162185,-19.195933699921486
53,-0.9816795755729961,4.141810561971577,-18.11828952035649
54,4.203431668159005,-0.44544606787793484,-17.867259988269907
55,2.538069535165217,-2.587203113346177,-13.135416915041933
56,2.6856962374275053,3.1497627903273733,-17.13396991506314
57,4.816664873430004,2.9668717811367307,-32.002588668639916
58,1.2367982685840628,-4.615072682606616,-22.828565822914367
59,1.0136826862194823,-2.4728068487458565,-7.142326299545559
60,-1.2092212637186117,0.972591369000769,-2.4081500356840264
61,-2.51321564052781,-5.115630903453993,-32.48593239616713
62,-3.0145756321348824,-1.2666237936248241,-10.692002076437966
63,-0.0035080220007577267,-0.6427787430102976,-0.413176818684256
64,-0.7811826407770397,-2.1339927590139203,-5.164171413775233
65,1.8001675477614958,0.9153325933606213,-4.078436956481918
66,3.610385118354251,-5.060058029252564,-38.63906796223718
67,-4.2720091451252955,0.17265635288325232,-18.279872352225105
68,-2.3284705417327927,0.3594660075720535,-5.550990874317197
69,-3.9252168280672004,3.2075668610980594,-25.695812315756392
70,4.294438193165123,5.040895202116773,-43.852823833639235
71,-2.6443807996712794,2.3940688168722737,-12.724315313590324
72,-4.600768705784445,-2.1796832388797895,-25.918091705978963
73,3.2554622232590544,-0.4283373760186979,-10.781507194761367
74,-0.8810168614557101,-2.3882414948212407,-6.479888147755264
75,-3.6667799219204937,2.1234157987266293,-17.954169650081113
76,-0.8760652269862135,-0.33219374753057895,-0.8778429678328158
77,-1.1087323144731815,-1.8973570465438572,-4.829251107226686
78,-1.682075292105285,-4.377625355583254,-21.992981042156487
79,1.9507200660655073,-3.8595136204130744,-18.701154162304654
80,1.0848993738404342,3.6791121637638016,-14.712872964914128
81,-4.987166358031962,1.6531539620319018,-27.604746304867554
82,-2.944377266476206,1.384728520067048,-10.586830561628972
83,-2.46603118938501,-4.52220879001334,-26.531682167493564
84,-2.135736351418751,4.895385624022558,-28.52617017065821
85,-1.777603897813068,-3.8903088689894023,-18.294378713657814
86,0.026755354571920797,0.2571149752684754,-0.06682395950557792
