x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
-2.0085807460325142,-2.090368175575978,-2.1904204670467733,-2.232912841914214,-2.099779502376857,-1.670802420319739,-1.7620571005781334,-2.578471298328213,-2.2436654685583086,-2.0430982474333708,-1.8198146958800028,-2.609344614997377,-2.5201655369176272,-1.8918619714340006,62660.36448211652,89
-2.1091698897423936,-1.8322880187765522,-2.4500631342850463,-2.2804052032415516,-2.334804057079813,-2.582864278988072,-2.1593510025863223,-2.1870037363195802,-2.3784409938043645,-1.8440307918750127,-2.0999551848281772,-1.9799203282033409,-2.393037632513086,-1.8708939640830606,66556.12914854301,98
-1.677533519684206,-2.148908605692224,-2.0712649612412126,-2.3073329314838182,-1.969520111171301,-2.0552138817764916,-2.067630325098512,-1.4783778489994215,-1.3724978208559495,-1.7903967960768437,-2.701987133175889,-2.475287383537786,-1.6667100637171788,-2.8622369463566995,52435.25673750933,108
-2.484024493271514,-2.5295064593643253,-1.9545272456844174,-2.180859391920139,-2.6279938120900486,-2.4167177343103896,-1.7831983516640248,-2.6576220381603957,-2.235506109857935,-2.1739021430422096,-2.864088484691578,-2.3733047106505736,-2.4717072552397976,-2.9830477078436606,87230.32343635467,128
-2.5867771859106035,-2.3106133575114938,-2.4260462624504644,-3.005533611895684,-2.646107287608059,-1.6197462936244653,-1.7003489947157138,-2.320289763914724,-2.513871248529232,-2.4782397800616685,-1.7492288540519465,-2.079520902855788,-2.15594275583612,-2.4018338717669803,79854.48129081634,135
-2.187647150947263,-2.0707597565007827,-2.2668772694466384,-2.2206837767222916,-2.3087147726317734,-1.9882883370810165,-2.060459734540629,-2.1629906876996854,-2.240105777043646,-2.2050239510238914,-2.197957881008126,-2.137529585082934,-2.1762566987427974,-2.1156621876123616,61955.36332141712,16241
-2.111206541490972,-2.2544516260319822,-2.188611339050304,-2.246543524000463,-2.2439122378981144,-2.252970050291357,-2.0918900740487616,-2.096436580397647,-2.1529957732168814,-2.2940243349558966,-2.194237329030048,-2.1098891453225352,-2.007923488287439,-2.198297127202214,62326.77040126794,34530
-2.0448363132940557,-2.496358372815834,-2.3901843068700277,-2.213511226752174,-2.181646736256476,-2.2022826423831514,-2.180965202319996,-2.089531133973807,-2.0488059847932987,-2.32113781738098,-2.035017354391979,-2.128041328493774,-2.1517432716651808,-2.1407767377531,64651.92748328466,49903
-2.070468096250229,-2.125189047093679,-2.068384139641664,-2.153439984690049,-2.387534765105432,-2.2035508159974393,-2.1006153644007917,-2.1263395798340206,-2.1293773337670014,-2.2377436949794687,-2.1925617810527074,-2.123893000983214,-2.152286577356699,-2.2951172175037957,61246.725421900155,66323
-2.0328255541253264,-2.315735171682702,-2.0411643402834976,-2.18846443975675,-2.2424949226127566,-2.1431712064824557,-2.154513835513983,-1.9833458185853772,-2.178063327506341,-2.1524270971568926,-2.0764718732853797,-2.169075366138805,-1.8452750293186,-2.347444056443808,57627.898461888304,83353
6.592015052746596,-0.8572171904342394,5.906409269150103,-6.398866340701851,-5.5013033108322915,-3.3628488167868644,-4.419143156069537,2.9736816063242415,8.734409812269867,-9.770620283823483,-6.4342335170754215,1.5677067717813316,3.099670428746295,-6.928985915365663,2715900.0816895147,83495
-2.0956829425474757,-2.1674635693118116,-2.2156473035550466,-1.9292349718216808,-2.202207437654728,-2.866747217620728,-2.0341192140039053,-2.187614274533206,-2.0291700577452723,-2.222545336570282,-2.1605342947220416,-2.1628170140930063,-2.19728983658194,-2.183623003982243,65881.41718693971,100310
-2.0448363132940557,-1.4942525404762321,-2.3901843068700277,-2.213511226752174,-2.181646736256476,-2.2022826423831514,-2.180965202319996,-2.089531133973807,-2.0488059847932987,-2.32113781738098,-2.035017354391979,-2.128041328493774,-2.1517432716651808,-2.1407767377531,58111.31022599852,115047
-1.8474563943943232,-2.148813722706552,-2.232535147924609,-2.0186714234571745,-2.215927247660915,-2.9312149793600897,-2.147700702019754,-1.9639799119420775,-2.0870985694489717,-2.2583960481083585,-2.211326980402994,-2.256744225721654,-2.1401131278204657,-2.222974798460311,67010.52222242855,131827
-2.229553518693928,-2.157681178770081,-1.93749737131618,-2.0621444219919898,-2.2812983365801713,-2.170499026229228,-2.082344510486316,-2.0761325863682067,-1.9658412116234878,-2.3006081199912467,-2.1224972964411966,-1.9993695304340022,-1.982301885571026,-2.2819366660483054,56274.52809341918,149081
-2.1234269950613935,-1.9907957845505493,-2.2641290030840198,-3.2606459411761235,-2.2465399203703793,-2.3408492126265474,-1.9554860112341472,-2.025707698058315,-2.2536660593584017,-2.276961562059907,-2.219728567024482,-2.1275888212652214,-2.1831003826103075,-2.2882937493650335,75658.41129709387,165671
-2.1060406547202852,-2.1416780128001234,-2.2634115316321317,-2.1683182893235253,-2.288059303347696,-2.223167695764216,-2.3354954057440587,-2.1733981775396156,-2.094019684111178,-2.176403959814074,-2.286458517401048,-2.1577699364055363,-1.9250912510212963,-2.2553579877442997,63255.293435263724,183056
-2.1335581372177215,-2.255614851929417,-2.1704769297518443,-2.0275974551846567,-2.169776663820831,-3.00490757977259,-2.1541763717372877,-2.0704289521697525,-1.993985299108234,-2.227770921882902,-2.3483587283666516,-2.155601041810592,-2.0239132638710107,-2.2757624146800866,69015.31870546758,201615
-2.1581170324700754,-1.8632170437151032,-2.1476294796801,-2.239979682387418,-2.3917955807009803,-2.210660754093815,-3.162036888267126,-1.9276847151437195,-1.694115925349612,-2.160054576394246,-2.2384882961304076,-2.146465949296256,-2.1013820839518784,-2.2638945486055375,69030.11785594664,218117
-2.1004351480148267,-2.0329627828996086,-1.9645124032123533,-2.053431110089997,-2.263215810392778,-3.1956618101601686,-2.116086898961318,-2.1825242738816577,-2.031640979961042,-2.307709748209558,-2.37198834435456,-2.058263845519713,-2.12395762916569,-2.1709035154815117,71354.83169554797,233487
-2.111206541490972,-2.2544516260319822,-2.188611339050304,-2.246543524000463,-2.2439122378981144,-2.252970050291357,-2.0918900740487616,-2.096436580397647,-1.1479747341904947,-2.2940243349558966,-2.194237329030048,-2.1098891453225352,-2.007923488287439,-2.198297127202214,57609.146840631736,249407
-2.229553518693928,-2.157681178770081,-1.93749737131618,-2.0621444219919898,-2.2812983365801713,-2.170499026229228,-2.082344510486316,-2.0761325863682067,-1.9658412116234878,-2.3006081199912467,-2.1224972964411966,-1.8026600794038377,-1.982301885571026,-2.2819366660483054,55182.84720915469,265887
5.33928693014672,-5.814745755382271,9.253835593838588,0.6972181190755293,9.918012250899281,-2.2030576851372308,-0.8450705083341816,-7.140507735491528,-1.8284529502930411,-3.287708997695554,8.298948303196543,0.018316608961818304,-2.8608245477960264,-3.5631115164754483,2702344.808810538,266748
-2.0884224855112015,-2.077823701858629,-1.622071935513614,-2.1963746784530254,-2.454541099081622,-2.219749398910605,-2.05096198075168,-2.306878496587669,-2.057223834727575,-2.0775444269990464,-2.2606148259816865,-2.43578669806662,-2.1413473546152355,-2.427679093507722,62225.23439040936,283299
-2.038733281183932,-1.8551106937000643,-2.320579263376805,-2.1685425398614133,-2.3019326496389705,-2.2655209195198704,-1.8123519804386667,-2.09119462020824,-2.0404857401720573,-2.7759597540016436,-2.10686004802092,-2.227025842829028,-2.2384518996917855,-2.355308923302232,64721.40167007369,301526
-2.0769407358503313,-2.341798105029628,-1.4203592009631771,-2.1155624133662636,-2.3301878314096536,-2.1872496081013093,-2.2316834635566174,-2.2368226583747326,-2.13252981236827,-2.272112338419624,-2.2825551376020226,-2.0822846679138114,-2.1606852517139616,-2.2410056261562197,61197.15894920702,318354
-2.016274699882441,-2.1540491612335155,-2.302163406618547,-2.120762301838734,-2.2940863748451497,-2.21301799475663,-2.2083622066993995,-2.093962704564487,-1.8769325380781492,-2.8787510987321916,-2.129185772759973,-2.2532536853822194,-2.050500430918099,-2.0850916402731654,66949.08952372146,335563
-1.5484350130200433,-2.125189047093679,-2.068384139641664,-2.153439984690049,-2.387534765105432,-2.2035508159974393,-2.1006153644007917,-2.1263395798340206,-2.1293773337670014,-2.2377436949794687,-2.1925617810527074,-2.123893000983214,-2.152286577356699,-2.2951172175037957,59177.99110657677,352961
-2.1349644624061277,-2.305727313220725,-2.0186220271071385,-2.240769222499486,-2.1096287057171756,-2.1659419071139983,-2.032889877214185,-1.9803302057442291,-2.0479483570554313,-2.286693532854242,-2.2925217663638158,-1.7345875324063929,-2.2396665361884667,-2.202966567378061,58201.38691594467,367656
-1.5104972770530023,-2.2355871838697245,-2.2600122968858862,-2.017924970111002,-2.0982472729988446,-2.2921919345845647,-2.364791216778098,-2.234672267283968,-2.1420627692257326,-2.321843356011816,-2.198458270552721,-2.1731399366560753,-2.1019387752744376,-2.281359413733224,62416.97590162896,385458
-2.0184251946930747,-2.245279072345986,-2.209700911775819,-2.03267358998567,-1.9244157130110873,-2.1880005224886148,-2.172915525035344,-2.1591048065517917,-2.021111263374586,-3.137534882901197,-2.084813951108008,-2.0463532043770627,-2.2008224870777404,-2.225832077005576,67962.02697161761,401890
-2.125616834610515,-1.94854664750517,-2.1103762610274455,-2.1849927343143296,-2.246035138935058,-2.3309560487274332,-1.9527149496705203,-2.181423618087396,-1.9482705710690684,-3.1580479064592373,-2.2199317274504167,-2.220107472713165,-2.0588466050903773,-1.9363667518217635,69637.68981331031,420278
7.088852266660485,8.530421422246274,-6.6363952621253475,-6.399057796462765,-2.512109383141202,-5.223129552577151,-9.391791298458118,-1.6655053808316183,-6.477024255143046,9.93048754399959,-0.43728599529430845,-4.703918018055885,-7.001864354190608,-7.421396034826266,3702062.5211666096,420408
-2.2143187688119816,-2.1997480325521535,-2.0141707257811032,-2.197324711632879,-2.3299355912921147,-2.251011702335136,-2.0422237401168335,-1.9176990154918112,-2.073059253690902,-2.1005201458422538,-2.175074250328155,-2.295073019881987,-2.702570649881748,-2.0934666105808404,65428.00340606244,434798
-2.070468096250229,-2.125189047093679,-2.068384139641664,-1.8114741891657324,-2.387534765105432,-2.2035508159974393,-2.1006153644007917,-2.1263395798340206,-2.1293773337670014,-2.2377436949794687,-2.1925617810527074,-2.123893000983214,-2.152286577356699,-2.2951172175037957,59095.389040162285,451075
-2.106295899044249,-2.04378320945462,-2.03851689787672,-2.210305816338715,-2.1774448127127304,-2.235486895866302,-2.2435929458006516,-2.108568163232946,-2.095366058455293,-2.172147404611003,-2.052686628524797,-2.0281862779476167,-1.960557213824254,-3.2430350796765905,58219.71429976694,467516
-6.204462253796303,-9.551920872377098,-1.9545577119512245,4.635694261688485,-8.469832727139774,-1.3405435181898149,6.906838274792495,5.303734691918944,3.543459191094138,-6.340337903963418,-5.905747104465947,3.5332584670760614,-5.611660781255416,2.710150442650214,2428672.029168616,467915
-1.1922547397686891,-2.326778619109342,-1.819230036898654,-2.0497888025059865,-2.3115742606822076,-2.2148828037437402,-2.182263996692504,-2.1230633405025685,-2.2172403542638266,-2.205586955875,-2.1500319753783157,-2.1226621785580635,-1.8510731248760097,-2.420842306053734,55875.813112267,484968
-1.9233795329601495,-2.240339655301995,-2.139637746099744,-2.1679659499624515,-2.11629454725084,-2.202515294765966,-2.265065797850327,-2.151963521921094,-2.118757414454863,-2.356095595466116,-1.8919656912608858,-2.04175944900927,-2.767318737296028,-2.267858195612533,65418.39037029378,502010
-2.1259514235457413,-1.379838197741428,-2.1349446472162397,-1.8818323304559303,-2.2245609186004187,-2.142320484741945,-1.9948691443421693,-2.089251608375288,-1.9308187926840361,-2.304238249274979,-2.1535951490351435,-2.189544393196692,-2.0667639230841033,-2.1713168459851535,52443.361713502716,518189
-1.8796127643253957,-1.9296861501962435,-2.145974876951602,-2.2458585458475397,-2.2208876912205957,-2.05158176719271,-1.9799461956518662,-2.0436950416524517,-2.1958440969734907,-2.325777773263459,-2.168163191233864,-2.2316031964173413,-2.9162569324303522,-2.1776612422444686,66161.01625538297,533415
