,Good,Good_Poor,Poor,Weak,Weak_Poor
0,2.80200334737434,567.197533613594,567.197533613594,118.65278246357958,567.197533613594
1,2.80200334737434,2.80200334737434,219.85140016764143,118.65278246357958,118.65278246357958
2,2.80200334737434,2.80200334737434,191.8213431057568,118.65278246357958,118.65278246357958
3,2.80200334737434,2.80200334737434,191.8213431057568,118.65278246357958,118.65278246357958
4,2.80200334737434,2.80200334737434,191.8213431057568,118.65278246357958,118.65278246357958
5,2.80200334737434,2.80200334737434,191.8213431057568,118.55980203979748,118.55980203979748
6,2.80200334737434,2.80200334737434,191.8213431057568,99.76997841850272,118.55980203979748
7,1.994142789997598,2.80200334737434,191.8213431057568,99.76997841850272,118.55980203979748
8,1.0072422736578162,2.0685858560524264,191.8213431057568,99.76997841850272,78.22075006198205
9,1.0072422736578162,2.0685858560524264,191.8213431057568,99.76997841850272,78.22075006198205
10,1.0072422736578162,1.2255014874480796,191.8213431057568,99.76997841850272,78.22075006198205
11,1.0072422736578162,1.2255014874480796,191.8213431057568,99.76997841850272,78.22075006198205
12,1.0072422736578162,0.429280026575231,191.8213431057568,99.76997841850272,78.22075006198205
13,1.0072422736578162,0.429280026575231,191.8213431057568,99.76997841850272,78.22075006198205
14,1.0072422736578162,0.429280026575231,191.8213431057568,99.76997841850272,78.22075006198205
15,1.0072422736578162,0.429280026575231,191.8213431057568,89.3689146384206,78.22075006198205
16,1.0072422736578162,0.429280026575231,191.8213431057568,89.06702693212553,78.22075006198205
17,0.6360765228294919,0.429280026575231,90.51004622962304,87.3021111987875,76.35595796074527
18,0.6360765228294919,0.429280026575231,90.51004622962304,87.3021111987875,66.90283605799831
19,0.6360765228294919,0.429280026575231,90.51004622962304,87.3021111987875,51.079396738427626
20,0.6360765228294919,0.429280026575231,90.51004622962304,87.3021111987875,46.26242081030546
21,0.2803553791862513,0.429280026575231,90.51004622962304,87.3021111987875,41.1791734546867
22,0.2548511565906678,0.429280026575231,90.51004622962304,87.3021111987875,29.424016603408884
23,0.2493488394093853,0.3881433334639134,90.51004622962304,87.3021111987875,25.243121450312376
24,0.2458654959426937,0.3881433334639134,90.51004622962304,87.3021111987875,24.643173849404977
25,0.2458654959426937,0.3881433334639134,90.51004622962304,87.3021111987875,22.97936338338664
26,0.230622216581505,0.3881433334639134,90.51004622962304,87.3021111987875,21.02016567856413
27,0.230622216581505,0.3881433334639134,89.24831942368485,87.3021111987875,20.25070134096169
