Unnamed: 0,x0,x1,x2,x3,x4,Target,Hypothesis
0,-0.5678210088392472,0.9525489095524836,-0.9875394895908204,-0.4940352752331121,-0.1304169351911084,-4.182917206206728,Good
1,30.60726752960032,3.095412681980136,30.97784221465865,14.07818096144316,12.958356248806735,-20.657074665235506,Global
2,-18.60635881764445,31.21312266821578,-32.359693994912,-16.188547898838618,-4.273502132342241,-21.692737332088345,Global
3,18.30963916267536,-19.81251095099781,23.78912468823063,31.68014677936129,-22.030434867301665,-21.36216828205005,Global
4,6.37887734958386,-32.179087103259114,-7.433664420667103,-29.873926443401245,29.927208892120163,-21.47744929439949,Global
5,1.0,-1.0,1.0,1.0,1.0,-3.625384938440362,Good
6,1.0,-1.0,1.0,-1.0,-1.0,-3.625384938440362,Good
7,-0.4414086130234687,-2.543903520861589,0.8141875505692809,0.1918244816154005,-0.1888327110556136,-6.180933775746208,Global
8,1.5262854810351174,0.506936738595124,0.6041490596345371,-0.1769540660582051,0.1639950913444507,-4.898199038836296,Global
9,0.2234160759006208,-0.5292089947791061,0.2595021285684897,-0.1211676332718701,-0.0473510164824399,-2.6628016518808733,Global
10,0.0450089745972486,-0.3931764631452232,0.9188531160067568,-0.3326403338647985,0.1518510039573549,-3.281675952940003,Global
11,0.6641936670513068,-0.8875941618012405,-0.0349164728376326,-0.4761529230652223,0.2926053027570452,-3.827019228322567,Global
12,0.3971717775079921,-0.4317692379237063,0.5054076105488425,0.5327320930368025,-0.7065196030919818,-4.261554109731492,Global
13,-10.070665092798684,-3.1572168243084526,2.092351225838179,7.624315880333015,1.388154192617364,-15.431978856015082,Global
14,-0.064641934971327,-0.1098787333397165,0.0128414182355843,0.1795698101400679,0.4183926571423684,-1.9805488438727183,Global
15,-0.0156234859470007,-0.3214602218441993,0.1409044024970712,0.6052308630330239,0.806313466691857,-3.3776440104211614,Global
16,-0.0782119915359628,0.2611090970423332,-0.0524762025862982,-0.2306960635858516,0.1891278639073658,-1.865057245410619,Global
17,3.4342464514421,-9.88942877462678,-0.4727161987424324,-8.433026140475633,5.046939324659192,-16.38101791147205,Global
18,-0.4409075312426624,-0.0474332335197616,-0.1828670528576576,-0.1226838060958357,0.1646530230498691,-2.235991915997116,Global
19,-1.1352623616711277,3.909099015723875,-8.797408704352705,-2.629306243971673,9.288060373505154,-15.644701507448987,Global
20,-0.159449487446239,0.3405655325476543,0.1097136857904173,-0.3552025874324758,0.8920276142164104,-3.283935682758873,Good
21,0.2395375643839305,0.1364885192859368,-0.4060317631592886,0.1688694677535549,0.0616254254864526,-2.333987397082691,Good
22,1.4502477787057018,4.357635523744982,-2.8608712217684875,0.655882826118912,0.7129641900048469,-9.777611039465024,Global
23,-0.129734358030664,0.2988410926148819,0.1083440775767125,0.1660010018778556,0.1111785349638448,-1.790538869917882,Global
24,-1.780842915136958,-0.1606074254399914,2.900573631349637,-2.4791588485608216,-1.0468231035999125,-7.804496325139038,Global
