,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.004593035665660357,Bizarro World
1,0.0,0.25,0.0,0.0,0.5,3.0,0.0,0.0,1.25,1.25,0.17416326637407056,Global
2,0.0,0.5,0.25,0.75,0.5,1.6,0.5,0.0,0.75,0.5,0.27127323958679594,Global
3,0.0,0.0,0.25,0.5,1.75,4.4,0.75,0.0,0.25,0.0,0.17626596294586788,Global
4,0.0,1.0,0.25,0.25,0.5,4.0,0.0,0.5,0.25,0.0,0.06726851547732013,Global
5,1.25,0.0,0.5,0.5,0.0,1.0,0.5,1.25,0.75,0.0,2.565798705934224e-05,Bizarro World
6,0.5,0.0,0.5,0.75,0.0,1.0,1.5,0.5,0.5,0.0,0.005881269890195696,Bizarro World
7,0.0,0.0,0.0,0.0,0.0,4.6,0.25,4.5,0.0,0.0,1.0259437489040923e-19,Global
8,0.5,0.0,3.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.2411557811409762e-08,Global
9,0.5,0.75,0.25,0.25,1.5,4.2,0.75,0.0,0.0,0.0,0.1747769810676829,Global
10,0.0,0.25,0.25,0.25,0.75,2.6,0.75,0.0,0.0,1.5,0.5991292813703718,Global
11,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.75,3.0328845093050543,Global
12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.2943366421742095,Global
13,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.75,2.953503880744975,Global
14,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,5.0,2.5695759149856583,Global
15,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.75,0.26439216635492946,Global
16,0.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,1.5799037922386185,Global
