,g10_l1,g10_l10,g10_l2,g10_l3,g10_l4,g10_l5,g10_l6,g10_l7,g10_l8,g10_l9
0,727829.8835850434,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092
1,883085.1217778994,880299.4117118487,880299.4117118487,880299.4117118487,880299.4117118487,880299.4117118487,880299.4117118487,880299.4117118487,880299.4117118487,880299.4117118487
2,678183.6708270009,682390.5578325315,682390.5578325315,682390.5578325315,682390.5578325315,682390.5578325315,682390.5578325315,682390.5578325315,682390.5578325315,682390.5578325315
3,609400.3264689172,615471.4527369885,615471.4527369885,615471.4527369885,615471.4527369885,615471.4527369885,615471.4527369885,615471.4527369885,615471.4527369885,615471.4527369885
4,544769.0133482285,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
5,544769.0133482285,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
6,592531.7690409537,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
7,517888.1098464864,550299.8049931905,636805.1549790754,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
8,436391.053784102,550299.8049931905,599197.4990971442,662293.3861212615,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
9,386457.8790991225,550299.8049931905,522030.87147038407,658427.2428098086,621291.4360123306,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
10,361113.6434202456,550299.8049931905,460554.8266967604,603889.4860544878,630836.97821397,591941.3034549272,550299.8049931905,550299.8049931905,550299.8049931905,550299.8049931905
11,345903.1209658556,550299.8049931905,418011.9301710335,534646.5812504904,620978.6949625417,600652.2466697176,579101.8194648232,550299.8049931905,550299.8049931905,550299.8049931905
12,328607.46837495454,550299.8049931905,386447.3817700869,486663.6364364429,594697.3129989089,596458.8324702539,585124.4725113153,570620.8381122038,550299.8049931905,550299.8049931905
13,300194.26307384315,550299.8049931905,371920.5623124712,456604.28768785245,565610.918378263,579153.3489582667,593993.817453377,590736.5884997387,573315.6277440471,550299.8049931905
14,284019.7032383683,550299.8049931905,367526.6000746221,434664.4406933321,529354.3168533045,574625.787969608,605019.7344477196,597842.809264302,590880.1554450204,566770.7423245438
15,272657.60162375926,555997.9597584096,336101.0816494231,418481.50783788855,498171.683540744,544680.8230852076,612718.8420739569,609176.7314209802,594429.1910244146,582127.2262574225
16,258810.7968656532,571023.3610662846,302326.2468558234,405306.924278552,472112.7732153744,516193.6377648666,604669.5742609091,615608.9889839459,605783.1049032862,584924.873232451
17,253014.92184124372,573642.6314829208,289135.7030468624,393753.71917727607,446534.6902937323,486305.3254691514,586824.0984659233,605208.8761365755,617278.2247094585,594367.1668281958
18,249049.99832377676,577871.8222379428,264095.0913300768,380262.1917792635,424566.4322965381,467255.9337514119,563987.3970051184,589545.2250957586,616612.58901758,601606.6437589253
19,235478.3251940987,580562.5631857584,247849.4408130926,349464.83159823634,404430.3782176152,441957.996779374,539143.2644725173,568339.9258572345,608526.8288723879,609123.6119421789
