,g10_l1,g10_l10,g10_l2,g10_l3,g10_l4,g10_l5,g10_l6,g10_l7,g10_l8,g10_l9
0,10786445.679669453,10779867.55421602,10779867.55421602,10779867.55421602,10779867.55421602,10779867.55421602,10779867.55421602,10779867.55421602,10779867.55421602,10779867.55421602
1,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
2,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
3,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
4,2344.5137091436827,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248,2349.978457340248
5,2294.156699004345,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123,2298.614306998123
6,1177.7607299486644,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223,1941.7449871807223
7,811.4137112600964,1786.9202998996327,1274.509068809409,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327,1786.9202998996327
8,667.9438471173247,1618.2844874709826,1079.408194315312,1310.9952088920552,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826,1618.2844874709826
9,666.0619887082823,1492.1716842600156,1035.9420125167908,1216.962237273968,1430.0193144070668,1492.1716842600156,1492.1716842600156,1492.1716842600156,1492.1716842600156,1492.1716842600156
10,653.2792071210825,1425.6394106966932,997.0223155491238,1185.715349805883,1329.0928992111149,1367.340363825073,1425.6394106966932,1425.6394106966932,1425.6394106966932,1425.6394106966932
11,625.8864849496814,1372.505260233447,791.9331250223419,1089.2248056201888,1271.6204426811182,1279.2785354529044,1312.7550092466377,1372.505260233447,1372.505260233447,1372.505260233447
12,581.4873158770235,1191.7691022615325,754.6992036645642,897.0708699310555,1089.9273695113125,1131.3346280199416,1128.7436693582392,1152.4203634328658,1191.7691022615325,1191.7691022615325
13,576.9717933320866,1155.8690168846,727.7049985917557,853.5223202675074,1000.4890528338888,1095.4345426430093,1092.843583981307,1116.5202780559332,1155.8690168846,1155.8690168846
14,571.7653869480906,1123.9586105112098,703.480252716486,826.4933878435545,951.8832170892192,1028.1481507748983,1060.9331776079166,1084.6098716825431,1123.9586105112098,1123.9586105112098
15,552.7368908733088,1058.7391937265393,676.9626031300945,779.7601374160098,901.8107409736608,952.444549035741,981.6406955169732,1027.671929208599,1058.7391937265393,1058.7391937265393
16,543.7260689571676,1010.67951308691,649.178088537732,747.4949125744748,838.9589035167862,904.3848683961118,904.8988227315745,979.6122485689696,1010.67951308691,1010.67951308691
17,530.8201885277641,986.1625230147904,639.3887729855819,705.6416399155427,800.7939880818085,879.8678783239924,878.418747168806,924.367455166038,986.1625230147904,986.1625230147904
18,502.9959708801007,946.24322167952,625.9442684679693,691.2097437075929,730.1545393000127,806.9915021694173,836.5949906018421,882.7360392534871,916.9044758975336,946.24322167952
19,487.3030323537564,887.4251261394049,598.7368330506691,656.4399633124937,693.1533562336937,748.1810779670787,767.4212635675648,836.5202695483724,868.5731321277198,868.8756882514585
20,473.5653531368496,841.2063686398216,582.7356404520513,628.3532499895952,672.4606721642448,719.343425494864,741.4434397844685,784.1546023633654,842.2502338435692,842.6490044090966
21,447.127534025898,817.7825117788359,565.087854086773,595.191979696246,644.7092777771293,693.34744197802,716.8357333040498,762.2794463610496,809.7091939593043,817.7863415823908
22,430.1249056261496,787.7070146241647,524.9378778106385,563.7026446929907,623.2216066744357,657.2025630323637,680.3633298380087,729.7166166125786,779.6336968046332,776.5046009800708
23,410.6909589707768,754.2631735531172,503.5604059527093,546.2120035790039,613.029157759906,635.307599003267,651.7640116691136,668.9315508668542,755.5791228602134,754.9151725103351
24,396.6174856439788,743.8454713167712,475.0943836880706,529.0183082039567,590.1570363654826,627.9731528010176,643.0680509592715,651.139325107592,704.4815931374668,743.5374812820427
25,378.4066567647522,729.0991344485004,461.2036779105277,500.09430432920266,577.1695960337088,602.1373968907811,623.426930778535,641.081021134806,692.7850233384776,696.837569309923
26,362.7712224748494,684.9670720127822,442.3717840259981,482.6602999955165,558.7423984478114,584.543297034281,605.8509480631307,615.6709881768605,675.8979441444175,679.565924595334
27,347.34224907473504,669.9742664895062,427.699498438322,468.9904999888855,548.7219916397567,573.8802219913285,581.0167269291068,598.2739651056382,649.5324559000109,664.573119072058
28,332.9471184392655,652.6347309725729,409.2592619868428,457.12827389103154,529.9416250133838,560.9536452278643,556.3508916751283,585.2939483382206,630.9656575749576,647.2335835551245
29,315.3779599921176,635.1089377248632,387.0938822073609,444.05445207479016,517.49259809015,543.7814188557444,542.8262162168561,569.9278786701896,613.0341298788474,622.1732325081755
30,305.77523802782025,611.8277398856839,361.3399755936714,434.720478545856,503.903968637098,529.1430991754181,518.9742880318876,548.8734670329889,594.0576642201279,603.9268101968192
31,297.2974893640748,591.9765741102142,348.8230908396475,424.56774289849744,489.9641125138848,517.1479124607145,508.4107475935152,526.5371753884542,567.092482644083,591.223788279054
32,281.9156939984312,580.8907792587443,334.065278453287,410.1391109704628,468.2533797824931,506.0987264710972,496.5959350945666,517.0057016994052,540.4449273825743,580.6088685534025
33,274.41484948141783,572.2496892988459,325.84161948236635,390.0437571092025,459.3141784248171,492.580738617984,487.8164355483421,509.0900093033055,530.7782275437654,560.887990482002
34,268.8646684329331,539.6996471779422,312.27096371865184,379.7242392743272,452.3296824704293,482.06753893659993,475.7748619544171,488.402193080075,517.405117974182,541.1516339219718
35,257.80223556778014,519.9847554899676,293.3446420229321,364.123967809574,438.0388137706024,463.8534237443511,460.7745493252644,462.2856355839942,495.7735450936517,518.9640953658453
36,248.44572840852248,511.114221462107,281.39899692717444,353.0679905331214,431.7436816736807,450.15252551536736,452.2770332536382,449.4246886632512,484.3402367863812,506.9764307302045
37,238.7231572927536,499.16339638002216,260.1574569782527,341.77709040407404,421.9988249898968,440.2598829222911,444.4574361671329,437.2661231451473,474.2884810516768,490.7452509688682
38,233.7614066670556,485.2793588763281,246.2074349517472,323.2259284435217,408.3452056625975,429.6818426717043,422.07396107772655,424.0279763542752,459.22740939399097,477.22440849792577
