,g10_l1,g10_l10,g10_l2,g10_l3,g10_l4,g10_l5,g10_l6,g10_l7,g10_l8,g10_l9
0,814.1175893762166,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366
1,814.1175893762166,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366
2,814.1175893762166,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366
3,814.1175893762166,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366
4,814.1175893762166,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366,821.4375230669366
5,775.0548966037676,782.263010359479,782.263010359479,782.263010359479,782.263010359479,782.263010359479,782.263010359479,782.263010359479,782.263010359479,782.263010359479
6,381.4014615576888,559.6177850470766,559.6177850470766,559.6177850470766,559.6177850470766,559.6177850470766,559.6177850470766,559.6177850470766,559.6177850470766,559.6177850470766
7,354.2522169507696,610.456182433134,670.5335604786607,610.456182433134,610.456182433134,610.456182433134,610.456182433134,610.456182433134,610.456182433134,610.456182433134
8,354.2522169507696,628.7041162426588,646.1287731975544,650.4468270619516,628.7041162426588,628.7041162426588,628.7041162426588,628.7041162426588,628.7041162426588,628.7041162426588
9,354.0605044246348,606.7017990630461,613.9803449006636,656.5852220319102,633.3490512025179,606.7017990630461,606.7017990630461,606.7017990630461,606.7017990630461,606.7017990630461
10,354.2415277526108,574.4974893123072,592.9738842248399,652.9857369833445,614.620410866994,595.820299493192,574.4974893123072,574.4974893123072,574.4974893123072,574.4974893123072
11,297.1286505898407,566.8833101356954,417.9742063584637,615.8670569796654,599.585633671963,598.1409699009217,585.3909771932308,566.8833101356954,566.8833101356954,566.8833101356954
12,286.9403767039923,410.875595035161,396.73984430636574,466.7907856623674,483.9760423875617,468.7577676282278,472.4803313880527,454.14064447625134,410.875595035161,410.875595035161
13,282.130269068289,397.76556538511807,352.88828903807706,443.39622542368113,489.4513211214635,452.1981368103011,455.91175247182287,438.8910289836689,397.76556538511807,397.76556538511807
14,281.823795877119,392.8919676928344,344.35333457015133,421.3636085427312,477.6122124915071,461.5827587706566,446.9369736937658,431.3817396019632,392.8919676928344,392.8919676928344
15,267.7656520672376,379.4239657609403,341.50814555191226,391.56985136040726,432.1307545962849,446.8583710821223,450.9199894525273,416.0898819994417,379.4239657609403,379.4239657609403
16,256.4879789087208,364.50467860039527,311.0193587603519,385.55449165784086,400.1902458248675,421.5675195954046,424.8528765441174,398.5036700249008,364.50467860039527,364.50467860039527
