x0,x1,x2,x3,x4,x5,x6,x7,x8,Value,Timestamp
-7.69162906309511,-8.144673607693868,-7.377560163411031,-7.653386722295802,-6.85867284825212,-7.903520362364013,-8.152872510794685,-7.364002799296559,-7.267008634994344,17.32887289503769,11
-7.945722845160438,-7.31742968393361,-7.613523439506069,-8.647231478354223,-7.399320825925516,-7.774935085051449,-7.6389454257139695,-6.984671250106843,-8.022029636483577,17.460853654652624,12
-7.491271933727675,-7.936322300861151,-7.873922677002247,-7.563752199588114,-7.383150867373258,-7.725806134990833,-7.58267555947652,-7.779817059329717,-7.144816561399767,17.485601427014114,15
-7.426275350481045,-7.228148654327981,-7.726737079040596,-7.248589504532767,-8.116392939077876,-7.083864785780314,-7.764959476061255,-7.9358014276540825,-7.818782252800785,17.07636840635327,17
-7.563839349684617,-7.415706645177945,-7.087704833058556,-7.674481188028606,-7.508582746061956,-7.187789254557756,-8.111817471695545,-7.7327540412074995,-7.365370098863486,17.475801443489377,19
-7.444649969669307,-7.492770646365437,-7.411172600899576,-7.623907595492607,-7.477972520968351,-7.67178745046532,-7.486264947676368,-7.43116791022236,-7.259051055850783,17.77304972370075,11354
-7.5707335171397965,-7.707476006812463,-7.558229696589073,-7.455987962405411,-7.510969412187787,-7.755554853410771,-7.578552903589262,-7.459367172834828,-7.4459504004648105,17.84092697732813,24830
-7.622510702912964,-7.738970518522497,-7.526902389312192,-7.677634825865585,-7.798067872375845,-7.5342988185886846,-7.7377224946218135,-7.517309209222419,-7.639739173152143,17.782901962503853,38779
-7.578586992559231,-7.787860864595189,-7.534237308153205,-7.689030978952097,-7.488582816632185,-7.775007899616987,-7.8309550754760515,-7.509751787877843,-7.457007790965992,17.750055354898517,52958
-7.625970640673123,-7.616667369952442,-7.411731382579733,-7.512127672399153,-7.577051878443391,-7.657800706044102,-7.427955174982608,-7.895410124311393,-7.385463868412896,17.779451894754732,66118
-7.427147039211535,-7.630373797583839,-7.496984077870906,-7.729103438240948,-7.506670752831056,-7.759667936087315,-7.710579282661513,-7.561069700809177,-7.262823532661173,17.734572555763897,80218
-7.495669976689818,-7.598175431596015,-7.560410152846869,-7.694272285539558,-7.551438554477841,-7.663453386562988,-7.752623863443026,-7.917060442769021,-7.468508374149007,17.77773213764093,92844
-31.876914005024698,30.227000541722937,0.6055997414085184,-10.066709586641096,0.17683656538720527,-3.352476088929862,-14.968944326931855,-24.647505025496155,-4.919383634565268,20.905377827440184,93136
-7.625970640673123,-7.616667369952442,-7.411731382579733,-7.512127672399153,-7.333768925700209,-7.013169570258622,-7.427955174982608,-7.895410124311393,-7.385463868412896,17.565199138845518,105330
