,x0,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,-6.049822927730368,-29.13953119522914,18.90942173097182,-13.939167409645432,-3.253823932512919,-12.850803157187592,1.7301192243377201,8.114157183610828,18.138756397462807,-19.929873587001794
1,12.205532470736152,31.518809337875993,6.607083419462086,20.576240922984155,13.673768692167386,-30.963487190382505,26.494056348498518,-3.2830356682421424,-24.97415387529185,-21.64450354502222
2,21.974232330872177,-19.513460242200388,-21.35145378231625,-3.3326969855127544,11.12767074229361,29.976108013059502,21.845327919456807,0.5446018634613168,8.521223226890363,-21.253074788414576
3,21.95683318232971,-3.4516732932467846,17.18946852221645,8.97333607605335,-9.024576288605008,-31.812842324556353,2.75152181382974,-11.917362389595706,-23.26591260809618,-20.595448689480982
4,3.2041826569144263,-20.481227283453794,-6.6203499747141485,-17.036856098547972,-30.36578756863044,4.4921492051698735,27.706313870844888,-21.033444585310143,13.30889806762299,-21.407270539736206
5,14.418758536856465,-30.732188476369323,5.428039308985156,12.954998900079524,26.860156866737697,30.585519683212063,22.002370599981028,29.564690078929615,0.4145498853900449,-21.666157505365
6,-20.021354054923336,-28.203761413729552,27.90494505519119,-7.122027748223271,-6.018123146316299,-21.56756659688005,-24.09462882454949,0.6540874272910671,-10.43699147564455,-20.97897460179071
7,-2.8233235699408183,-29.58288652314499,-15.951469220122867,27.596792961580043,-26.97765173795217,7.406674395646846,16.471098783003406,-2.0812582572460094,8.745305351751739,-21.23968562899384
8,-4.672267573933524,30.024826581904627,24.894298949734953,-25.02156351568408,-27.69227555832181,25.895934666974497,-31.976184967083967,16.104999055980628,-24.004383789724024,-20.728050760274417
9,-23.0848627254271,-2.9026037251201338,21.222316341061997,-6.442424237807877,10.389165069895434,-7.630603503800842,28.328604891485497,-23.50078510208823,24.02086161124032,-21.345206987582205
10,-0.4476668589947579,-24.04675099689712,24.66186701438555,-25.381060205375558,1.589423840801679,-14.162873078672195,-20.88981369921856,10.924772212406808,1.2874217739590534,-21.062822593065224
11,-13.788659998031317,13.812941186322107,30.52627227033158,-32.49115177686258,-18.49458342792594,-2.5385608728238367,27.925278029837983,-6.282749283667172,26.507587596618094,-21.79037292831815
12,26.901962676217636,-2.8508548344187794,16.24364502505739,-16.558099925415533,17.188455919536032,20.158481858095186,30.826655189952028,18.98797939927507,7.915508918938002,-20.77693428665456
13,-29.53646516868234,6.487569191804688,-15.825963831973482,-7.739016087799115,6.224584761604923,-16.084580099377984,-32.74003778210555,-19.29328404566325,-8.106392279198875,-21.220940831174826
14,-0.02245134080484945,-4.113783955265905,-4.999568900973056,-13.657553657689089,11.52107230567357,5.858128597507971,23.106464757467208,-32.38437138721641,-27.34085852880189,-20.943189255392635
15,1.1050006584528163,-14.902211467089874,2.3005824484611423,-25.121387699630084,20.528427911027578,27.484404436256796,32.26172929354735,-16.924037117896187,15.32204042798255,-21.30438804156425
16,-29.444919717020444,-13.949972728830652,20.83495822885795,-2.7413592065196646,-5.638507913316541,-15.284745566855943,-23.46739150029116,13.589861111850425,-5.606817452711766,-21.305152614708636
17,-2.126039984195703,-7.095886812628365,-12.143085097880686,-10.765281869473824,-28.01680227573282,12.48460842281925,-24.700887170643675,6.9433559925787804,23.54631784808833,-20.753503727411456
18,-31.917864691404553,10.580185357004169,-18.844014505447717,8.862262528429106,-15.782599612064065,-28.942136256085377,-13.668712649080007,31.330467993744378,-11.376664946003636,-21.34030557230996
19,-24.897976761532178,0.17123426926028884,1.6455358417182424,25.75304526602916,18.230852597270122,-26.18058486360065,-17.721086407454592,1.7715681474383445,16.648060098607132,-21.098574640705895
20,19.874246369322954,25.838219502713258,-24.108050281684612,19.309019850917984,15.584493734305,-15.617035535555747,15.692594214729489,17.519594339638395,11.588009635002642,-21.46820013998745
21,27.04071581295117,-3.5640299037823056,-10.862160612433005,15.142465281009613,-27.02716365054562,13.587247791991743,-6.130335974355557,5.0372730810927635,-16.757966888626832,-20.508196422828867
22,-15.969617906974598,-12.971942344121317,-32.136162433457585,-18.097331422301657,-6.89243981187186,-27.451480561606797,-30.76120173372097,20.09844231400983,-9.949747470158755,-20.665505746373853
23,-32.579583434097344,25.145313507931633,-10.21402849765602,-5.844499897241448,31.872358017999005,-12.528848421155999,21.19990879422987,4.304654417376277,4.545285435686537,-21.410264310890565
24,-18.85314547732968,-6.331663970465264,12.403977267914016,7.700065642307521,26.779199889935633,-30.651463854120404,-19.4887840707617,-3.589797181827482,32.43139872102317,-21.744185453917492
25,-32.15073078045118,-30.651134697003762,9.745055933766011,22.89847328606863,11.479131572157883,-2.7046578189580046,-21.118662614309542,-2.0038681773278277,-15.511462979560353,-21.286529761950785
26,21.39388232966192,14.252250998368147,14.776119094482858,-2.5758366383788953,15.52051209927744,17.100031557572756,-21.69338278364831,-7.542694105560681,5.804664192574329,-20.946658036841768
