,Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,Target,Hypothesis
0,0,-32.26615275251012,-32.67580835865478,-31.414367517778885,-32.681061028710495,-32.535152593666936,-31.56026862210237,-32.386138674440524,-31.430968565479308,-30.933104302258208,-22.077350153642413,Horrible
1,1,-0.4981527525101197,-0.9078083586547764,0.3536324822211167,-0.913061028710496,-0.7671525936669374,0.2077313778976262,-0.6181386744405217,0.3370314345206915,0.8348956977417934,-4.204238009040996,Good
2,2,-16.323469394251603,-29.74706429639972,11.587829177421554,-29.91918378878553,-25.13805618927821,6.806941790949416,-20.255168084067016,11.04384604637402,27.357862223603085,-21.343962528775474,Global
3,3,-8.222138771219253,29.538012784880262,15.203954970552246,6.465682420336989,-22.54316237996448,-22.544743115246625,-28.96143239294488,23.99771988950615,6.62667340960293,-21.58117160607333,Global
4,4,-25.227783937079447,7.147784718220095,-24.026089771107078,-17.000718665950902,-11.328614838361144,23.536434606807298,10.884888205592212,2.697606744205153,-30.86655000252512,-20.98612878201469,Global
5,5,0.556313501899701,0.7400242964936383,0.957236684465528,0.5983171284334472,-0.0770412754941363,0.5610583525729109,-0.7634511482621336,0.2798420426550476,-0.7132934251819072,-4.228677999358204,Good
6,6,-31.394998144636837,-31.098748656205256,-32.73142344531162,-31.267711370110067,-30.79027782218701,-31.27166869124032,-32.20711201587119,-31.189441343097023,-32.561547986844715,-21.72354568248184,Horrible
7,7,-4.194638093221641,-31.06889847092732,3.254680150259084,-4.238711677368606,-5.218775722394319,-11.119177170690104,-19.356147119695954,7.816542050757093,-13.129831306066452,-20.15988718890908,Global
8,8,3.3290913431273808,13.641175703100116,-13.703267030601282,0.7095979342340399,25.7521716001279,25.9714638763418,-24.537641093442023,-19.18613073833579,-29.39504536447681,-21.544503775833064,Global
9,9,-2.2747291126220013,11.437761548330286,-7.282311945634159,-32.32158015710988,9.716634565924892,-24.333388721468744,-0.7853457550488443,6.422560073026858,-7.358433854717077,-21.054437551508467,Global
10,10,-20.020850747224145,25.282091331801663,-29.867330068990476,2.774734791826539,7.524712084396953,-10.95275115878226,-0.9910429302856124,0.3400413414593188,-21.60777304477464,-20.8920179507721,Global
11,11,-18.774343340558385,24.900811609467567,0.2585211714322284,17.17064938003889,17.57768620982378,21.654471059711284,25.168518115768123,0.2855047749539352,-27.27913900017549,-21.31054974388024,Global
12,12,-0.00023499834888,0.3584599922418809,0.6074780722087509,-0.2381177337029232,-0.8681273061881898,-0.4237088013840129,0.8191870554392273,-0.573229292840169,-0.0957520763646337,-3.739450440087037,Good
13,13,-0.1350481344191683,-0.4597085168170693,0.6021117726527889,0.2764776122462427,-0.8626197330836856,0.2072889527382224,0.5911491168579532,-0.9359836871484064,-0.0891043557881339,-3.7242647335143926,Good
14,14,0.0956755660929631,0.4048548481361105,-0.2270456607706692,0.3888773555289164,0.6497409290010963,-0.0686630492654682,0.8810488190533121,0.6074795400246356,0.966718496448665,-3.7865413481986008,Good
15,15,0.0262764851087817,0.3007943638629344,0.2020779068090887,0.6104463936654929,0.0432943047872682,0.8172977616173365,-0.3615278220229094,-0.8190813014581853,-0.3985998867275933,-3.512062029706449,Good
16,16,0.7015901787535574,0.4599289404416371,-0.7825278562620501,0.7878083405701624,0.7143084941456592,-0.6698267648095457,0.2646680276469921,-0.9590327744175348,-0.7665254624399676,-4.408356948457225,Good
17,17,-0.6916743152406553,0.4800993930308095,-0.4733699696297306,0.0674787867605954,-0.9708500750291608,0.8374940161997699,0.8014297082340245,-0.9331571447473108,0.9138986725502336,-4.197565406236528,Good
18,18,1.257312781046558,0.0804101575538354,27.727505693482307,-2.842484801980653,14.2199745294389,-4.095478055797955,-23.612263521904172,14.053608092661284,-7.001417978777194,-20.073259821485763,Global
19,19,-0.3690453824284248,-19.221205587055707,-2.202651014047863,0.7138681134239988,17.751699304332924,20.44724757260565,-7.325155748588209,-23.3067849265688,-0.2151269603070886,-20.638491438362852,Global
20,20,0.0555278558672966,-13.5482802670058,-2.0158349818587453,0.7815891371357111,-6.695520712398867,-2.0195409180188517,-31.46834669221878,-28.854286809634814,23.95176845093674,-20.7566543371886,Global
21,21,0.0062794214846277,0.8668688041086199,23.646473675792585,6.382322514064654,11.536135334645335,-18.10786725753713,-18.78906829106256,-10.128482849337932,24.638980706320886,-20.74438489415678,Global
22,22,0.0043208977502047,-0.7081718594987052,1.9038824820129463,-0.752799420134032,-0.7047663262302137,-0.7514507804092005,1.9446188526040515,-0.4482133554864873,-1.055482662179422,-5.3787199035621,Global
23,23,-0.9433881494550038,0.2714382309220033,0.6946247749732524,0.4723492502320214,-0.9583857761530192,-0.7767937386699344,-0.4045525162882804,0.3739403826796874,0.7232521120032924,-4.333505769409577,Good
24,24,0.0538820368441894,0.9607918571831072,0.1154370153706147,0.3208277104191432,-0.2708931326258101,0.9548059686436584,0.8923892278001477,-0.9922593223228836,0.4420434643324853,-3.672754933099015,Good
25,25,32.752418776232474,-32.1651285225034,28.78245078703505,-29.666388941883845,-4.387912394610524,-6.970622959427747,-20.476073091190024,0.3043786696784423,19.84291671610263,-21.546584326153653,Global
26,26,-2.966415808018784,-21.350318486679196,-16.63902781485369,-25.27818482038592,-1.7965812585096366,-24.57271354007256,0.8252109582853961,14.98836563397498,-17.198928579864077,-20.92452010994405,Global
27,27,3.1677742956185,1.8547882470217587,-0.2306821325586199,-0.167481318573607,-0.9547447828085468,0.4279542712768887,-0.2744254394951575,-1.0795406666532583,-0.3605201435175331,-6.171826808615386,Global
28,28,3.5771515148057063,1.9837971962215877,-0.2533985560320104,0.1277550492983765,-1.093973844136798,0.7630430881653965,0.0027957422318145,-0.8658167232089511,-0.3873580930128888,-6.482432571046811,Global
